"ls" "ly" "bm" "long" "gest" "wea" "fmat" "General_system" "Eigen.1" "Eigen.2" "Eigen.3" "Eigen.4" "Eigen.5" "Eigen.6" "Eigen.7" "Eigen.8" "Eigen.9" "Eigen.10"
"Dasypus_sabanicola" 0.602059991327962 0.0466851513135459 3.06069972858638 0.499326759955733 1.9603470835077 1.64369084657426 2.49616054745897 "T" -0.023409106986688 -0.726214779618983 1.02553558164763 0.0296345418754025 0.699225067045716 -0.110365315142234 -0.68161771401671 -0.272128698345591 1.14489536604905 0.811228500276735
"Zaedyus_pichiy" 0.301029995663981 0.138013065442123 3.17609125905568 0.954242509439325 1.78441757109249 1.6232492903979 2.50457687449845 "T" -0.0234397554779007 -0.727881660020388 1.03017779119779 0.0297951222018742 0.704407344197145 -0.111254769173736 -0.688495476148129 -0.276171353932188 1.16520099557481 0.827559119461423
"Euphractus_sexcinctus" 0.243038048686294 0.0842788912665964 3.68574173860226 1.27492719302291 1.81063570027554 1.44715803134222 2.43775056282039 "T" -0.0234402576200916 -0.727908935685834 1.03025353821054 0.0297977394445238 0.704491597153519 -0.111269218123567 -0.688606921519902 -0.276236477152882 1.1655269575728 0.827820517091164
"Chaetophractus_vellerosus" 0.258154782229747 0.0887913196917088 3.00863423273852 1.20973835952479 1.85447024882309 1.6680673402115 2.52514495465968 "T" -0.0234419932273054 -0.728003211035432 1.03051534683966 0.0298067855304517 0.704782801623803 -0.111319158054126 -0.688992106931808 -0.276461556036971 1.16665353374392 0.82872393955608
"Chaetophractus_villosus" 0.217483944213906 0 3.64075961434859 1.33745926129066 1.82607480270083 1.7481880270062 2.43763008486784 "T" -0.0234419932273053 -0.728003211035431 1.03051534683966 0.0298067855304518 0.704782801623803 -0.111319158054126 -0.688992106931808 -0.276461556036971 1.16665353374392 0.828723939556081
"Chaetophractus_nationi" 0.176091259055681 0.0776058031242223 3.20683127096085 1.20951501454263 1.95106164590182 1.68956787002374 2.51081304390526 "T" -0.0234412794256837 -0.727964438869647 1.03040767639876 0.0298030653027448 0.704663045261439 -0.111298620636941 -0.688833705388084 -0.276368999918572 1.16619027936074 0.828352455232203
"Chlamyphorus_truncatus" 0.32330658112646 0.0727279214929605 1.92184248140586 0.635986111800833 1.88367723703723 1.59788117982093 2.56858654617597 "T" -0.023418420901104 -0.726722236629544 1.02695447509343 0.0296837008689032 0.70081709388755 -0.110638869323669 -0.683740432447433 -0.273386533633951 1.15124358320401 0.816354062554862
"Calyptophractus_retusus" 0.280733354260818 0.0702027457991324 2.11390994375404 0.784141614049034 1.90431478953115 1.60533733668329 2.54975329253494 "T" -0.0234184209011038 -0.726722236629543 1.02695447509343 0.0296837008689032 0.700817093887549 -0.11063886932367 -0.683740432447432 -0.27338653363395 1.15124358320401 0.81635406255486
"Tolypeutes_tricinctus" -0.0315170514460649 0 3.16605101391412 0.822821645303105 2.03552890728403 1.69809511794758 2.57438145801154 "T" -0.0234275622689518 -0.727218726169544 1.0283329132723 0.0297313242735561 0.702349803909408 -0.110901701183349 -0.685767179667131 -0.274570194446541 1.15716612972687 0.82110214128873
"Tolypeutes_matacus" 0 0 3.08813608870055 1.56120079862218 2.0973961506415 1.74036268949424 2.51213050442672 "T" -0.0234275622689519 -0.727218726169545 1.0283329132723 0.0297313242735564 0.702349803909407 -0.110901701183349 -0.68576717966713 -0.274570194446541 1.15716612972687 0.821102141288732
"Priodontes_maximus" 0.176091259055681 0.094963468296747 4.6550423413312 1.14612803567824 2.08635983067475 1.54406804435028 2.50514997831991 "T" -0.0234226334223094 -0.726951073118166 1.02759008659924 0.0297056642926965 0.701524235475528 -0.110760146277757 -0.684675984267299 -0.27393340321832 1.15398134536723 0.818549872868678
"Cabassous_centralis" 0 0.0437036323065389 3.58092497567562 0.941180036583507 2.02922166766506 1.68025671573298 2.57477830375931 "T" -0.0234265999704215 -0.727166453690092 1.02818773726104 0.0297263079517104 0.702188311429702 -0.110874005539823 -0.685553550134899 -0.274445345379815 1.15654118360783 0.820600957852352
"Cabassous_unicinctus" 0 0.0421153669147839 3.60075188261769 0.874095090600335 2.03298936909904 1.71659705788144 2.57484012725366 "T" -0.0234265999704215 -0.727166453690093 1.02818773726104 0.0297263079517107 0.702188311429703 -0.110874005539823 -0.685553550134899 -0.274445345379815 1.15654118360783 0.820600957852352
"Tamandua_tetradactyla" 0 0.130333768495006 3.65321251377534 0.977723605288848 2.20411998265592 1.82018890579865 2.56243086488469 "T" -0.0232332691513573 -0.716642753475171 0.998822677816602 0.0287097427416084 0.669324645263519 -0.105230310792333 -0.641836136184855 -0.248642048290203 1.02660977123225 0.715886545936314
"Tamandua_mexicana" 0 0.0700378666077551 3.62265483092816 0.977723605288848 2.20259172895378 1.81298750606891 2.56243086488469 "T" -0.0232332691513573 -0.716642753475171 0.998822677816602 0.0287097427416083 0.669324645263519 -0.105230310792333 -0.641836136184854 -0.248642048290203 1.02660977123225 0.715886545936314
"Myrmecophaga_tridactyla" 0 0.0681858617461616 4.47029035974113 1.41497334797082 2.26481782300954 1.7481880270062 3.07445218245501 "T" -0.0232319483960144 -0.716571490279149 0.998627778074466 0.0287030499667951 0.669112176464226 -0.105194039610584 -0.641560391319065 -0.248486416495892 1.02584740388503 0.715286255845654
"Cyclopes_didactylus" 0 0.0382414476979631 2.40135745387423 0.361727836017593 2.33393985378809 2.18235757976453 2.6314805741879 "T" -0.0232080274990937 -0.715280306911451 0.995093420111583 0.0285816397873929 0.665254939461908 -0.10453539629498 -0.636549314524072 -0.245653085520708 1.01195348433675 0.70433657573587
"Choloepus_hoffmanni" 0 -0.127843727251707 3.62838893005031 1.50650503240487 2.53767455796193 1.32223666616577 2.91572485923057 "T" -0.0232390397861664 -0.716955487091615 0.999686476220166 0.0287395219581365 0.670278303590716 -0.105393572923448 -0.643088289088481 -0.249363347255084 1.03018634977048 0.718731137476893
"Choloepus_didactylus" 0 0 3.79588001734408 1.50897837029063 2.43824955619773 2.05707624954243 3.10410112791816 "T" -0.0232390397861664 -0.716955487091615 0.999686476220163 0.0287395219581361 0.670278303590714 -0.105393572923449 -0.64308828908848 -0.249363347255084 1.03018634977048 0.718731137476893
"Bradypus_torquatus" 0 0 3.6216134730754 1.07918124604762 2.17609125905568 1.78447464376252 2.73164995328286 "T" -0.0232418481093141 -0.717107249652566 1.00010299009715 0.0287538447821569 0.670734404851026 -0.105471513344935 -0.643682672525346 -0.249701264893688 1.03184884543238 0.720044883366004
