Unique_ID,Ref,Reference,Region,Taxa,Group,Species,Mean_gm2,Variance,CV,CV_k,Count,Units,ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ts9,ts10,ts11,ts12,ts13,ts14,ts15,ts16,ts17,ts18,ts19,ts20,ts21,ts22,ts23,ts24,ts25,ts26,ts27,ts28,ts29,ts30,ts31,ts32,ts33,ts34,ts35,ts36,ts37,ts38,ts39,ts40,ts41,ts42,ts43,ts44,ts45,ts46,ts47,ts48,ts49,ts50,ts51,ts52,ts53,ts54,ts55,ts56,ts57,ts58,ts59,ts60,ts61,ts62,ts63,ts64,ts65,ts66,ts67,ts68,ts69,ts70,ts71,ts72,ts73,ts74,ts75,ts76,ts77,ts78,ts79,ts80,ts81,ts82,ts83,ts84,ts85,ts86,ts87,ts88,ts89,ts90,ts91,ts92,ts93,ts94,ts95,ts96,ts97,ts98,ts99,ts100,ts101,ts102,ts103,ts104,ts105,ts106,ts107,ts108,ts109,ts110,ts111,ts112,ts113,ts114,ts115,ts116,ts117,ts118,ts119,ts120,ts121,ts122,ts123,ts124,ts125,ts126,ts127,ts128,ts129,ts130,ts131,ts132,ts133,ts134,ts135
1,African timeseries,From Hatton 2015,Ngorongoro crater,Mammal,Carnivore,Lion,0.034414714,0.000173679,0.382938904,0.357614837,49,g/m2,,0.046057858,0.006354562,0.006684042,0.014538116,0.015134809,0.022244949,0.025781724,0.034427949,0.028667976,0.032223531,0.036513443,,,0.059076263,0.053457323,0.052443841,0.046801549,0.049039604,0.053173957,0.05273033,0.060359046,0.045055668,0.046189209,0.042499582,0.04335013,0.046987017,0.047031027,0.048235732,0.043493631,0.038431411,0.040349543,0.033032602,0.027512865,0.024582632,0.026649085,0.024594332,0.015456093,0.024157407,0.029433309,0.025652388,0.019208567,0.020240281,0.02735834,0.036270772,0.038152361,0.029153161,0.030455084,0.031628096,0.031220268,0.029740119,0.024489384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,African timeseries,From Hatton 2015,Hluhluwe-iMfolozi NP,Mammal,Carnivore,Lion,0.012121748,2.38E-05,0.402158509,0.37311644,23,g/m2,,,,,,,,,,0.003664332,0.007408712,,,0.015077223,0.013407988,0.009008924,,,,,,,,0.012726693,0.011923544,,0.009067842,0.018695804,0.014125747,,,,,0.007856365,0.007171139,0.008551154,,,,0.01053457,0.012318579,0.014125747,0.011769106,0.010954755,0.008169727,,,0.011026399,0.014979258,0.019825457,0.026411137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,African timeseries,From Hatton 2015,Serengeti ecosystem,Mammal,Carnivore,Lion,0.015792208,1.89E-05,0.275028368,0.265181912,43,g/m2,,,,,,0.00629365,0.008306002,0.009363325,0.008565688,,,,,0.011487004,0.013017627,0.014235014,0.012907966,0.01300991,0.012106307,0.011906168,0.012587173,0.01319753,0.01409613,0.016803893,0.015269934,0.016257988,0.016354882,0.014801718,0.013189415,0.013450229,0.01531266,0.015987476,0.016431715,0.012768078,0.011820913,0.013144364,0.016264643,0.015610134,0.019085678,0.019748064,0.019189321,0.020920196,0.021118041,0.021868081,0.022871663,0.022091979,0.022275347,0.021892865,0.023451961,0.02034307,0.020376233,0.019284917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,African timeseries,From Hatton 2015,Ngorongoro crater,Mammal,Herbivore,Buffalo,3.503205882,6.533210229,0.729621554,0.589412046,34,g/m2,,,,0.022,0.016,0.134,,0.05,,0.215,0.163,0.560666667,1.089,0.826666667,0.658,1.955,1.100666667,2.341,,2.996,,,,,,2.91,5.569,3.657,3.71,4.951,5.822,7.053,4.824,8.011,5.696,5.786,4.828,4.942,8.353,6.787,3.858,4.583,5.432,4.259,5.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,African timeseries,From Hatton 2015,Kruger NP,Mammal,Herbivore,Buffalo,0.692985553,0.042952903,0.299069469,0.286529877,30,g/m2,,0.275896572,,0.290656696,,,,0.434506293,0.521834746,0.578958344,0.541797883,0.576466375,0.602864816,,0.649144241,,,0.812546211,0.790200642,0.767855074,0.956039813,0.89984728,0.80748012,0.673242403,0.795431039,0.79351414,0.904338301,0.864631102,0.881390279,0.820871031,0.85206172,0.644954447,0.44556954,0.4240455,0.410490284,,,,,,,,,,,,,,0.739375428,1.016778135,1.016778135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,African timeseries,From Hatton 2015,Hluhluwe-iMfolozi NP,Mammal,Herbivore,Buffalo,2.313646763,1.237497556,0.480811804,0.4333256,19,g/m2,,,,,,,0.745875,,,,,1.188958333,,,,1.315166667,,,,,,1.030791667,,,,1.775662281,1.689569548,2.668874184,1.474,1.421,3.432947126,3.02400651,4.541390994,4.423013286,3.798841107,2.302980203,2.539735088,2.442880695,2.21688747,,,,,,,1.926708333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,African timeseries,From Hatton 2015,Serengeti ecosystem,Mammal,Herbivore,Buffalo,0.993353884,0.145231596,0.383642366,0.358187561,22,g/m2,0.613944012,,,,0.85528755,0.944203569,0.995012688,1.0923952,1.164384,1.282931325,1.270229025,1.2617696,1.342208644,1.5835521,,1.5623816,,1.4,,,,,,1.083928788,,0.901862569,,,1.4006512,,,0.762137431,,0.444580134,,0.42,,0.398005075,,0.444580134,,,0.6297408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,African timeseries,From Hatton 2015,Ngorongoro crater,Mammal,Herbivore,Zebra,3.344552015,0.411294981,0.191751491,0.188320598,35,g/m2,,,,4.702923077,3.507307692,3.329615385,,2.587538462,4.096230769,2.811205128,4.623384615,3.741974359,3.252826923,3.508717949,4.189307692,3.995961538,3.531846154,3.065615385,,3.602923077,,,,,,3.635923077,3.155730769,3.158057692,2.519423077,3.434538462,2.668346154,2.845192308,2.726307692,3.890192308,2.616307692,2.112,3.048692308,2.064192308,3.976923077,4.218923077,2.928961538,3.274192308,3.077038462,3.506038462,3.654961538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,African timeseries,From Hatton 2015,Kruger NP,Mammal,Herbivore,Zebra,0.283904927,0.006213277,0.277643447,0.267523699,30,g/m2,,0.147717099,,0.16683343,,,,0.170424983,0.225514772,0.234343041,0.19568171,0.192715783,0.191163305,,0.181894781,,,0.216651746,0.232095424,0.248558639,0.28935173,0.325788614,0.300914213,0.350755701,0.344244563,0.384226658,0.373069672,0.350744115,0.366083522,0.369698246,0.378885671,0.35958397,0.337130971,0.361877929,0.325661172,,,,,,,,,,,,,,0.206189899,0.347569646,0.341776818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,African timeseries,From Hatton 2015,Hluhluwe-iMfolozi NP,Mammal,Herbivore,Zebra,0.520826992,0.028292009,0.322952321,0.307323116,19,g/m2,,,,,,,0.627916667,,,,,0.514708333,,,,0.4015,,,,,,0.409291667,,,,0.331473219,0.220982142,0.480840791,0.389,0.426,0.501302083,0.38262648,0.380580344,0.542224726,0.581101208,0.69159227,0.622023793,0.752976208,0.787760417,,,,,,,0.8518125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,African timeseries,From Hatton 2015,Serengeti ecosystem,Mammal,Herbivore,Zebra,0.201732919,0.001557445,0.195627357,0.191988149,10,g/m2,0.176355448,,,,,0.26575472,,,,0.1846944,0.153912,,,,,,,0.219776075,,,,,,0.205,0.205216,,,,0.264099653,,,,,,,0.153912,,,,,,,0.188608895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,African timeseries,From Hatton 2015,Ngorongoro crater,Mammal,Herbivore,Wildebeest,7.010788223,5.869021005,0.345554047,0.32660427,35,g/m2,,,,10.95861538,7.116830769,7.487969231,,9.03835,10.24705769,9.635807692,10.23451923,9.422235897,9.10355,9.468210256,10.43325385,8.870648077,8.342047436,7.310863462,,11.56673077,,,,,,7.427157692,5.148919231,4.984978846,5.179951923,5.849192308,5.129798077,5.579615385,3.4556,5.932886538,3.542428846,3.307959615,4.628573077,3.647438462,8.470671154,7.264784615,7.215571154,5.740421154,5.212551923,3.706682692,4.715715385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,African timeseries,From Hatton 2015,Kruger NP,Mammal,Herbivore,Wildebeest,0.101222122,0.000404247,0.198631428,0.194825247,30,g/m2,,0.124895992,,0.111891358,,,,0.121402338,0.137960714,0.119745642,0.107788246,0.0835816,0.086697562,,0.080345463,,,0.065332192,0.063623993,0.073547001,0.083221075,0.099487598,0.096234294,0.10236321,0.104955553,0.11524767,0.125333772,0.122629838,0.117642583,0.122689926,0.118749908,0.119831481,0.106045711,0.095427405,0.07795055,,,,,,,,,,,,,,0.08250861,0.08583917,0.083693191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,African timeseries,From Hatton 2015,Hluhluwe-iMfolozi NP,Mammal,Herbivore,Wildebeest,0.421335727,0.08506613,0.692229417,0.569166471,19,g/m2,,,,,,,1.492808333,,,,,0.616513542,,,,0.4727,,,,,,0.275741667,,,,0.260372495,0.138713728,0.225125552,0.256,0.246,0.180782651,0.31722238,0.306989407,0.441155147,0.483224058,0.463895083,0.401360225,0.405908203,0.425237178,,,,,,,0.595629167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,African timeseries,From Hatton 2015,Serengeti ecosystem,Mammal,Herbivore,Wildebeest,0.156179604,0.003237439,0.364314519,0.342305773,39,g/m2,0.041897734,0.048806448,0.056655055,0.064099101,0.069859359,0.073374408,0.076885958,0.082719237,0.090727727,0.100146851,0.110212507,0.122977251,0.142726754,0.168297604,0.194386286,0.212507364,0.22908672,0.198690412,0.205773487,0.212856403,0.202573909,0.192291416,0.209218379,0.212840494,0.193285716,0.182368938,0.184769417,0.187169736,0.189570215,0.191970535,0.194371014,0.193391668,0.192412322,0.14591615,,0.15,,,0.207120883,0.198093812,,,0.188063751,,,0.17288952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,African timeseries,From Hatton 2015,Ngorongoro crater,Mammal,Herbivore,Eland,0.316090245,0.04835013,0.695645099,0.571060575,22,g/m2,,,,0.306192308,0.390230769,0.590461538,,0.415076923,0.477192308,0.707384615,0.584615385,0.526153846,0.430788462,0.392174615,0.080384615,0.464038462,0.347349231,0.415076923,,0.475,,,,,,0.086230769,0.051884615,0.053711538,0.030692308,0.057,0.046038462,0.026307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,African timeseries,From Hatton 2015,Kruger NP,Mammal,Herbivore,Waterbuck,0.03073274,0.000107304,0.337059579,0.319403946,30,g/m2,,0.030807309,,0.038722418,,,,0.030191163,0.030589289,0.031347622,0.023603139,0.021091158,0.029385434,,0.030522934,,,0.023622097,0.024693243,0.025840223,0.03675075,0.038855127,0.028579704,0.030883143,0.047793986,0.038722418,0.038077835,0.035982937,0.029878351,0.030361788,0.024437306,0.019271157,0.013450945,0.012958028,0.009109484,,,,,,,,,,,,,,0.047395861,0.047395861,0.051661488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,African timeseries,From Hatton 2015,Hluhluwe-iMfolozi NP,Mammal,Herbivore,Kudu,0.274498259,0.007875744,0.32330037,0.307622993,19,g/m2,,,,,,,0.10040625,,,,,0.39525,,,,0.3368125,,,,,,0.290770833,,,,0.148251055,0.104286952,0.396699393,0.280143383,0.339443804,0.31081601,0.31081601,0.388520012,0.332286845,0.288322752,0.23413443,0.22595507,0.274008855,0.255605266,,,,,,,0.2029375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,African timeseries,From Hatton 2015,Ngorongoro crater,Mammal,Herbivore,Grant's Gazelle,0.229119591,0.006123907,0.341548253,0.323215753,32,g/m2,,,,,0.220326923,,,0.238153846,0.294663462,0.276576923,0.217730769,0.237923077,0.289990385,0.260365385,0.352557692,0.3285,0.241009615,0.238153846,,,,,,,,0.369692308,0.408721154,0.179596154,0.150663462,0.142269231,0.154038462,0.192115385,0.130932692,0.186144231,0.264028846,0.262644231,0.259442308,0.222923077,0.240144231,0.331961538,0.143913462,0.111980769,0.109125,0.147201923,0.128336538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,African timeseries,From Hatton 2015,Kruger NP,Mammal,Herbivore,Kudu,0.065707252,0.000682703,0.397651478,0.369508612,30,g/m2,,0.051477171,,0.061548791,,,,0.047000895,0.04950761,0.058370636,0.044673232,0.035425246,0.064458371,,0.077887198,,,0.075246195,0.080340197,0.07603402,0.092094897,0.092990152,0.062712623,0.077538048,0.093393017,0.096329454,0.078657117,0.073536258,0.062085944,0.053419875,0.042130707,0.035514772,0.027994628,0.02828111,0.02775291,,,,,,,,,,,,,,0.051906893,0.125335721,0.127573859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,African timeseries,From Hatton 2015,Hluhluwe-iMfolozi NP,Mammal,Herbivore,Nyala,0.406590803,0.020947841,0.355968922,0.335355368,19,g/m2,,,,,,,0.216895833,,,,,0.777260417,,,,0.623077083,,,,,,0.575891667,,,,0.249235064,0.200953916,0.364065877,0.303750698,0.346232301,0.408432332,0.266198695,0.519348451,0.477591803,0.446274287,0.357541408,0.373200152,0.446274287,0.378419732,,,,,,,0.39458125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,African timeseries,From Hatton 2015,Serengeti ecosystem,Mammal,Herbivore,Topi / Tsessebe,0.204331824,0.011642849,0.528072584,0.466962503,10,g/m2,0.08586864,,,,,0.11664,,,,0.117,0.11664,,,,,,,0.23976,,,,,,0.27,,,,,0.33681312,,0.41119488,,,,,0.1809648,,,,,,,0.1684368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,African timeseries,From Hatton 2015,Ngorongoro crater,Mammal,Herbivore,Thomson's Gazelle,0.174533113,0.00848785,0.527862746,0.46681739,32,g/m2,,,,,0.085084615,,,0.295546154,0.262419231,0.214569231,0.310361538,0.207115385,0.214355769,0.269815385,0.317353846,0.236284615,0.194919231,0.216346154,,,,,,,,0.234830769,0.312196154,0.419053846,0.106096154,0.114888462,0.186092308,0.0873,0.070753846,0.101353846,0.088026923,0.101215385,0.124753846,0.085569231,0.125307692,0.111357692,0.113330769,0.117657692,0.088996154,0.101769231,0.070338462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,African timeseries,From Hatton 2015,Kruger NP,Mammal,Herbivore,Impala,0.288679442,0.004915862,0.242875655,0.236014315,29,g/m2,,0.417083575,,0.472810575,,,,0.225688557,0.323355627,0.375259361,0.341313392,,0.357069883,,0.354521038,,,0.208147875,0.209978409,0.212907262,0.281325188,0.287982306,0.221089052,0.317574385,0.31655253,0.303789773,0.278871347,0.278479751,0.279371847,0.269303913,0.259977461,0.234994155,0.225408184,0.211788088,0.202871768,,,,,,,,,,,,,,0.198969719,0.347569646,0.357649165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,African timeseries,From Hatton 2015,Hluhluwe-iMfolozi NP,Mammal,Herbivore,Impala,0.540913578,0.082861923,0.532169059,0.469787854,19,g/m2,,,,,,,0.223208333,,,,,0.505770833,,,,0.448616667,,,,,,0.503433333,,,,0.168766155,0.225021525,0.278316113,0.277658149,0.32963681,0.387866061,0.322728255,0.503337638,0.923772624,1.039244157,0.752045687,0.778692936,0.766849674,0.763888859,,,,,,,1.078504167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Ecosystem census,From Hatton 2015,Africa,Mammal,Carnivore,Lion,0.016682322,0.000185671,0.816799642,0.632596351,46,g/m2,0.011307692,0.000357568,0.001547912,0.003241639,0.013125,0.0123375,0.004332875,0.004300048,0.001970803,0.005636323,0.011533981,0.007431671,0.009953131,0.011280215,0.012600664,0.011943757,0.0525,0.042381818,0.041270659,0.047208,0.003106317,0.003882897,0.025819672,0.03045,0.023692308,0.014538462,0.045164881,0.043941265,0.026154515,0.029076923,0.012352941,0.00448875,0.01512,0.012740142,0.02625,0.02142,0.02142,0.016173841,0.012096,0.01150128,0.0117684,0.014112,0.01512,0.004491979,0.001122995,0.01512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Ecosystem census,From Hatton 2015,Africa,Mammal,Carnivore,Sp_Hyena,0.015202561,0.000294502,1.12882695,0.748528328,45,g/m2,0.0487,0.001447838,0.002435,0.006746487,0.017755208,0.015979688,0.001674691,0.004138386,0.000457039,0.008071282,0.00253294,0.007693928,0.008976249,0.006611649,0.006768092,0.006924535,0.005797619,0.004427273,0.01808024,0.020031933,0.000900462,0.000900462,0.004790164,0.014204167,0.004162393,0.059001923,0.060889985,0.044766538,0.033528077,0.074923077,0.016834568,0.008279,,0.005194995,0.02435,0.01948,0.01948,0.014610223,0.005844,0.008362764,0.010053628,0.0174346,0.0159736,0.005787285,0.00202555,0.017087719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Ecosystem census,From Hatton 2015,Africa,Mammal,Carnivore,A_Leopard,0.002373158,9.90E-06,1.325915134,0.798389076,37,g/m2,,0.0005,0.000477273,,0.002967708,0.002967708,0.000763411,0.000739949,0.000385819,0.0003724,,0.001266523,0.001286008,0.001305493,0.001363948,0.001363948,0.004404762,0.003363636,0.002215569,0.002466667,,,0.003032787,0.001233333,0.001581197,0.002846154,0.002846154,0.002846154,0.002846154,0.002846154,0.005481481,0.00111,0.0037,,0.019588235,,,,0.00148,0.001332,0.001332,0.001332,0.00148,0.000879382,0.000439691,0.001363158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Ecosystem census,From Hatton 2015,Africa,Mammal,Carnivore,Cheetah,0.000955075,1.39E-06,1.236188113,0.777467413,39,g/m2,0.001874359,0.000569459,0.000118857,,0.0043,0.0043,0.000236589,0.000261211,0.00026903,0.000365466,0.000298197,0.000595555,0.000498183,0.000387224,0.000452894,0.000452894,,,0.000823952,0.001089333,0.00046379,0.00046379,0.005286885,0.00215,,0.000826923,0.000826923,0.000826923,0.000826923,0.000826923,0.001102564,0.000086,0.00172,,0.001102564,,,6.41E-05,0.00043,0.00086,0.00097008,0.0003612,0.000516,0.000204397,7.66E-05,0.000362105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Ecosystem census,From Hatton 2015,Africa,Mammal,Carnivore,W_Dog,0.000348505,6.80E-08,0.748240088,0.599097782,24,g/m2,,0.000594595,,,0.000166667,0.000270833,0.000412655,0.000170637,,0.000102885,,0.000352836,0.000315972,0.000315972,0.000417084,0.000360209,,,,,0.000154083,0.000154083,0.001147541,,,,,,,,0.000714286,0.0004,0.0006,,0.000714286,,,0.000403429,0.00024,0.0000336,0.0000368,0.000048,,0.000237671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Ecosystem census,From Hatton 2015,Africa,Mammal,Herbivore,Elephant,1.735416207,6.385652234,1.456126087,0.824329013,42,g/m2,6.942564103,0.001702703,0.379410319,5.055293885,0.0175,0.680349571,2.022008253,1.872909699,,2.545770521,0.737864078,0.350055295,1.092337669,1.219885197,1.234335668,1.721080626,14.23333333,3.792727273,1.874491018,1.55008,0.431432974,2.588597843,,,,0.570769231,0.269230769,0.211723077,0.337421538,0.337421538,0.069135802,4.9,0.5208,3.524772497,0.329411765,2.8,2.8,2.03681291,0.336,0.28,0.052304,0.13104,0.26432,0.698752228,0.033273916,2.040561404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Ecosystem census,From Hatton 2015,Africa,Mammal,Herbivore,Hippo,0.580197167,1.176994217,1.869870632,0.88181668,31,g/m2,0.034615385,3.65E-05,,0.074005541,0.0028125,,0.000464237,0.432154802,,1.718395102,,0.203683712,0.213281373,0.213281373,0.213281373,0.213281373,2.410714286,1.62,,0.4266,,,0.066393443,,,0.140192308,0.244038462,0.394615385,0.394615385,0.394615385,,0.16875,0.0864,5.541961577,1.294411765,,,0.835510934,0.1296,0.1296,0.1296,0.1296,0.1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Ecosystem census,From Hatton 2015,Africa,Mammal,Herbivore,B_Rhine,0.06962008,0.009773221,1.419986913,0.817603141,28,g/m2,,2.70E-05,0.011609337,,0.313541667,0.369245528,0.002063274,0.013650945,,,,,,0.001685186,0.115435252,0.018431724,0.273809524,,,0.024666667,0.013867488,0.013867488,,,0.196581197,0.10625,0.096153846,0.030769231,0.03,0.03,,,0.03,,,,,0.080227387,0.036,0.036,0.0248,0.0148,0.00052,0.041592395,0.023767083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Ecosystem census,From Hatton 2015,Africa,Mammal,Herbivore,Giraffe,0.237788297,0.035188995,0.78888365,0.619358872,39,g/m2,0.1,0.001064189,0.020684889,0.037255096,0.10234375,0.234375,0.028473177,0.153573135,,0.703436591,0.028085992,0.117502238,0.165293064,0.210951077,0.185515298,0.20198536,0.535714286,0.552272727,0.179491018,0.1884,0.057781202,0.057781202,0.467213115,0.39375,0.487179487,,,,,,0.235185185,0.1875,0.2145,,0.520588235,0.54,0.3375,0.037821483,0.24,0.522,0.414,0.273,0.3138,0.08912656,0.08912656,0.049473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ecosystem census,From Hatton 2015,Africa,Mammal,Herbivore,Buffalo,1.397365594,3.367741891,1.313286118,0.795606605,42,g/m2,0.746666667,3.51E-05,,0.234015436,1.030791667,2.399834418,0.357634113,0.15971606,,1.015245627,1.361664355,0.290656696,0.649144241,0.673242403,0.533363526,0.739375428,9.582857143,2.094181818,3.105469062,1.375226667,0.1201849,0.1201849,,0.463666667,0.564444444,0.134,2.194666667,4.14825,5.524,4.97525,0.025679012,0.590603558,0.12064,2.134681496,0.244705882,,1.04,1.64610645,1.2688,1.5623816,0.901862569,0.762137431,0.6297408,0.432560903,0.015448604,2.720238596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Ecosystem census,From Hatton 2015,Africa,Mammal,Herbivore,Eland,0.11715213,0.023893789,1.319448133,0.796970582,36,g/m2,0.133682051,0.005648649,0.011507371,0.023839303,,,0.041815681,0.012968398,0.025045974,0.116378081,0.020818308,0.010806256,0.008504924,0.014868608,0.007204171,0.006003476,,,0.098906188,0.40128,0.058551618,0.058551618,0.180655738,0.153055556,0.656068376,0.419278846,0.413125769,0.0475,0.04275,0.04275,,,0.43396,,,,,0.019511301,0.0532,0.1824,0.1444,0.080028,0.1198748,0.07902555,0.022578728,0.070933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Ecosystem census,From Hatton 2015,Africa,Mammal,Herbivore,Zebra,0.720809387,1.018497243,1.400101417,0.813753384,43,g/m2,2.2902,0.063027027,0.126864865,0.060300811,0.409291667,0.720920139,0.060522696,0.057060951,,0.842209796,0.006865465,0.16683343,0.181894781,0.350755701,0.325661172,0.206189899,0.196428571,0.968,0.658682635,0.733333333,0.006779661,0.027118644,0.88,0.726,0.806666667,3.761788462,3.3165,2.997817308,2.47225,3.436019231,0.076320988,0.286,0.87472,,0.031058824,0.055,0.6754,0.113232476,0.154,0.219776075,0.205216,0.201132202,0.188608895,0.326797386,,0.731557895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
