"","Species","ls","ly","bm","long","gest","wea","fmat","General_system","PC1","PC2","Binomial","GBIF_ID"
"730","Ctenomys_torquatus",0.0916249780403486,-0.0512032316706374,2.3842548218639,-0.886381824434186,0.261175382897386,-0.286550814740206,0.0544957884830548,"T",0.87157981443907,-0.0509581357664797,"Ctenomys_torquatus","2439610"
"731","Ctenomys_tucumanus",0.0777045161611156,0.0599057224681423,2.29605060178874,-0.447628566754609,0.205466373003008,-0.139407568373655,-0.0810654977732362,"T",0.690901396804218,-0.324409983276102,"Ctenomys_tucumanus","2439623"
"732","Ctenomys_tulduco",0.0633048327466359,-0.0464517060237278,2.46230813457169,-1.42000758659934,0.167828660526664,-0.281933887642182,0.0436344022267853,"T",1.48875379201432,0.299461611198406,"Ctenomys_tulduco","4263381"
"733","Cuniculus_paca",-0.191559074683771,0.12656026504148,3.95424250943932,0.0763403594363197,0.0461842805286924,-0.161378736447041,-0.234275533567496,"T",0.350076490844845,-1.14352062077477,"Cuniculus_paca","4263039"
"734","Cuniculus_taczanowskii",-0.195880448466413,0.12656026504148,3.95424250943932,0.0910183748921399,0.0438261855894323,-0.174518728716191,-0.225549225292896,"T",0.337970877139934,-1.1653989911716,"Cuniculus_taczanowskii","5706515"
"735","Cuon_alpinus",0.454683558606565,-0.00497429490848938,4.19728055812562,0.0258683194045756,-0.267971534091587,-0.343625246277877,-0.248997091964806,"T",1.74913975270529,0.606840823213367,"Cuon_alpinus","2434317"
"736","Cyclopes_didactylus",-0.305112013541215,-0.160594918454907,2.40135745387423,-0.443562049019721,0.562126912093073,0.4389899589563,0.199623715723259,"T",-1.86839739782952,-0.208840819993958,"Cyclopes_didactylus","2436326"
"737","Cynictis_penicillata",0.0223455858902513,0.138316733785371,2.77706415474243,0.298053723127307,-0.0832365295315028,-0.0339773648002187,0.352088684722803,"T",-0.319928351645329,0.0718111083656588,"Cynictis_penicillata","2434174"
"738","Cynocephalus_volans",-0.256186116319335,-0.0231854419049625,3.09691001300806,0.293301823668286,0.138984144763418,0.391433454540522,0.154652517215457,"T",-1.59764541759552,-0.147318181976739,"Cynocephalus_volans","5218414"
"739","Cynogale_bennettii",0.112712454972302,0.0939930210223995,3.61524335411973,-0.358409206147786,-0.191440249085577,-0.186563579438282,-0.0216995943776553,"T",1.20733056058194,0.268472607863585,"Cynogale_bennettii","2434758"
"740","Cynomops_abrasus",-0.373850057334695,-0.233540083025027,1.54888056263751,0.148106072304736,0.292606734312239,0.0554698027457065,0.142171082710796,"F",-1.76108116449604,-0.661195782565376,"Cynomops_abrasus","7261913"
"741","Cynomops_greenhalli",-0.393940981837464,-0.243910261874029,1.20057692675485,0.24304591494976,0.35471016575361,0.144355696441257,0.207320810712103,"F",-2.18507114065227,-0.646942447334291,"Cynomops_greenhalli","4266508"
"742","Cynomops_planirostris",-0.3960483902905,-0.217203715311732,1.10856502373283,0.270292525122197,0.377568818358495,0.172492817745267,0.238742944671684,"F",-2.27268408731783,-0.679408125919585,"Cynomops_planirostris","4266507"
"743","Cynomys_gunnisoni",0.381735886584845,-0.150216948481597,2.90703495248342,-0.126758332316157,-0.374948537742804,-0.280275670982038,0.0342029914869412,"T",1.19525673039463,1.31456221729192,"Cynomys_gunnisoni","2437236"
"744","Cynomys_leucurus",0.47318496292179,-0.144822551667586,2.96314062421026,-0.115211061528497,-0.37824370952561,-0.319247884165077,0.204066530108194,"T",1.15466154825942,1.58792894824417,"Cynomys_leucurus","2437233"
"745","Cynomys_ludovicianus",0.38699897998008,-0.136360464166756,3.05115252244738,0.235857553942745,-0.325754930940798,-0.199003442253519,0.333209295686497,"T",0.305417195205297,1.43090115082894,"Cynomys_ludovicianus","2437232"
"746","Cynomys_mexicanus",0.385745369658373,-0.14738071563052,2.9365338482395,0.0266759846470115,-0.373735187271563,-0.185009312971004,0.134117038741202,"T",0.796699892226905,1.46268578646833,"Cynomys_mexicanus","2437234"
"747","Cynomys_parvidens",0.418432492621257,-0.150216948481597,2.90703495248342,-0.123789800694394,-0.374948537742804,-0.280275670982038,0.0274266318858315,"T",1.25464483186492,1.37818658632165,"Cynomys_parvidens","2437235"
"748","Cynopterus_brachyotis",-0.321995892959576,0.022537129532265,1.57287160220048,0.366762891461826,0.438858563546653,0.0453273986461917,0.144081703060223,"F",-1.59559741624062,-1.35761941550401,"Cynopterus_brachyotis","2432837"
"749","Cynopterus_horsfieldii",-0.0495100684254754,-0.0494579416346522,1.75553185619548,-0.460317045032101,0.513101681090713,-0.0123385147567502,0.0331324328946109,"F",-0.397813963463314,-0.590471828794408,"Cynopterus_horsfieldii","7261747"
"750","Cynopterus_luzoniensis",-0.363552378669991,0.0223132354373255,1.5705429398819,0.366884424978378,0.439228149111967,0.0805068033410767,0.0465558681628075,"F",-1.57241348842294,-1.48156353154027,"Cynopterus_luzoniensis","4265693"
"751","Cynopterus_minutus",-0.322077683449646,0.0224253325480415,1.57170883180869,0.36700436556055,0.439043108617508,0.0455595998295992,0.144327367014835,"F",-1.59702936118927,-1.35745553222755,"Cynopterus_minutus","4265710"
"752","Cynopterus_sphinx",-0.321995892959576,0.022537129532265,1.57287160220048,0.366762891461826,0.438858563546653,0.0453273986461917,0.144081703060223,"F",-1.59559741624062,-1.35761941550401,"Cynopterus_sphinx","2432836"
"753","Cynopterus_titthaecheilus",-0.360540155692458,0.0264305532869523,1.6133660564658,0.357991290482815,0.432431626651459,0.0372407976557984,0.135526249769611,"F",-1.60541258961822,-1.44372856052682,"Cynopterus_titthaecheilus","2432833"
"754","Cystophora_cristata",-0.0948905578485296,0.109698377910327,5.38996021426457,0.118130985025867,0.278361310922224,-1.37967231687078,-0.0235615022745717,"SA",1.43174094983773,-2.79601329336788,"Cystophora_cristata","5219378"
"755","Dactylomys_boliviensis",0.0266645843589201,0.221445757390419,2.8384649794254,-0.460596695656005,0.106344041932502,-0.304259357227244,-0.274482438500906,"T",1.53308321104312,-0.943024834896004,"Dactylomys_boliviensis","2439798"
