"","Species","X","Plot","Plot2","Major_taxa","Order","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr","GBIF_ID"
"922","Sarcophilus harrisii",744,1,2,"Mammal","Dasyuromorphia",6500,0.192307692,"Carnivore","Marsupial",5.20000000832,"2435451"
"923","Scalopus aquaticus",892,1,2,"Mammal","Eulipotyphla",91.2,0.909,"Carnivore","Eutherian",1.1001100110011,"2436230"
"924","Sciurus aureogaster",1454,1,1,"Mammal","Rodentia",600,0.217391304,"Herbivore","Eutherian",4.60000000736,"5219663"
"925","Sciurus carolinensis",19010,1,1,"Mammal","Rodentia",512.75,0.13123305075,"Herbivore","Eutherian",7.62003164816314,"5219681"
"926","Sciurus granatensis",1459,1,1,"Mammal","Rodentia",374,0.217391304,"Herbivore","Eutherian",4.60000000736,"5219666"
"927","Sciurus niger",1460,1,1,"Mammal","Rodentia",800,0.15625,"Herbivore","Eutherian",6.4,"5219683"
"928","Sciurus variegatoides",1461,1,1,"Mammal","Rodentia",485,0.165562914,"Herbivore","Eutherian",6.0399999966176,"5219677"
"929","Sciurus vulgaris",19110,1,1,"Mammal","Rodentia",450,0.1909594595,"Herbivore","Eutherian",5.23671360726699,"8211070"
"930","Scotorepens balstoni",711,1,2,"Mammal","Chiroptera",11.7,0.257731959,"Carnivore","Eutherian",3.8799999964304,"4266469"
"931","Sekeetamys calurus",1464,1,9,"Mammal","Rodentia",65,0.342465753,"Omnivore","Eutherian",2.9200000036208,"2438045"
"932","Semnopithecus entellus",1197,1,9,"Mammal","Primate",13516.5,0.086206897,"Omnivore","Eutherian",11.59999993968,"2436564"
"933","Semnopithecus johnii",1198,1,9,"Mammal","Primate",12000,0.073529412,"Omnivore","Eutherian",13.59999995648,"5786340"
"934","Semnopithecus vetulus",1199,1,9,"Mammal","Primate",7081.8,0.095785441,"Omnivore","Eutherian",10.4399999578224,"7460229"
"935","Setifer setosus",9,1,9,"Mammal","Afrosoricida",225,0.177304965,"Omnivore","Eutherian",5.639999985336,"5218437"
"936","Setonix brachyurus",265,1,1,"Mammal","Diprotodontia",3333.33333333333,0.23105314,"Herbivore","Marsupial",4.32800869964373,"2440110"
"937","Sicista betulina",1465,1,1,"Mammal","Rodentia",10,0.769,"Herbivore","Eutherian",1.30039011703511,"2439449"
"938","Sigmodon hispidus",1466,1,9,"Mammal","Rodentia",185,0.480769231,"Omnivore","Eutherian",2.0799999990016,"2438147"
"939","Sminthopsis crassicaudata",24410,1,2,"Mammal","Dasyuromorphia",15,1.627,"Carnivore","Marsupial",0.614628149969269,"2435393"
"940","Sminthopsis griseoventer",748,1,2,"Mammal","Dasyuromorphia",17.5,0.694444444,"Carnivore","Marsupial",1.4400000009216,"2435401"
"941","Sminthopsis macroura",749,1,2,"Mammal","Dasyuromorphia",20,0.510204082,"Carnivore","Marsupial",1.9599999985888,"2435402"
"942","Sminthopsis virginiae",750,1,2,"Mammal","Dasyuromorphia",34,0.471698113,"Carnivore","Marsupial",2.1200000009328,"2435387"
"943","Sminthopsis youngsoni",751,1,2,"Mammal","Dasyuromorphia",10,0.471698113,"Carnivore","Marsupial",2.1200000009328,"2435397"
"944","Solenodon paradoxus",893,1,2,"Mammal","Eulipotyphla",1000,0.20661157,"Carnivore","Eutherian",4.840000005808,"5219470"
"945","Sorex alpinus",894,1,2,"Mammal","Eulipotyphla",7.8,2.381,"Carnivore","Eutherian",0.419991600167997,"2435986"
"946","Sorex araneus",87,1,2,"Mammal","Eulipotyphla",9.5,1.105125,"Carnivore","Eutherian",0.904875014138672,"8316400"
"947","Sorex caecutiens",897,1,2,"Mammal","Eulipotyphla",5.4,0.833333333,"Carnivore","Eutherian",1.20000000048,"2435994"
"948","Sorex fumeus",898,1,2,"Mammal","Eulipotyphla",7.7,3.333,"Carnivore","Eutherian",0.3000300030003,"2435947"
"949","Sorex minutus",899,1,2,"Mammal","Eulipotyphla",4.5,1.429,"Carnivore","Eutherian",0.699790062981106,"7571319"
"950","Sorex vagrans",900,1,2,"Mammal","Eulipotyphla",4.42,2.381,"Carnivore","Eutherian",0.419991600167997,"2436042"
"951","Spalacopus cyanus",1467,1,1,"Mammal","Rodentia",98,0.231481481,"Herbivore","Eutherian",4.3200000089856,"2439602"
"952","Spalax ehrenbergi",1468,1,1,"Mammal","Rodentia",160,0.123762376,"Herbivore","Eutherian",8.0800000155136,"4264694"
"953","Speothos venaticus",502,1,2,"Mammal","Carnivora",6000,0.177304965,"Carnivore","Eutherian",5.639999985336,"2434444"
"954","Spermophilus citellus",1469,1,9,"Mammal","Rodentia",217,0.373134328,"Omnivore","Eutherian",2.6800000025728,"2437304"
"955","Spermophilus pygmaeus",1470,1,9,"Mammal","Rodentia",136,0.352112676,"Omnivore","Eutherian",2.8400000004544,"2437322"
"956","Sphiggurus mexicanus",1471,1,1,"Mammal","Rodentia",2000,0.149700599,"Herbivore","Eutherian",6.6799999911824,"2437603"
"957","Spilocuscus maculatus",266,1,1,"Mammal","Diprotodontia",4950,0.190029412,"Herbivore","Marsupial",5.26234328399648,"9818309"
"958","Spilogale putorius",503,1,2,"Mammal","Carnivora",600,0.238095238,"Carnivore","Eutherian",4.20000000168,"2434831"
"959","Stenella attenuata",88,1,2,"Mammal","Cetacea",106250,0.038369565,"Carnivore","Eutherian",26.0623230938375,"5220050"
"960","Stenella coeruleoalba",89,1,2,"Mammal","Cetacea",106250,0.033695652,"Carnivore","Eutherian",29.6774195080125,"5220055"
"961","Steno bredanensis",622,1,2,"Mammal","Cetacea",114000,0.03125,"Carnivore","Eutherian",32,"2440433"
"962","Sturnira lilium",712,1,2,"Mammal","Chiroptera",20,0.208333333,"Carnivore","Eutherian",4.80000000768,"2433327"
"963","Suncus etruscus",90,1,2,"Mammal","Eulipotyphla",1.9,1.53041666666667,"Carnivore","Eutherian",0.653416825483256,"2435506"
"964","Suncus murinus",912,1,2,"Mammal","Eulipotyphla",66.25,0.946125,"Carnivore","Eutherian",1.05694279297133,"2435520"
"965","Sundamys muelleri",1472,1,1,"Mammal","Rodentia",424,10,"Herbivore","Eutherian",0.1,"2438465"
"966","Sundasciurus hippurus",1473,1,1,"Mammal","Rodentia",312.5,0.178571429,"Herbivore","Eutherian",5.59999998656,"2437473"
"967","Sundasciurus lowii",1474,1,1,"Mammal","Rodentia",67,0.225225225,"Herbivore","Eutherian",4.44000000444,"2437483"
"968","Sundasciurus tenuis",1475,1,1,"Mammal","Rodentia",75,0.25,"Herbivore","Eutherian",4,"2437480"
"969","Suricata suricatta",504,1,2,"Mammal","Carnivora",776,0.121359223,"Carnivore","Eutherian",8.2400000204352,"2434126"
"970","Sus barbatus",215,1,1,"Mammal","Artiodactyla",102750,0.154320988,"Herbivore","Eutherian",6.4799999854848,"2441222"
"971","Sus salvanius",216,1,1,"Mammal","Artiodactyla",8000,0.178571429,"Herbivore","Eutherian",5.59999998656,"2441220"
"972","Sus scrofa",192,1,1,"Mammal","Artiodactyla",100800,0.113197531,"Herbivore","Eutherian",8.83411494195929,"7705930"
"973","Sus verrucosus",220,1,1,"Mammal","Artiodactyla",76000,0.147058824,"Herbivore","Eutherian",6.79999997824,"7985855"
"974","Sylvicapra grimmia",221,1,1,"Mammal","Artiodactyla",18500,0.162337662,"Herbivore","Eutherian",6.1600000128128,"2441187"
"975","Sylvilagus audubonii",934,1,1,"Mammal","Lagomorpha",900,0.320512821,"Herbivore","Eutherian",3.1199999952576,"2436910"
"976","Sylvilagus floridanus",193,1,1,"Mammal","Lagomorpha",1175,0.63302551025,"Herbivore","Eutherian",1.57971516756895,"2436886"
"977","Sylvilagus nuttallii",939,1,1,"Mammal","Lagomorpha",760,0.337837838,"Herbivore","Eutherian",2.9599999985792,"2436854"
"978","Sylvilagus palustris",940,1,1,"Mammal","Lagomorpha",1233,0.328947368,"Herbivore","Eutherian",3.0400000038912,"2436840"
"979","Sylvilagus transitionalis",941,1,1,"Mammal","Lagomorpha",902.6,0.268817204,"Herbivore","Eutherian",3.7200000041664,"2436905"
"980","Symphalangus syndactylus",1200,1,1,"Mammal","Primate",10900,0.058139535,"Herbivore","Eutherian",17.1999999656,"4267277"
"981","Syncerus caffer",19410,1,1,"Mammal","Artiodactyla",581800,0.0850439024,"Herbivore","Eutherian",11.7586325624681,"2441034"
"982","Tachyglossus aculeatus",952,1,2,"Mammal","Monotremata",3500,0.050505051,"Carnivore","Monotreme",19.79999980596,"2433378"
"983","Tadarida brasiliensis",713,1,2,"Mammal","Chiroptera",12.5,0.208333333,"Carnivore","Eutherian",4.80000000768,"2433011"
"984","Tadarida teniotis",714,1,2,"Mammal","Chiroptera",35,0.076923077,"Carnivore","Eutherian",12.999999987,"2433009"
"985","Talpa europaea",924,1,2,"Mammal","Eulipotyphla",90,0.788,"Carnivore","Eutherian",1.26903553299492,"7872906"
"986","Tamandua mexicana",1527,1,9,"Mammal","Xenarthra",4500,0.15625,"Omnivore","Marsupial",6.4,"2436335"
"987","Tamandua tetradactyla",1528,1,9,"Mammal","Xenarthra",4500,0.131578947,"Omnivore","Marsupial",7.60000002128,"2436340"
"988","Tamias dorsalis",1476,1,9,"Mammal","Rodentia",62.8,0.198412698,"Omnivore","Eutherian",5.0400000104832,"2437431"
"989","Tamias minimus",1477,1,9,"Mammal","Rodentia",44.1,0.25,"Omnivore","Eutherian",4,"2437432"
"990","Tamias sibiricus",1478,1,9,"Mammal","Rodentia",85,0.260416667,"Omnivore","Eutherian",3.8399999950848,"2437450"
"991","Tamias striatus",236,1,9,"Mammal","Rodentia",104,0.5860789475,"Omnivore","Eutherian",1.70625477039508,"2437438"
"992","Tamias townsendii",1481,1,9,"Mammal","Rodentia",75,0.268817204,"Omnivore","Eutherian",3.7200000041664,"2437449"
"993","Tamiasciurus hudsonicus",237,1,9,"Mammal","Rodentia",195,0.3460510205,"Omnivore","Eutherian",2.88974729378092,"2437282"
"994","Tapirella bairdii",994,1,1,"Mammal","Perissodactyla",3e+05,0.084459459,"Herbivore","Eutherian",11.8400000644096,"8395500"
"995","Tapirus indicus",995,1,1,"Mammal","Perissodactyla",2e+05,0.084,"Herbivore","Eutherian",11.9047619047619,"2440896"
"996","Tapirus pinchaque",996,1,1,"Mammal","Perissodactyla",148950,0.087719298,"Herbivore","Eutherian",11.40000003192,"2440899"
"997","Tapirus terrestris",195,1,1,"Mammal","Perissodactyla",222000,0.073043771,"Herbivore","Eutherian",13.6904213228531,"2440898"
"998","Tarsipes rostratus",848,1,1,"Mammal","Diprotodontia",9,1.429,"Herbivore","Marsupial",0.699790062981106,"2440056"
"999","Tarsius bancanus",1201,1,2,"Mammal","Primate",120,0.323,"Carnivore","Eutherian",3.09597523219814,"2436487"
"1000","Tatera indica",1484,1,9,"Mammal","Rodentia",146.7,0.357142857,"Omnivore","Eutherian",2.80000000112,"2438134"
"1001","Taurotragus derbianus",227,1,1,"Mammal","Artiodactyla",680000,0.123152709,"Herbivore","Eutherian",8.1200000237104,"5220168"
"1002","Taurotragus oryx",228,1,1,"Mammal","Artiodactyla",5e+05,0.095785441,"Herbivore","Eutherian",10.4399999578224,"5220167"
"1003","Taxidea taxus",931,1,2,"Mammal","Carnivora",7332.5,0.14025,"Carnivore","Eutherian",7.1301247771836,"2434102"
"1004","Tayassu pecari",196,1,1,"Mammal","Artiodactyla",28800,0.157239766,"Herbivore","Eutherian",6.35971437403436,"2440993"
"1005","Tenrec ecaudatus",10,1,2,"Mammal","Afrosoricida",900,0.287356322,"Carnivore","Eutherian",3.4799999980512,"5218435"
"1006","Tetracerus quadricornis",197,1,1,"Mammal","Artiodactyla",19000,0.1998390805,"Herbivore","Eutherian",5.00402622699217,"2441199"
"1007","Theropithecus gelada",198,1,1,"Mammal","Primate",16600,0.098222222,"Herbivore","Eutherian",10.180995498147,"2436553"
"1008","Thomomys bottae",1485,1,1,"Mammal","Rodentia",115.5,0.409836066,"Herbivore","Eutherian",2.4399999974624,"2439385"
"1009","Thomomys talpoides",1486,1,1,"Mammal","Rodentia",130,1.852,"Herbivore","Eutherian",0.539956803455723,"2439383"
"1010","Thrichomys apereoides",1487,1,1,"Mammal","Rodentia",373.5,0.357142857,"Herbivore","Eutherian",2.80000000112,"2439813"
"1011","Thryonomys swinderianus",199,1,1,"Mammal","Rodentia",5330,0.5399814815,"Herbivore","Eutherian",1.85191536054556,"2437636"
"1012","Thylogale billardierii",849,1,1,"Mammal","Diprotodontia",5000,0.284090909,"Herbivore","Marsupial",3.5200000011264,"2440162"
"1013","Thylogale stigmatica",850,1,1,"Mammal","Diprotodontia",4100,0.257731959,"Herbivore","Marsupial",3.8799999964304,"2440164"
"1014","Thylogale thetis",851,1,1,"Mammal","Diprotodontia",3800,0.277777778,"Herbivore","Marsupial",3.59999999712,"2440161"
"1015","Tolypeutes matacus",1529,1,9,"Mammal","Xenarthra",1500,0.067934783,"Omnivore","Marsupial",14.7199999152128,"2440792"
"1016","Trachypithecus auratus",1204,1,9,"Mammal","Primate",9720,0.080385852,"Omnivore","Eutherian",12.4400000139328,"9204783"
"1017","Trachypithecus cristatus",1205,1,9,"Mammal","Primate",6185,0.088339223,"Omnivore","Eutherian",11.3199999506448,"2436542"
"1018","Trachypithecus francoisi",1206,1,9,"Mammal","Primate",7325,0.095057034,"Omnivore","Eutherian",10.5200000244064,"2436539"
"1019","Trachypithecus obscurus",1207,1,9,"Mammal","Primate",7080,0.073746313,"Omnivore","Eutherian",13.5599999419632,"2436535"
"1020","Trachypithecus phayrei",1208,1,9,"Mammal","Primate",8400,0.088339223,"Omnivore","Eutherian",11.3199999506448,"2436540"
"1021","Trachypithecus pileatus",1209,1,9,"Mammal","Primate",11450,0.099206349,"Omnivore","Eutherian",10.0800000209664,"2436538"
"1022","Tragelaphus angasii",234,1,1,"Mammal","Artiodactyla",120000,0.135135135,"Herbivore","Eutherian",7.4000000074,"5220181"
"1023","Tragelaphus eurycerus",235,1,1,"Mammal","Artiodactyla",307500,0.114155251,"Herbivore","Eutherian",8.7600000108624,"5220180"
"1024","Tragelaphus imberbis",200,1,1,"Mammal","Artiodactyla",81900,0.183754208666667,"Herbivore","Eutherian",5.44205222430588,"5220177"
"1025","Tragelaphus scriptus",239,1,1,"Mammal","Artiodactyla",60000,0.163398693,"Herbivore","Eutherian",6.1199999929008,"5220182"
"1026","Tragelaphus spekii",240,1,1,"Mammal","Artiodactyla",87500,0.110619469,"Herbivore","Eutherian",9.0400000021696,"5220179"
"1027","Tragelaphus strepsiceros",241,1,1,"Mammal","Artiodactyla",217500,0.106382979,"Herbivore","Eutherian",9.39999997556,"5220183"
"1028","Tragulus javanicus",242,1,1,"Mammal","Artiodactyla",2850,0.178571429,"Herbivore","Eutherian",5.59999998656,"5220187"
"1029","Tragulus napu",243,1,1,"Mammal","Artiodactyla",6500,0.149700599,"Herbivore","Eutherian",6.6799999911824,"5220186"
"1030","Tremarctos ornatus",509,1,2,"Mammal","Carnivora",109250,0.064102564,"Carnivore","Eutherian",15.60000002496,"2433401"
"1031","Trichechus inunguis",20110,1,1,"Mammal","Sirenia",440000,0.07325,"Herbivore","Eutherian",13.6518771331058,"2435292"
"1032","Trichechus manatus",20210,1,1,"Mammal","Sirenia",286000,0.060115942,"Herbivore","Eutherian",16.6345226695441,"2435296"
"1033","Trichosurus caninus",26710,1,1,"Mammal","Diprotodontia",3500,0.170333333333333,"Herbivore","Marsupial",5.87084148727984,"2440251"
"1034","Trichosurus vulpecula",26810,1,1,"Mammal","Diprotodontia",2565,0.183077568,"Herbivore","Marsupial",5.46216563243838,"2440254"
"1035","Tupaia belangeri",1498,1,9,"Mammal","Scandentia",200,0.225225225,"Omnivore","Eutherian",4.44000000444,"2436268"
"1036","Tupaia glis",238,1,9,"Mammal","Scandentia",175,0.2073064515,"Omnivore","Eutherian",4.82377655284886,"2436271"
"1037","Tupaia minor",1501,1,9,"Mammal","Scandentia",58.6,0.204918033,"Omnivore","Eutherian",4.8799999949248,"2436283"
"1038","Tupaia tana",1502,1,9,"Mammal","Scandentia",197.8,0.215517241,"Omnivore","Eutherian",4.6400000081664,"2436303"
"1039","Tursiops truncatus",94,1,2,"Mammal","Cetacea",181250,0.087862403,"Carnivore","Eutherian",11.3814323971995,"2440447"
"1040","Tylomys nudicaudus",1490,1,1,"Mammal","Rodentia",280,0.462962963,"Herbivore","Eutherian",2.1599999998272,"2438536"
"1041","Uncia uncia",510,1,2,"Mammal","Carnivora",50000,0.117924528,"Carnivore","Eutherian",8.4800000217088,"2435238"
"1042","Urocyon cinereoargenteus",511,1,2,"Mammal","Carnivora",4750,0.154320988,"Carnivore","Eutherian",6.4799999854848,"2434566"
"1043","Urogale everetti",1503,1,9,"Mammal","Scandentia",350,0.217391304,"Omnivore","Eutherian",4.60000000736,"2436324"
"1044","Ursus americanus",512,1,2,"Mammal","Carnivora",154250,0.073529412,"Carnivore","Eutherian",13.59999995648,"2433407"
"1045","Ursus arctos",95,1,2,"Mammal","Carnivora",185166.666666667,0.0825,"Carnivore","Eutherian",12.1212121212121,"2433433"
"1046","Ursus maritimus",516,1,2,"Mammal","Carnivora",475000,0.057077626,"Carnivore","Eutherian",17.5199998682496,"2433451"
"1047","Ursus thibetanus",517,1,2,"Mammal","Carnivora",103750,0.06377551,"Carnivore","Eutherian",15.680000050176,"9335699"
"1048","Varecia rubra",1210,1,9,"Mammal","Primate",3601.3,0.066666667,"Omnivore","Eutherian",14.999999925,"4266945"
"1049","Varecia variegata",1211,1,9,"Mammal","Primate",3482.3,0.063451777,"Omnivore","Eutherian",15.7599999130048,"2436424"
"1050","Vespertilio murinus",715,1,2,"Mammal","Chiroptera",18.7,0.068965517,"Carnivore","Eutherian",14.50000005075,"2432564"
"1051","Vicugna pacos",244,1,1,"Mammal","Artiodactyla",62000,0.096899225,"Herbivore","Eutherian",10.31999997936,"7515593"
"1052","Vicugna vicugna",203,1,1,"Mammal","Artiodactyla",48750,0.103056962,"Herbivore","Eutherian",9.70337161695102,"5220192"
"1053","Viverra civettina",518,1,2,"Mammal","Carnivora",12061,0.162337662,"Carnivore","Eutherian",6.1600000128128,"5219340"
"1054","Viverra tangalunga",519,1,2,"Mammal","Carnivora",7350,0.166666667,"Carnivore","Eutherian",5.999999988,"5219330"
"1055","Viverra zibetha",520,1,2,"Mammal","Carnivora",10000,0.115207373,"Carnivore","Eutherian",8.6800000204848,"5219334"
"1056","Vombatus ursinus",26910,1,1,"Mammal","Diprotodontia",25833.3333333333,0.235444444333333,"Herbivore","Marsupial",4.2472864578798,"2440301"
"1057","Vormela peregusna",521,1,2,"Mammal","Carnivora",542.5,0.284090909,"Carnivore","Eutherian",3.5200000011264,"2433709"
"1058","Vulpes cana",522,1,2,"Mammal","Carnivora",1000,0.256,"Carnivore","Eutherian",3.90625,"5219235"
"1059","Vulpes chama",523,1,2,"Mammal","Carnivora",2960,0.256,"Carnivore","Eutherian",3.90625,"5219236"
"1060","Vulpes corsac",524,1,2,"Mammal","Carnivora",2700,0.192307692,"Carnivore","Eutherian",5.20000000832,"5219293"
"1061","Vulpes lagopus",525,1,2,"Mammal","Carnivora",5200,0.153374233,"Carnivore","Eutherian",6.5200000054768,"5219303"
"1062","Vulpes macrotis",526,1,2,"Mammal","Carnivora",2500,0.158227848,"Carnivore","Eutherian",6.3200000040448,"5219311"
"1063","Vulpes pallida",96,1,2,"Mammal","Carnivora",2800,0.206125,"Carnivore","Eutherian",4.85142510612492,"5219237"
"1064","Vulpes rueppellii",529,1,2,"Mammal","Carnivora",3200,0.174825175,"Carnivore","Eutherian",5.71999999428,"5219297"
"1065","Vulpes velox",530,1,2,"Mammal","Carnivora",2400,0.157232704,"Carnivore","Eutherian",6.3600000162816,"5219290"
"1066","Vulpes vulpes",971,1,2,"Mammal","Carnivora",5184.52857142857,0.266624413142857,"Carnivore","Eutherian",3.75059428434335,"5219243"
"1067","Vulpes zerda",538,1,2,"Mammal","Carnivora",1250,0.153374233,"Carnivore","Eutherian",6.5200000054768,"5219310"
"1068","Wallabia bicolor",27010,1,1,"Mammal","Diprotodontia",14875,0.176936508,"Herbivore","Marsupial",5.65174486206091,"2440149"
"1069","Xerospermophilus mohavensis",1491,1,1,"Mammal","Rodentia",150,0.320512821,"Herbivore","Eutherian",3.1199999952576,"7781204"
"1070","Xerospermophilus tereticaudus",1492,1,1,"Mammal","Rodentia",163.3,0.280898876,"Herbivore","Eutherian",3.5600000051264,"8032606"
"1071","Xerus erythropus",1493,1,9,"Mammal","Rodentia",600,0.242718447,"Omnivore","Eutherian",4.1199999932432,"8950740"
"1072","Xerus inauris",1494,1,9,"Mammal","Rodentia",588,0.217391304,"Omnivore","Eutherian",4.60000000736,"2437454"
"1073","Zaedyus pichiy",1530,1,9,"Mammal","Xenarthra",1500,0.2,"Omnivore","Marsupial",5,"2440795"
"1074","Zaglossus bruijni",953,1,2,"Mammal","Monotremata",7500,0.060679612,"Carnivore","Monotreme",16.4799999050752,"2433391"
"1075","Zalophus californianus",981,1,2,"Mammal","Carnivora",215000,0.1095140055,"Carnivore","Eutherian",9.13125216664639,"2433458"
"1076","Zapus hudsonius",1495,1,1,"Mammal","Rodentia",18,0.446428571,"Herbivore","Eutherian",2.2400000021504,"2439467"
"1077","Ziphius cavirostris",627,1,2,"Mammal","Cetacea",2701000,0.016129032,"Carnivore","Eutherian",62.000000992,"2440369"
"1078","Zyzomys palatilis",1496,1,1,"Mammal","Rodentia",123,0.403225806,"Herbivore","Eutherian",2.4800000027776,"2439328"
"1079","Zyzomys pedunculatus",1497,1,1,"Mammal","Rodentia",100,0.333333333,"Herbivore","Eutherian",3.000000003,"2439329"
