"","Species","X","Plot","Plot2","Major_taxa","Order","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr","GBIF_ID"
"1","Abrocoma bennettii",1221,1,1,"Mammal","Rodentia",265.5,1.086956522,"Herbivore","Eutherian",0.9199999997792,"2439416"
"2","Acinonyx jubatus",1,1,2,"Mammal","Carnivora",51166.6666666667,0.16798374,"Carnivore","Eutherian",5.9529571135873,"2435270"
"3","Acomys cahirinus",1222,1,9,"Mammal","Rodentia",45.2,0.423728814,"Omnivore","Eutherian",2.3599999975456,"9800308"
"4","Acomys wilsoni",1223,1,9,"Mammal","Rodentia",20,0.446428571,"Omnivore","Eutherian",2.2400000021504,"2438262"
"5","Acrobates pygmaeus",245,1,1,"Mammal","Diprotodontia",12.5,0.4755454545,"Herbivore","Marsupial",2.10284840394789,"5219960"
"6","Acrocodia indica",965,1,1,"Mammal","Perissodactyla",250000,0.068493151,"Herbivore","Eutherian",14.59999993284,"7818962"
"7","Addax nasomaculatus",11,1,1,"Mammal","Artiodactyla",92500,0.089285714,"Herbivore","Eutherian",11.20000003584,"2441101"
"8","Aeorestes cinereus",649,1,2,"Mammal","Chiroptera",24,0.071428571,"Carnivore","Eutherian",14.000000084,"11138256"
"9","Aepyceros melampus",991,1,1,"Mammal","Artiodactyla",52500,0.15421875,"Herbivore","Eutherian",6.48429584599797,"2441144"
"10","Aepyprymnus rufescens",246,1,1,"Mammal","Diprotodontia",3250,0.31515625,"Herbivore","Marsupial",3.17302925136341,"2440030"
"11","Ailuropoda melanoleuca",100,1,1,"Mammal","Carnivora",118750,0.0824673915,"Herbivore","Eutherian",12.1260049797986,"2433399"
"12","Ailurus fulgens",2,1,2,"Mammal","Carnivora",3912.5,0.1567894735,"Carnivore","Eutherian",6.37797919514029,"5219446"
"13","Alcelaphus buselaphus",101,1,1,"Mammal","Artiodactyla",165000,0.1190555555,"Herbivore","Eutherian",8.39944004125032,"5220185"
"14","Alces alces",102,1,1,"Mammal","Artiodactyla",359000,0.126,"Herbivore","Eutherian",7.93650793650794,"2440940"
"15","Allactaga elater",1224,1,1,"Mammal","Rodentia",58.7,0.480769231,"Herbivore","Eutherian",2.0799999990016,"2439489"
"16","Allactaga euphratica",1225,1,1,"Mammal","Rodentia",232,0.595238095,"Herbivore","Eutherian",1.680000000672,"2439484"
"17","Allactaga major",1226,1,1,"Mammal","Rodentia",350,0.357142857,"Herbivore","Eutherian",2.80000000112,"2439483"
"18","Allactaga sibirica",1227,1,1,"Mammal","Rodentia",117.5,0.555555556,"Herbivore","Eutherian",1.79999999856,"2439490"
"19","Allenopithecus nigroviridis",204,1,9,"Mammal","Primate",4726.25,0.1012962965,"Omnivore","Eutherian",9.8720292306047,"2436620"
"20","Allochrocebus lhoesti",1002,1,9,"Mammal","Primate",4700,0.10373444,"Omnivore","Eutherian",9.639999984576,"7416027"
"21","Allochrocebus preussi",1003,1,9,"Mammal","Primate",5250,0.096153846,"Omnivore","Eutherian",10.40000001664,"8238140"
"22","Alopex lagopus",254,1,2,"Mammal","Carnivora",3450,0.256,"Carnivore","Eutherian",3.90625,"2434532"
"23","Alouatta caraya",1004,1,1,"Mammal","Primate",5462.5,0.077160494,"Herbivore","Eutherian",12.9599999709696,"2436652"
"24","Alouatta palliata",103,1,1,"Mammal","Primate",7224,0.1120333334,"Herbivore","Eutherian",8.92591490096643,"2436649"
"25","Alouatta seniculus",1041,1,1,"Mammal","Primate",6341.6,0.1005,"Herbivore","Eutherian",9.9502487562189,"2436648"
"26","Ammospermophilus harrisii",1228,1,9,"Mammal","Rodentia",126,0.235849057,"Omnivore","Eutherian",4.2399999928768,"2437568"
"27","Ammospermophilus leucurus",1229,1,9,"Mammal","Rodentia",105,0.223214286,"Omnivore","Eutherian",4.4799999942656,"2437570"
"28","Ammotragus lervia",1053,1,1,"Mammal","Artiodactyla",88150,0.1856036865,"Herbivore","Eutherian",5.38782401824761,"2441005"
"29","Anoura geoffroyi",628,1,2,"Mammal","Chiroptera",15.2,0.25,"Carnivore","Eutherian",4,"5963041"
"30","Antechinomys laniger",716,1,2,"Mammal","Dasyuromorphia",24,0.714285714,"Carnivore","Marsupial",1.40000000056,"2435419"
"31","Antechinus agilis",717,1,2,"Mammal","Dasyuromorphia",18,0.531914894,"Carnivore","Marsupial",1.8799999986464,"2435369"
"32","Antechinus bellus",718,1,2,"Mammal","Dasyuromorphia",34,0.735294118,"Carnivore","Marsupial",1.3599999993472,"2435372"
"33","Antechinus flavipes",23910,1,2,"Mammal","Dasyuromorphia",45,1.801008547,"Carnivore","Marsupial",0.555244449930975,"2435366"
"34","Antechinus stuartii",24010,1,2,"Mammal","Dasyuromorphia",27.5,1.73932098766667,"Carnivore","Marsupial",0.5749370053549,"2435370"
"35","Antechinus swainsonii",725,1,2,"Mammal","Dasyuromorphia",41,0.757575758,"Carnivore","Marsupial",1.3199999992608,"2435377"
"36","Antidorcas marsupialis",106,1,1,"Mammal","Artiodactyla",39000,0.126631313,"Herbivore","Eutherian",7.89694094066607,"2441064"
"37","Antilocapra americana",107,1,1,"Mammal","Artiodactyla",46100,0.224430107666667,"Herbivore","Eutherian",4.45573016203888,"2440902"
"38","Antilope cervicapra",108,1,1,"Mammal","Artiodactyla",37166.6666666667,0.138200836666667,"Herbivore","Eutherian",7.23584620845638,"2441065"
"39","Antrozous pallidus",629,1,2,"Mammal","Chiroptera",20.8,0.168918919,"Carnivore","Eutherian",5.9199999971584,"2432339"
"40","Aonyx capensis",255,1,2,"Mammal","Carnivora",23500,0.176056338,"Carnivore","Eutherian",5.6800000009088,"2433900"
"41","Aonyx cinereus",256,1,2,"Mammal","Carnivora",3000,0.108695652,"Carnivore","Eutherian",9.20000001472,"2433894"
"42","Aotus azarae",1012,1,9,"Mammal","Primate",1230,0.083333333,"Omnivore","Eutherian",12.000000048,"5707409"
"43","Aotus lemurinus",1013,1,9,"Mammal","Primate",874,0.073964497,"Omnivore","Eutherian",13.5200000075712,"5219591"
"44","Aotus trivirgatus",20510,1,9,"Mammal","Primate",866.666666666667,0.141018826,"Omnivore","Eutherian",7.09125177371708,"5219590"
"45","Aotus vociferans",1017,1,9,"Mammal","Primate",873,0.113122172,"Omnivore","Eutherian",8.8399999957568,"5219597"
"46","Aplodontia rufa",109,1,1,"Mammal","Rodentia",1000,0.3455,"Herbivore","Eutherian",2.89435600578871,"2439690"
"47","Apodemus flavicollis",1232,1,9,"Mammal","Rodentia",29.4,0.555555556,"Omnivore","Eutherian",1.79999999856,"2437756"
"48","Apodemus peninsulae",1233,1,9,"Mammal","Rodentia",32.9,0.568181818,"Omnivore","Eutherian",1.7600000005632,"5219734"
"49","Apodemus speciosus",1234,1,9,"Mammal","Rodentia",44,0.471698113,"Omnivore","Eutherian",2.1200000009328,"5219745"
"50","Apodemus sylvaticus",20610,1,9,"Mammal","Rodentia",24.2,1.8649126985,"Omnivore","Eutherian",0.536218130105676,"2437760"
"51","Arctictis binturong",3,1,2,"Mammal","Carnivora",11875,0.1167962965,"Carnivore","Eutherian",8.56191531723782,"2434615"
"52","Arctocebus calabarensis",207,1,9,"Mammal","Primate",233.75,0.231153846,"Omnivore","Eutherian",4.32612313099908,"2436632"
"53","Arctocephalus australis",259,1,2,"Mammal","Carnivora",110000,0.081699346,"Carnivore","Eutherian",12.2400000607104,"2433480"
"54","Arctocephalus galapagoensis",260,1,2,"Mammal","Carnivora",27000,0.115,"Carnivore","Eutherian",8.69565217391304,"2433473"
"55","Arctocephalus gazella",4,1,2,"Mammal","Carnivora",97500,0.153,"Carnivore","Eutherian",6.5359477124183,"2433472"
"56","Arctocephalus pusillus",5,1,2,"Mammal","Carnivora",153275.5,0.10944081,"Carnivore","Eutherian",9.13735927210334,"2433475"
"57","Arctogalidia trivirgata",6,1,2,"Mammal","Carnivora",2250,0.1841397515,"Carnivore","Eutherian",5.43065792070432,"2434742"
"58","Arctonyx collaris",267,1,2,"Mammal","Carnivora",10500,0.158227848,"Carnivore","Eutherian",6.3200000040448,"2433743"
"59","Artibeus jamaicensis",630,1,2,"Mammal","Chiroptera",42.2,0.130208333,"Carnivore","Eutherian",7.6800000196608,"2433272"
"60","Arvicanthis niloticus",1237,1,1,"Mammal","Rodentia",110,0.373134328,"Herbivore","Eutherian",2.6800000025728,"9733997"
"61","Arvicola amphibius",1238,1,9,"Mammal","Rodentia",120,1,"Omnivore","Eutherian",1,"4265185"
"62","Arvicola terrestris",1239,1,9,"Mammal","Rodentia",200,1.111,"Omnivore","Eutherian",0.9000900090009,"2438491"
"63","Atelerix albiventris",864,1,9,"Mammal","Erinaceomorpha",500,0.219298246,"Omnivore","Eutherian",4.5599999919744,"2437140"
"64","Ateles belzebuth",1020,1,1,"Mammal","Primate",7535,0.067567568,"Herbivore","Eutherian",14.79999990528,"2436642"
"65","Ateles chamek",1021,1,1,"Mammal","Primate",6000,0.058411215,"Herbivore","Eutherian",17.119999986304,"2436646"
"66","Ateles fusciceps",1022,1,1,"Mammal","Primate",7000,0.054347826,"Herbivore","Eutherian",18.40000002944,"2436641"
"67","Ateles geoffroyi",1023,1,1,"Mammal","Primate",7267.5,0.053078556,"Herbivore","Eutherian",18.8400000934464,"2436643"
"68","Ateles marginatus",1024,1,1,"Mammal","Primate",6000,0.056818182,"Herbivore","Eutherian",17.59999994368,"2436644"
"69","Ateles paniscus",1102,1,1,"Mammal","Primate",7893.75,0.090673913,"Herbivore","Eutherian",11.0285303337466,"2436645"
"70","Atelocynus microtis",268,1,2,"Mammal","Carnivora",9500,0.210084034,"Carnivore","Eutherian",4.7599999912416,"2434454"
"71","Atherurus africanus",1240,1,9,"Mammal","Rodentia",2750,0.109170306,"Omnivore","Eutherian",9.1599999728864,"5219892"
"72","Atilax paludinosus",269,1,2,"Mammal","Carnivora",3300,0.120192308,"Carnivore","Eutherian",8.3199999787008,"2434188"
"73","Axis axis",29,1,1,"Mammal","Artiodactyla",36000,0.120192308,"Herbivore","Eutherian",8.3199999787008,"2440934"
"74","Axis calamianensis",30,1,1,"Mammal","Artiodactyla",40500,0.145348837,"Herbivore","Eutherian",6.8800000099072,"5220130"
"75","Axis kuhlii",31,1,1,"Mammal","Artiodactyla",55000,0.140449438,"Herbivore","Eutherian",7.1200000102528,"5220129"
"76","Axis porcinus",32,1,1,"Mammal","Artiodactyla",43000,0.109170306,"Herbivore","Eutherian",9.1599999728864,"5220128"
"77","Babyrousa babyrussa",111,1,1,"Mammal","Artiodactyla",85750,0.107085153,"Herbivore","Eutherian",9.33836271401695,"2441209"
"78","Baiomys taylori",1241,1,1,"Mammal","Rodentia",8,0.757575758,"Herbivore","Eutherian",1.3199999992608,"2438866"
"79","Balaena mysticetus",7,1,2,"Mammal","Cetacea",79333333.3333333,0.0505797786666667,"Carnivore","Eutherian",19.7707468549882,"2440330"
"80","Balaenoptera acutorostrata",8,1,2,"Mammal","Cetacea",9375000,0.04475,"Carnivore","Eutherian",22.3463687150838,"2440728"
"81","Balaenoptera borealis",911,1,2,"Mammal","Cetacea",2e+07,0.027837838,"Carnivore","Eutherian",35.9223298878311,"2440709"
"82","Balaenoptera edeni",1010,1,2,"Mammal","Cetacea",1.6e+07,0.0244444445,"Carnivore","Eutherian",40.9090908161157,"2440714"
"83","Balaenoptera musculus",1114,1,2,"Mammal","Cetacea",147200000,0.0354181818,"Carnivore","Eutherian",28.2340862567937,"2440735"
"84","Balaenoptera physalus",12,1,2,"Mammal","Cetacea",53333333.3333333,0.0175906433333333,"Carnivore","Eutherian",56.8484040663284,"2440718"
"85","Balaenopterus borealis",561,1,2,"Mammal","Cetacea",1.2e+07,0.0584,"Carnivore","Eutherian",17.1232876712329,"4832271"
"86","Barbastella barbastellus",631,1,2,"Mammal","Chiroptera",10.25,0.043478261,"Carnivore","Eutherian",22.999999931,"2432582"
"87","Bassaricyon alleni",270,1,2,"Mammal","Carnivora",1235,0.099206349,"Carnivore","Eutherian",10.0800000209664,"2433586"
"88","Bassaricyon gabbii",13,1,2,"Mammal","Carnivora",1242.5,0.1098394495,"Carnivore","Eutherian",9.10419712181824,"2433585"
"89","Bassariscus astutus",14,1,2,"Mammal","Carnivora",1072.5,0.1452894735,"Carnivore","Eutherian",6.882811093675,"2433557"
"90","Bassariscus sumichrasti",15,1,2,"Mammal","Carnivora",900,0.1070833335,"Carnivore","Eutherian",9.33852138624355,"2433551"
"91","Bdeogale nigripes",277,1,2,"Mammal","Carnivora",2000,0.158227848,"Carnivore","Eutherian",6.3200000040448,"2434123"
"92","Berardius bairdii",16,1,2,"Mammal","Cetacea",11390000,0.023452381,"Carnivore","Eutherian",42.6395938220516,"2440388"
"93","Bettongia penicillata",772,1,1,"Mammal","Diprotodontia",1500,0.132978723,"Herbivore","Marsupial",7.5200000228608,"2440026"
"94","Bison bison",112,1,1,"Mammal","Artiodactyla",596000,0.083875622,"Herbivore","Eutherian",11.9224153115669,"2441176"
"95","Bison bonasus",1131,1,1,"Mammal","Artiodactyla",705000,0.093848485,"Herbivore","Eutherian",10.6554730212214,"2441184"
"96","Blarina brevicauda",17,1,2,"Mammal","Eulipotyphla",18.35,1.123681818,"Carnivore","Eutherian",0.889931637213694,"2435862"
"97","Blarina hylophaga",875,1,2,"Mammal","Eulipotyphla",14.5,0.892857143,"Carnivore","Eutherian",1.1199999998208,"2435859"
"98","Bos frontalis",40,1,1,"Mammal","Artiodactyla",825000,0.095419847,"Herbivore","Eutherian",10.4800000360512,"2441025"
"99","Bos grunniens",114,1,1,"Mammal","Artiodactyla",833500,0.098028517,"Herbivore","Eutherian",10.2011132128011,"2441019"
"100","Bos javanicus",43,1,1,"Mammal","Artiodactyla",7e+05,0.092250923,"Herbivore","Eutherian",10.8399999423312,"2441027"
"101","Bos taurus",44,1,1,"Mammal","Artiodactyla",750000,0.125,"Herbivore","Eutherian",8,"2441022"
"102","Boselaphus tragocamelus",45,1,1,"Mammal","Artiodactyla",180000,0.115207373,"Herbivore","Eutherian",8.6800000204848,"2441133"
"103","Brachyteles arachnoides",1027,1,1,"Mammal","Primate",11170,0.025,"Herbivore","Eutherian",40,"2436666"
"104","Bradypus torquatus",1514,1,9,"Mammal","Xenarthra",3900,0.213,"Omnivore","Marsupial",4.69483568075117,"2436351"
"105","Bubalus bubalis",46,1,1,"Mammal","Artiodactyla",725000,0.071633238,"Herbivore","Eutherian",13.9599999653792,"7422937"
"106","Bubalus depressicornis",47,1,1,"Mammal","Artiodactyla",155000,0.069252078,"Herbivore","Eutherian",14.4399999087392,"8085503"
"107","Bubalus quarlesi",48,1,1,"Mammal","Artiodactyla",150000,0.085616438,"Herbivore","Eutherian",11.6800000485888,"7846959"
"108","Budorcas taxicolor",49,1,1,"Mammal","Artiodactyla",180000,0.114155251,"Herbivore","Eutherian",8.7600000108624,"2441046"
"109","Burramys parvus",247,1,1,"Mammal","Diprotodontia",43.25,0.3751666665,"Herbivore","Marsupial",2.66548200918058,"2440237"
"110","Cacajao calvus",208,1,9,"Mammal","Primate",4482.5,0.105416201,"Omnivore","Eutherian",9.48620791219748,"2436410"
"111","Cacajao melanocephalus",1030,1,9,"Mammal","Primate",3800,0.213,"Omnivore","Eutherian",4.69483568075117,"2436409"
"112","Callimico goeldii",1031,1,9,"Mammal","Primate",555,0.112612613,"Omnivore","Eutherian",8.8799999694528,"2436464"
"113","Callithrix geoffroyi",1032,1,9,"Mammal","Primate",342,0.142045455,"Omnivore","Eutherian",7.039999977472,"5219539"
"114","Callithrix jacchus",209,1,9,"Mammal","Primate",279.733333333333,0.207216374333333,"Omnivore","Eutherian",4.82587345337572,"5219542"
"115","Callithrix kuhlii",1036,1,9,"Mammal","Primate",342,0.125,"Omnivore","Eutherian",8,"5219538"
"116","Callithrix penicillata",1037,1,9,"Mammal","Primate",307,0.162337662,"Omnivore","Eutherian",6.1600000128128,"5219541"
"117","Callorhinus ursinus",18,1,2,"Mammal","Carnivora",150000,0.0786666666666667,"Carnivore","Eutherian",12.7118644067797,"2433487"
"118","Callosciurus caniceps",1242,1,1,"Mammal","Rodentia",257,0.182481752,"Herbivore","Eutherian",5.4799999947392,"2437404"
"119","Callosciurus erythraeus",1243,1,1,"Mammal","Rodentia",272,0.147058824,"Herbivore","Eutherian",6.79999997824,"2437394"
"120","Callosciurus notatus",1244,1,1,"Mammal","Rodentia",190,0.168918919,"Herbivore","Eutherian",5.9199999971584,"2437396"
"121","Callosciurus prevostii",1245,1,1,"Mammal","Rodentia",400,0.118483412,"Herbivore","Eutherian",8.4400000229568,"2437397"
"122","Callospermophilus lateralis",1246,1,1,"Mammal","Rodentia",157.6,0.240384615,"Herbivore","Eutherian",4.160000006656,"7593288"
"123","Calomyscus bailwardi",1247,1,1,"Mammal","Rodentia",20.4,0.265957447,"Herbivore","Eutherian",3.7599999972928,"2439355"
"124","Caluromys derbianus",752,1,9,"Mammal","Didelphimorphia",330,0.287356322,"Omnivore","Marsupial",3.4799999980512,"2439992"
"125","Caluromys philander",753,1,9,"Mammal","Didelphimorphia",350,0.280898876,"Omnivore","Marsupial",3.5600000051264,"2439999"
"126","Camelus bactrianus",50,1,1,"Mammal","Artiodactyla",475000,0.070621469,"Herbivore","Eutherian",14.1599999852736,"2441238"
"127","Camelus dromedarius",115,1,1,"Mammal","Artiodactyla",617000,0.0755140845,"Herbivore","Eutherian",13.2425627168929,"9055455"
"128","Canis adustus",281,1,2,"Mammal","Carnivora",10250,0.182481752,"Carnivore","Eutherian",5.4799999947392,"5219146"
"129","Canis aureus",282,1,2,"Mammal","Carnivora",11000,0.132978723,"Carnivore","Eutherian",7.5200000228608,"5219219"
"130","Canis familiaris",283,1,2,"Mammal","Carnivora",40000,0.104166667,"Carnivore","Eutherian",9.59999996928,"5219200"
"131","Canis latrans",19,1,2,"Mammal","Carnivora",13362.5,0.14616972475,"Carnivore","Eutherian",6.84136199688643,"5219153"
"132","Canis lupus",20,1,2,"Mammal","Carnivora",23132.1428571429,0.189051317571429,"Carnivore","Eutherian",5.28956905905812,"5219173"
"133","Canis mesomelas",295,1,2,"Mammal","Carnivora",10250,0.149700599,"Carnivore","Eutherian",6.6799999911824,"5219216"
"134","Canis rufus",296,1,2,"Mammal","Carnivora",23000,0.159,"Carnivore","Eutherian",6.28930817610063,"5219186"
"135","Cannomys badius",1248,1,1,"Mammal","Rodentia",650,0.520833333,"Herbivore","Eutherian",1.9200000012288,"2438494"
"136","Capra caucasica",53,1,1,"Mammal","Artiodactyla",70000,0.129533679,"Herbivore","Eutherian",7.7199999854864,"2441051"
"137","Capra cylindricornis",116,1,1,"Mammal","Artiodactyla",65000,0.119381188,"Herbivore","Eutherian",8.3765291395827,"2441053"
"138","Capra falconeri",117,1,1,"Mammal","Artiodactyla",77000,0.179963350666667,"Herbivore","Eutherian",5.55668693817681,"2441050"
"139","Capra hircus",59,1,1,"Mammal","Artiodactyla",61000,0.120192308,"Herbivore","Eutherian",8.3199999787008,"2441056"
"140","Capra ibex",60,1,1,"Mammal","Artiodactyla",82500,0.119617225,"Herbivore","Eutherian",8.35999999164,"2441055"
"141","Capra nubiana",61,1,1,"Mammal","Artiodactyla",46250,0.111607143,"Herbivore","Eutherian",8.9599999885312,"2441049"
"142","Capra sibirica",62,1,1,"Mammal","Artiodactyla",130000,0.112107623,"Herbivore","Eutherian",8.9200000253328,"2441052"
"143","Capreolus capreolus",118,1,1,"Mammal","Artiodactyla",25833.35,0.1559285715,"Herbivore","Eutherian",6.41319285093303,"5220126"
"144","Capricornis crispus",65,1,1,"Mammal","Artiodactyla",80000,0.104166667,"Herbivore","Eutherian",9.59999996928,"4262615"
"145","Capricornis sumatraensis",66,1,1,"Mammal","Artiodactyla",95000,0.135135135,"Herbivore","Eutherian",7.4000000074,"4262616"
"146","Capromys pilorides",1249,1,1,"Mammal","Rodentia",4683.3,0.18115942,"Herbivore","Eutherian",5.520000008832,"2437653"
"147","Caracal caracal",297,1,2,"Mammal","Carnivora",16000,0.123152709,"Carnivore","Eutherian",8.1200000237104,"2435010"
"148","Carlito syrichta",1038,1,9,"Mammal","Primate",119.2,0.15625,"Omnivore","Eutherian",6.4,"8008808"
"149","Carollia perspicillata",632,1,2,"Mammal","Chiroptera",15,0.147058824,"Carnivore","Eutherian",6.79999997824,"2433176"
"150","Castor canadensis",1194,1,1,"Mammal","Rodentia",17325,0.1379188035,"Herbivore","Eutherian",7.25064294804443,"2439838"
"151","Castor fiber",1252,1,1,"Mammal","Rodentia",25000,0.149,"Herbivore","Eutherian",6.71140939597315,"4409131"
"152","Catopuma temminckii",298,1,2,"Mammal","Carnivora",13500,0.108695652,"Carnivore","Eutherian",9.20000001472,"2435094"
"153","Cavia aperea",1253,1,1,"Mammal","Rodentia",341,0.416666667,"Herbivore","Eutherian",2.39999999808,"5219704"
"154","Cavia porcellus",1202,1,1,"Mammal","Rodentia",728,0.1901666665,"Herbivore","Eutherian",5.25854514045447,"5219702"
"155","Cavia tschudii",1256,1,1,"Mammal","Rodentia",637.5,0.396825397,"Herbivore","Eutherian",2.5199999988912,"5219705"
"156","Cebuella pygmaea",1039,1,9,"Mammal","Primate",124,0.134408602,"Omnivore","Eutherian",7.4400000083328,"4827382"
"157","Cebus albifrons",21010,1,9,"Mammal","Primate",2548.75,0.062440594,"Omnivore","Eutherian",16.0152224048349,"2436636"
"158","Cebus apella",1042,1,9,"Mammal","Primate",2500,0.063,"Omnivore","Eutherian",15.8730158730159,"2436639"
"159","Cebus capucinus",1043,1,9,"Mammal","Primate",2655,0.046296296,"Omnivore","Eutherian",21.60000013824,"2436637"
"160","Cebus olivaceus",1044,1,9,"Mammal","Primate",2552.5,0.053191489,"Omnivore","Eutherian",18.80000012784,"2436638"
"161","Cephalopachus bancanus",1045,1,9,"Mammal","Primate",122.5,0.153374233,"Omnivore","Eutherian",6.5200000054768,"7503658"
"162","Cephalophus dorsalis",67,1,1,"Mammal","Artiodactyla",11600,0.142857143,"Herbivore","Eutherian",6.999999993,"2441158"
"163","Cephalophus jentinki",68,1,1,"Mammal","Artiodactyla",70000.3,0.119047619,"Herbivore","Eutherian",8.40000000336,"2441159"
"164","Cephalophus monticola",69,1,1,"Mammal","Artiodactyla",6250,0.213,"Herbivore","Eutherian",4.69483568075117,"2441160"
"165","Cephalophus natalensis",70,1,1,"Mammal","Artiodactyla",10000,0.164473684,"Herbivore","Eutherian",6.0800000077824,"2441168"
"166","Cephalophus niger",71,1,1,"Mammal","Artiodactyla",18100,0.168918919,"Herbivore","Eutherian",5.9199999971584,"2441157"
"167","Cephalophus nigrifrons",72,1,1,"Mammal","Artiodactyla",13900,0.139664804,"Herbivore","Eutherian",7.1600000240576,"2441154"
"168","Cephalophus rufilatus",73,1,1,"Mammal","Artiodactyla",13000,0.164473684,"Herbivore","Eutherian",6.0800000077824,"2441161"
"169","Cephalophus silvicultor",74,1,1,"Mammal","Artiodactyla",62000,0.111111111,"Herbivore","Eutherian",9.000000009,"2441163"
"170","Cephalorhynchus commersonii",564,1,2,"Mammal","Cetacea",50000,0.141,"Carnivore","Eutherian",7.09219858156028,"8697392"
"171","Ceratotherium simum",121,1,1,"Mammal","Perissodactyla",2756250,0.057888889,"Herbivore","Eutherian",17.2744721357496,"2440880"
"172","Cercartetus nanus",775,1,1,"Mammal","Diprotodontia",40,0.242718447,"Herbivore","Marsupial",4.1199999932432,"2440226"
"173","Cercocebus agilis",1046,1,1,"Mammal","Primate",8000,0.080645161,"Herbivore","Eutherian",12.40000004464,"2436546"
"174","Cercocebus torquatus",122,1,1,"Mammal","Primate",8330.83333333333,0.087115942,"Herbivore","Eutherian",11.47895525253,"2436544"
"175","Cercopithecus ascanius",1050,1,9,"Mammal","Primate",3705,0.080128205,"Omnivore","Eutherian",12.480000019968,"5219569"
"176","Cercopithecus campbelli",1051,1,9,"Mammal","Primate",3600,0.083333333,"Omnivore","Eutherian",12.000000048,"5219582"
"177","Cercopithecus cephus",1052,1,9,"Mammal","Primate",3585,0.069444444,"Omnivore","Eutherian",14.40000009216,"5219570"
"178","Cercopithecus diana",21110,1,9,"Mammal","Primate",4365,0.0716125355,"Omnivore","Eutherian",13.9640356680291,"5219576"
"179","Cercopithecus erythrogaster",1055,1,9,"Mammal","Primate",3250,0.104166667,"Omnivore","Eutherian",9.59999996928,"5219571"
"180","Cercopithecus hamlyni",1056,1,9,"Mammal","Primate",4425,0.087412587,"Omnivore","Eutherian",11.4400000539968,"5219584"
"181","Cercopithecus mitis",1057,1,9,"Mammal","Primate",9000,0.066137566,"Omnivore","Eutherian",15.1200000314496,"5219578"
"182","Cercopithecus mona",21210,1,9,"Mammal","Primate",4560,0.0836666665,"Omnivore","Eutherian",11.9521912588689,"5219566"
"183","Cercopithecus neglectus",1060,1,9,"Mammal","Primate",5945,0.081168831,"Omnivore","Eutherian",12.3200000256256,"5219567"
"184","Cercopithecus nictitans",1061,1,9,"Mammal","Primate",5465,0.080645161,"Omnivore","Eutherian",12.40000004464,"5219573"
"185","Cercopithecus petaurista",1062,1,9,"Mammal","Primate",3650,0.086206897,"Omnivore","Eutherian",11.59999993968,"5219579"
"186","Cercopithecus pogonias",1063,1,9,"Mammal","Primate",3580,0.092592593,"Omnivore","Eutherian",10.79999995248,"5219574"
"187","Cercopithecus wolfi",1064,1,9,"Mammal","Primate",3390,0.104166667,"Omnivore","Eutherian",9.59999996928,"5219580"
"188","Cerdocyon thous",299,1,2,"Mammal","Carnivora",6500,0.196850394,"Carnivore","Eutherian",5.0799999922784,"2434584"
"189","Cervus elaphus",123,1,1,"Mammal","Artiodactyla",143111.111111111,0.0908183421111111,"Herbivore","Eutherian",11.0109915767517,"2440958"
"190","Cervus nippon",84,1,1,"Mammal","Artiodactyla",42000,0.095057034,"Herbivore","Eutherian",10.5200000244064,"2440954"
"191","Chaetodipus fallax",1257,1,9,"Mammal","Rodentia",18.7,0.301204819,"Omnivore","Eutherian",3.3200000030544,"2439579"
"192","Chaetodipus formosus",1258,1,9,"Mammal","Rodentia",19,0.352112676,"Omnivore","Eutherian",2.8400000004544,"2439596"
"193","Chaetophractus vellerosus",1515,1,9,"Mammal","Xenarthra",840,0.154320988,"Omnivore","Marsupial",6.4799999854848,"2440817"
"194","Chaetophractus villosus",1516,1,9,"Mammal","Xenarthra",3000,0.099206349,"Omnivore","Marsupial",10.0800000209664,"2440816"
"195","Cheirogaleus major",1065,1,9,"Mammal","Primate",395,0.186567164,"Omnivore","Eutherian",5.3600000051456,"2436452"
"196","Cheirogaleus medius",1066,1,9,"Mammal","Primate",380,0.086206897,"Omnivore","Eutherian",11.59999993968,"2436451"
"197","Chinchilla lanigera",124,1,1,"Mammal","Rodentia",537.5,0.209116279,"Herbivore","Eutherian",4.78202847134632,"5219944"
"198","Chironectes minimus",754,1,9,"Mammal","Didelphimorphia",700,0.806451613,"Omnivore","Marsupial",1.2399999998512,"5219955"
"199","Chiropodomys gliroides",1262,1,1,"Mammal","Rodentia",29,0.694444444,"Herbivore","Eutherian",1.4400000009216,"2438400"
"200","Chiropotes albinasus",125,1,1,"Mammal","Primate",2905,0.137,"Herbivore","Eutherian",7.2992700729927,"5219526"
"201","Chiropotes satanas",126,1,1,"Mammal","Primate",2971.25,0.13427551,"Herbivore","Eutherian",7.44737443186773,"5219527"
"202","Chlorocebus aethiops",1071,1,9,"Mammal","Primate",5620,0.081168831,"Omnivore","Eutherian",12.3200000256256,"2436566"
"203","Choloepus didactylus",1517,1,1,"Mammal","Xenarthra",6250,0.067934783,"Herbivore","Marsupial",14.7199999152128,"5219519"
"204","Choloepus hoffmanni",1518,1,1,"Mammal","Xenarthra",6250,0.06097561,"Herbivore","Marsupial",16.3999999344,"5219520"
"205","Chrysocyon brachyurus",300,1,2,"Mammal","Carnivora",21500,0.148809524,"Carnivore","Eutherian",6.7199999913984,"2434450"
