"","Species","X","Plot","Plot2","Major_taxa","Order","Mass_g","CombAll","CombPlot2","CombOrder","CombSpecies","Density_Nm2","Trophic","Group","GBIF_ID"
"16","Alopex lagopus",1369,1,2,"Mammal","Carnivora",5500,1.92473427282377e-06,1.77911542444063e-06,1.92473427282377e-06,NA,1.75e-07,"Carnivore","Eutherian","2434532"
"17","Alouatta caraya",78,1,1,"Mammal","Primate",6875,0.000390431203960177,0.000406316491423569,0.000390431203960177,NA,3.36e-05,"Herbivore","Eutherian","2436652"
"18","Alouatta palliata",79,1,1,"Mammal","Primate",6614.5,0.0005651752,0.000579686179907164,0.000555819243468674,0.0005651752,4.93e-05,"Herbivore","Eutherian","2436649"
"19","Alouatta pigra",2113,1,1,"Mammal","Primate",6500,0.000133455808346645,0.00013932258802959,0.000133455808346645,NA,1.2e-05,"Herbivore","Eutherian","2436653"
"20","Alouatta seniculus",80,1,1,"Mammal","Primate",6717.5,0.000589392651792745,0.00061416956067847,0.000589392651792745,NA,5.165e-05,"Herbivore","Eutherian","2436648"
"21","Ammodorcas clarkei",124,1,1,"Mammal","Artiodactyla",31000,4.01101500972021e-05,2.99551757761028e-05,4.01101500972021e-05,NA,8.3e-07,"Herbivore","Eutherian","2441128"
"22","Ammospermophilus harrisi",2402,1,9,"Mammal","Rodentia",127,2.11566187136947e-05,1.94429096504549e-05,2.11566187136947e-05,NA,3.2e-05,"Omnivore","Eutherian","2437568"
"23","Antechinus stuartii",1945,1,2,"Mammal","Dasyuromorphia",35,0.000319221,0.000409010053406136,0.000315607057814464,0.000319221,0.001689,"Carnivore","Marsupial","2435370"
"24","Antidorcas marsupialis",81,1,1,"Mammal","Artiodactyla",31875,6.80165202995839e-05,5.07637807272505e-05,6.80165202995839e-05,NA,1.3784275e-06,"Herbivore","Eutherian","2441064"
"25","Antilocapra americana",129,1,1,"Mammal","Artiodactyla",46500,4.740489e-05,4.50525090536163e-05,6.08907742592266e-05,4.740489e-05,9.3e-07,"Herbivore","Eutherian","2440902"
"26","Antilope cervicapra",82,1,1,"Mammal","Artiodactyla",31900,1.26646207164854e-05,9.45200420985262e-06,1.26646207164854e-05,NA,2.56511405454545e-07,"Herbivore","Eutherian","2441065"
"27","Aotus azarae",2116,1,9,"Mammal","Primate",873,3.1468064826405e-05,2.84865164553533e-05,3.1468064826405e-05,NA,1.36e-05,"Omnivore","Eutherian","5707409"
"28","Aotus lemurinus",2117,1,9,"Mammal","Primate",873,0.000145771182651729,0.000131959598285828,0.000145771182651729,NA,6.3e-05,"Omnivore","Eutherian","5219591"
"29","Aotus nigriceps",2118,1,9,"Mammal","Primate",873,7.89015448956183e-05,7.1425750818202e-05,7.89015448956183e-05,NA,3.41e-05,"Omnivore","Eutherian","5219595"
"30","Aotus trivirgatus",2119,1,9,"Mammal","Primate",960,0.0002499,0.000222631915264293,0.000249226428227506,0.0002499,1e-04,"Omnivore","Eutherian","5219590"
"31","Apodemus agrarius",2403,1,9,"Mammal","Rodentia",20,0.00046252,0.000229959964671058,0.000236730394962687,0.00046252,0.00124,"Omnivore","Eutherian","2437761"
"32","Apodemus flavicollis",2404,1,9,"Mammal","Rodentia",36,0.000346385,0.000256673899589724,0.000268931499489299,0.000346385,0.000949,"Omnivore","Eutherian","2437756"
"33","Apodemus sylvaticus",2405,1,9,"Mammal","Rodentia",33,0.00061625000085,0.000652221965267293,0.000681587674823895,0.00061625000085,0.00255,"Omnivore","Eutherian","2437760"
"34","Arctocebus calabarensis",167,1,9,"Mammal","Primate",205,5.9211e-06,6.69268351606211e-06,6.03579564616382e-06,5.9211e-06,8.1e-06,"Omnivore","Eutherian","2436632"
"35","Arvicanthus abyssinicus",2406,1,1,"Mammal","Rodentia",70,0.00549373552947636,0.00536572057311403,0.00549373552947636,NA,0.0124,"Herbivore","Eutherian","2438915"
"36","Arvicanthus niloticus",2407,1,1,"Mammal","Rodentia",103,0.000495078494099844,0.000493733142982093,0.000495078494099844,NA,0.000862,"Herbivore","Eutherian","9733997"
"37","Arvicola terrestris",2408,1,9,"Mammal","Rodentia",143,0.0221250610147853,0.0202606561634157,0.0221250610147853,NA,0.0309,"Omnivore","Eutherian","2438491"
"38","Ateles belzebuth",83,1,1,"Mammal","Primate",6750,0.000129435076004741,0.000134839822706811,0.000129435076004741,NA,1.13e-05,"Herbivore","Eutherian","2436642"
"39","Ateles geoffroyi",2124,1,1,"Mammal","Primate",7500,0.000223886755284931,0.000231863385372458,0.000223886755284931,NA,1.8e-05,"Herbivore","Eutherian","2436643"
"40","Ateles geoffrroyi",2125,1,1,"Mammal","Primate",6000,0.00047009407864396,0.000492964348340915,0.00047009407864396,NA,4.5e-05,"Herbivore","Eutherian","2436643"
"41","Ateles paniscus",2126,1,1,"Mammal","Primate",7775,0.000144565327269407,0.000149414285539198,0.000144565327269407,NA,1.13e-05,"Herbivore","Eutherian","2436645"
"42","Atherurus africanus",2409,1,9,"Mammal","Rodentia",2831,0.000292823860635946,0.000245175673226821,0.000292823860635946,NA,5.5e-05,"Omnivore","Eutherian","5219892"
"43","Atilax paludrinosus",1370,1,2,"Mammal","Carnivora",3075,1.76749985528625e-05,1.65384803320055e-05,1.76749985528625e-05,NA,2.5e-06,"Carnivore","Eutherian","2434188"
"44","Auliscomys micropus",2410,1,1,"Mammal","Rodentia",71,0.000114952630573491,0.000112360037315832,0.000114952630573491,NA,0.000257,"Herbivore","Eutherian","2438832"
"45","Avahi laniger",2127,1,1,"Mammal","Primate",1070,0.000406937171805003,0.000469990491734636,0.000406937171805003,NA,0.00015,"Herbivore","Eutherian","2436426"
"46","Axis axis",84,1,1,"Mammal","Artiodactyla",52942.3529411765,0.000547101171280635,0.000403588770810387,0.000547101171280635,NA,7.58215629411765e-06,"Herbivore","Eutherian","2440934"
"47","Axis porcinus",85,1,1,"Mammal","Artiodactyla",27800,0.000321603938690073,0.000240783782618663,0.000321603938690073,NA,7.2208034e-06,"Herbivore","Eutherian","5220128"
"48","Baiomys taylori",2411,1,1,"Mammal","Rodentia",7,0.0001248611118,0.000126048611341506,0.000146142913607264,0.0001248611118,0.00155,"Herbivore","Eutherian","2438866"
"49","Bassariscus astutus",1371,1,2,"Mammal","Carnivora",1020,6.72381720812539e-06,6.43896784690307e-06,6.72381720812539e-06,NA,2.2e-06,"Carnivore","Eutherian","2433557"
"50","Bdeogale nigripes",1372,1,2,"Mammal","Carnivora",1000,1.20425117375277e-06,1.15371367406786e-06,1.20425117375277e-06,NA,4e-07,"Carnivore","Eutherian","2434123"
"51","Bison bison",86,1,1,"Mammal","Artiodactyla",485500,8.97290702312552e-05,6.29027625906624e-05,8.97290702312552e-05,NA,2.365e-07,"Herbivore","Eutherian","2441176"
"52","Bison bonasus",244,1,1,"Mammal","Artiodactyla",850000,0.000577139848972557,0.000399414043152202,0.000577139848972557,NA,1e-06,"Herbivore","Eutherian","2441184"
"53","Blarina brevicauda",1979,1,2,"Mammal","Eulipotyphla",17.8,0.000181125000207,9.12409987557208e-05,0.00014626802747983,0.000181125000207,0.000621,"Carnivore","Eutherian","2435862"
"54","Blastocerus dichotomus",245,1,1,"Mammal","Artiodactyla",125000,2.00486318779732e-05,1.450022414042e-05,2.00486318779732e-05,NA,1.46e-07,"Herbivore","Eutherian","2440963"
"55","Bolomys amoenus",2412,1,2,"Mammal","Rodentia",25.4,0.000452834813341649,0.000385977096397522,0.000452834813341649,NA,0.00202,"Carnivore","Eutherian","2439297"
"56","Bos banteng",246,1,1,"Mammal","Artiodactyla",263000,0.000203756779370119,0.000144867841535526,0.000203756779370119,NA,8.5e-07,"Herbivore","Eutherian","2441028"
"57","Bos gaurus",87,1,1,"Mammal","Artiodactyla",845913.043478261,0.000426884583486017,0.000295461489932531,0.000426884583486017,NA,7.42330354202899e-07,"Herbivore","Eutherian","2441026"
"58","Boselaphus tragocamelus",88,1,1,"Mammal","Artiodactyla",168714.285714286,0.00027499255823836,0.000197521944649465,0.00027499255823836,NA,1.59969767571428e-06,"Herbivore","Eutherian","2441133"
"59","Brachyteles arachnoides",2128,1,1,"Mammal","Primate",13500,9.84802178251614e-05,9.86864463498047e-05,9.84802178251614e-05,NA,5e-06,"Herbivore","Eutherian","2436666"
"60","Bradypus infuscatus",2645,1,9,"Mammal","Xenarthra",2700,0.00128541666386816,0.00175994557054142,0.00128541666386816,NA,0.000407,"Omnivore","Eutherian","10189561"
"61","Bradypus tridactylus",2646,1,9,"Mammal","Xenarthra",2400,0.000499262111745706,0.000685183617792095,0.000499262111745706,NA,0.0001709,"Omnivore","Eutherian","2436361"
"62","Bradypus variegata",2647,1,9,"Mammal","Xenarthra",3725,0.00171294638847186,0.00233025705453819,0.00171294638847186,NA,0.0004383,"Omnivore","Eutherian","2436353"
"63","Bubalus arnee",89,1,1,"Mammal","Artiodactyla",8e+05,0.000743521181827986,0.000515277500989525,0.000743521181827986,NA,1.34813275e-06,"Herbivore","Eutherian","9227500"
"64","Bubalus bubalis",390,1,1,"Mammal","Artiodactyla",274000,0.000296621552546083,0.000210694570853681,0.000296621552546083,NA,1.2e-06,"Herbivore","Eutherian","7422937"
"65","Cabassous unicinctus",2648,1,9,"Mammal","Xenarthra",4800,3.23568655084204e-06,4.37949671866523e-06,3.23568655084204e-06,NA,7e-07,"Omnivore","Eutherian","2440807"
"66","Callicebus moloch",168,1,9,"Mammal","Primate",923,0.000326755127275738,0.000293498221922237,0.000326755127275738,NA,0.0001352,"Omnivore","Eutherian","2436388"
"67","Callicebus torquatus",169,1,9,"Mammal","Primate",1100,4.36624023288383e-05,3.82669591590019e-05,4.36624023288383e-05,NA,1.575e-05,"Omnivore","Eutherian","2436394"
"68","Callithrix argentata",2133,1,9,"Mammal","Primate",380,1.02628430551988e-05,1.0437807560805e-05,1.02628430551988e-05,NA,8.5e-06,"Omnivore","Eutherian","5219540"
"69","Callithrix humeralifer",2134,1,9,"Mammal","Primate",380,0.000140902798181376,0.000143304957923052,0.000140902798181376,NA,0.0001167,"Omnivore","Eutherian","9199568"
"70","Callithrix jacchus",170,1,9,"Mammal","Primate",250,0.000437992,0.000484749201427392,0.000449487275530247,0.000437992,0.0005165,"Omnivore","Eutherian","5219542"
"71","Callomyscus bailwardi",2413,1,1,"Mammal","Rodentia",22.5,8.26545610679558e-05,7.59293513394568e-05,8.26545610679558e-05,NA,4e-04,"Herbivore","Eutherian","2439355"
"72","Callosciurus caniceps",2414,1,1,"Mammal","Rodentia",257,2.22963890635915e-05,2.33612422270904e-05,2.22963890635915e-05,NA,2.1e-05,"Herbivore","Eutherian","2437404"
"73","Callosciurus nigrovittatus",2415,1,1,"Mammal","Rodentia",170,5.22775483356336e-06,5.35654137482616e-06,5.22775483356336e-06,NA,6.5e-06,"Herbivore","Eutherian","2437400"
"74","Callosciurus notatus",2416,1,1,"Mammal","Rodentia",210,0.000102895060125909,0.000106639813535976,0.000102895060125909,NA,0.000111,"Herbivore","Eutherian","2437396"
"75","Calomys callosus",2417,1,9,"Mammal","Rodentia",40,0.0001588888888,0.000115758208422901,0.000121670273959225,0.0001588888888,4e-04,"Omnivore","Eutherian","2437950"
"76","Calomys expulsus",2418,1,9,"Mammal","Rodentia",40,0.000410637174612384,0.000390683953427292,0.000410637174612384,NA,0.00135,"Omnivore","Eutherian","4265146"
"77","Calomys musculinus",2419,1,9,"Mammal","Rodentia",40,4.4488889016e-05,8.27671190223746e-05,8.69942458808458e-05,4.4488889016e-05,0.000286,"Omnivore","Eutherian","2437951"
"78","Calomys spp.",2420,1,9,"Mammal","Rodentia",15,6.29409795928583e-05,6.16708409449899e-05,6.29409795928583e-05,NA,4e-04,"Omnivore","Eutherian","2437948"
"79","Caluromys derbianus",1948,1,9,"Mammal","Didelphimorphia",1300,1.52238888874e-05,3.62431320534054e-05,3.97510420776583e-05,1.52238888874e-05,1.34e-05,"Omnivore","Marsupial","2439992"
"80","Caluromys philander",199,1,9,"Mammal","Didelphimorphia",300,0.000104067015830726,0.000110676807826349,0.000104067015830726,NA,0.0001049,"Omnivore","Marsupial","2439999"
"81","Caluromysiops irrupta",1951,1,9,"Mammal","Didelphimorphia",250,8.65743465322733e-06,9.38527011476073e-06,8.65743465322733e-06,NA,1e-05,"Omnivore","Marsupial","2439937"
"82","Canis adustus",1373,1,2,"Mammal","Carnivora",5440,2.508650073835e-06,2.31938835083595e-06,2.508650073835e-06,NA,2.3e-07,"Carnivore","Eutherian","5219146"
"83","Canis aureus",55,1,2,"Mammal","Carnivora",10089.2857142857,6.87861777797632e-06,6.27770741539782e-06,6.87861777797632e-06,NA,3.94375721428571e-07,"Carnivore","Eutherian","5219219"
"84","Canis lupus",56,1,2,"Mammal","Carnivora",45010.5263157895,1.67411807155493e-06,1.7843229212904e-06,2.01749324191291e-06,1.67411807155493e-06,3.71224210526316e-08,"Carnivore","Eutherian","5219173"
"85","Canis mesomelas",1459,1,2,"Mammal","Carnivora",8160,4.75855555656e-05,3.0752860283387e-05,3.35467186807853e-05,4.75855555656e-05,2.26e-06,"Carnivore","Eutherian","5219216"
"86","Canis simensis",1460,1,2,"Mammal","Carnivora",10000,3.46487109981247e-05,3.16277315802806e-05,3.46487109981247e-05,NA,2e-06,"Carnivore","Eutherian","5219143"
"87","Cants latrans",1461,1,2,"Mammal","Carnivora",14000,6.62225812927757e-06,6.00230939921777e-06,6.62225812927757e-06,NA,2.96e-07,"Carnivore","Eutherian","5219153"
"88","Capra aegagrus",391,1,1,"Mammal","Artiodactyla",50000,8.29575782574556e-06,6.12771643067613e-06,8.29575782574556e-06,NA,1.2e-07,"Herbivore","Eutherian","4409366"
"89","Capra hircus",392,1,1,"Mammal","Artiodactyla",75000,0.00029035470389915,0.000212481616318087,0.00029035470389915,NA,3.1e-06,"Herbivore","Eutherian","2441056"
"90","Capra waalie",393,1,1,"Mammal","Artiodactyla",1e+05,0.000534446352939766,0.00038852862572449,0.000534446352939766,NA,4.6e-06,"Herbivore","Eutherian","2441048"
"91","Capreolus capreolus",90,1,1,"Mammal","Artiodactyla",21850,0.000199413333312,0.000134384188786694,0.00017849935577236,0.000199413333312,4.8e-06,"Herbivore","Eutherian","5220126"
"92","Cavia aperea",2421,1,1,"Mammal","Rodentia",487,0.00332804974994799,0.0036094529372468,0.00332804974994799,NA,0.00204,"Herbivore","Eutherian","5219704"
"93","Cebuella pygmaea",2137,1,9,"Mammal","Primate",122,0.0002333704,0.000230691318048232,0.000193468526961704,0.0002333704,0.0003896,"Omnivore","Eutherian","4827382"
"94","Cebus albifrons",171,1,9,"Mammal","Primate",2262.5,0.000113284168725997,8.97507572497078e-05,0.000113284168725997,NA,2.325e-05,"Omnivore","Eutherian","2436636"
"95","Cebus apella",2140,1,9,"Mammal","Primate",3445,8.39385860671087e-05,6.26998438551927e-05,8.39385860671087e-05,NA,1.24e-05,"Omnivore","Eutherian","2436639"
"96","Cebus capucinus",172,1,9,"Mammal","Primate",2925,0.000274282471678256,0.000209629179370296,0.000274282471678256,NA,4.605e-05,"Omnivore","Eutherian","2436637"
"97","Cebus olivaceous",2143,1,1,"Mammal","Primate",2600,0.000190123233407703,0.000208931482197416,0.000190123233407703,NA,3.5e-05,"Herbivore","Eutherian","2436638"
"98","Cebus olivaceus",2144,1,9,"Mammal","Primate",2900,8.99283886080574e-05,6.88133012937842e-05,8.99283886080574e-05,NA,1.52e-05,"Omnivore","Eutherian","2436638"
"99","Cephalophus callipygus",396,1,1,"Mammal","Artiodactyla",20100,0.000524000126918644,0.00039525446714439,0.000524000126918644,NA,1.5e-05,"Herbivore","Eutherian","2441170"
"100","Cephalophus dorsalis",397,1,1,"Mammal","Artiodactyla",20350,0.000133981436086131,0.000101033768245104,0.000133981436086131,NA,3.8e-06,"Herbivore","Eutherian","2441158"
"101","Cephalophus leucogaster",398,1,1,"Mammal","Artiodactyla",12700,0.000101549813425917,7.74124029217456e-05,0.000101549813425917,NA,4.1e-06,"Herbivore","Eutherian","2441167"
"102","Cephalophus monticola",399,1,1,"Mammal","Artiodactyla",4900,0.000274291019815507,0.000213725323695299,0.000274291019815507,NA,2.26e-05,"Herbivore","Eutherian","2441160"
"103","Cephalophus natalensis",400,1,1,"Mammal","Artiodactyla",14000,0.000213150409737934,0.000162122813208431,0.000213150409737934,NA,8e-06,"Herbivore","Eutherian","2441168"
"104","Cephalophus nigrifrons",401,1,1,"Mammal","Artiodactyla",13900,6.89029346662079e-05,5.24164112573093e-05,6.89029346662079e-05,NA,2.6e-06,"Herbivore","Eutherian","2441154"
"105","Cephalophus ogilbyi",402,1,1,"Mammal","Artiodactyla",19500,0.000443941313156031,0.00033509941557983,0.000443941313156031,NA,1.3e-05,"Herbivore","Eutherian","2441169"
"106","Cephalophus rufilatus",91,1,1,"Mammal","Artiodactyla",16250,0.000123629910101619,9.37114872023815e-05,0.000123629910101619,NA,4.15e-06,"Herbivore","Eutherian","2441161"
"107","Cephalophus sylvicultor",405,1,1,"Mammal","Artiodactyla",52500,6.4533930020497e-05,4.76149523413795e-05,6.4533930020497e-05,NA,9e-07,"Herbivore","Eutherian","2441163"
"108","Ceratotherium simum",92,1,1,"Mammal","Perissodactyla",1677500,0.000330197189477421,0.000330197189477421,NA,NA,5.04665e-07,"Herbivore","Eutherian","2440880"
"109","Cercocebus albigena",2145,1,1,"Mammal","Primate",8000,0.0004317062129817,0.000445474101643524,0.0004317062129817,NA,3.3e-05,"Herbivore","Eutherian","8869025"
"110","Cercocebus ascanius",2146,1,9,"Mammal","Primate",2790,0.000349572909206837,0.000268945623824181,0.000349572909206837,NA,6.09e-05,"Omnivore","Eutherian","2436543"
"111","Cercocebus atys",2147,1,9,"Mammal","Primate",5800,0.00024720938477589,0.000171670762584269,0.00024720938477589,NA,2.43e-05,"Omnivore","Eutherian","7262035"
"112","Cercocebus galeritus",173,1,9,"Mammal","Primate",6900,0.000437570383477343,0.000296565309547147,0.000437570383477343,NA,3.755e-05,"Omnivore","Eutherian","2436545"
"113","Cercocebus torquatus",2150,1,9,"Mammal","Primate",7800,0.000174427468124381,0.000116207172476573,0.000174427468124381,NA,1.36e-05,"Omnivore","Eutherian","2436544"
"114","Cercopithecus aethiops",2151,1,9,"Mammal","Primate",4050,0.000407158669931307,0.000297324902663811,0.000407158669931307,NA,5.3e-05,"Omnivore","Eutherian","5786367"
"115","Cercopithecus ascanius",2152,1,9,"Mammal","Primate",3550,0.000748445733086944,0.000556723622052444,0.000748445733086944,NA,0.000108,"Omnivore","Eutherian","5219569"
"116","Cercopithecus campbelli",174,1,9,"Mammal","Primate",3850,0.000181644974456276,0.000133588842334789,0.000181644974456276,NA,2.46e-05,"Omnivore","Eutherian","5219582"
"117","Cercopithecus cephus",175,1,9,"Mammal","Primate",3500,0.000127819771269546,9.52664125952109e-05,0.000127819771269546,NA,1.865e-05,"Omnivore","Eutherian","5219570"
"118","Cercopithecus diana",2157,1,9,"Mammal","Primate",5000,0.000369583603599418,0.000262040365634935,0.000369583603599418,NA,4.08e-05,"Omnivore","Eutherian","5219576"
"119","Cercopithecus erythrotis",2158,1,9,"Mammal","Primate",4074,0.000190630059652991,0.000139091228177843,0.000190630059652991,NA,2.47e-05,"Omnivore","Eutherian","5219577"
"120","Cercopithecus mitis",176,1,9,"Mammal","Primate",5464,0.001604345000094,0.000575203496485632,0.000821413265715388,0.001604345000094,8.46e-05,"Omnivore","Eutherian","5219578"
"121","Cercopithecus mona",2161,1,9,"Mammal","Primate",2733,7.34266193990947e-05,5.66546142316591e-05,7.34266193990947e-05,NA,1.3e-05,"Omnivore","Eutherian","5219566"
"122","Cercopithecus neglectus",177,1,9,"Mammal","Primate",4437.5,0.000281780476699093,0.000203152808156922,0.000281780476699093,NA,3.415e-05,"Omnivore","Eutherian","5219567"
"123","Cercopithecus nictitans",178,1,9,"Mammal","Primate",4958.5,0.000203390365477655,0.000144375211650398,0.000203390365477655,NA,2.26e-05,"Omnivore","Eutherian","5219573"
"124","Cercopithecus petaurista",2166,1,9,"Mammal","Primate",3420,0.000287404973449489,0.000214902726751451,0.000287404973449489,NA,4.27e-05,"Omnivore","Eutherian","5219579"
"125","Cercopithecus pogonias",179,1,9,"Mammal","Primate",3250,0.000119329315112007,8.98658691734441e-05,0.000119329315112007,NA,1.845e-05,"Omnivore","Eutherian","5219574"
"126","Cervus canadensis",93,1,1,"Mammal","Artiodactyla",250000,0.000202319548135967,0.000144013806744357,0.000202319548135967,NA,8.76666666666667e-07,"Herbivore","Eutherian","8600904"
"127","Cervus duvauceli",409,1,1,"Mammal","Artiodactyla",170000,0.00219561530357351,0.00157679352596248,0.00219561530357351,NA,1.27e-05,"Herbivore","Eutherian","2440956"
"128","Cervus duvaucelii",94,1,1,"Mammal","Artiodactyla",159000,0.000518117731165648,0.000372662098655832,0.000518117731165648,NA,3.150908e-06,"Herbivore","Eutherian","2440956"
"129","Cervus elaphus",415,1,1,"Mammal","Artiodactyla",175000,0.0004963966666484,0.00069485049636988,0.00096819390216905,0.0004963966666484,5.48e-06,"Herbivore","Eutherian","2440958"
"130","Cervus unicolor",95,1,1,"Mammal","Artiodactyla",211159.090909091,0.000524567071488483,0.000374846883446331,0.000524567071488483,NA,2.57941969318182e-06,"Herbivore","Eutherian","2440949"
"131","Cheirogaleus intermedius",2169,1,1,"Mammal","Primate",177,0.000166078377055509,0.000212145483540237,0.000166078377055509,NA,0.00025,"Herbivore","Eutherian","2436450"
"132","Chiropotes albinasus",2170,1,1,"Mammal","Primate",2847,3.79055100824858e-05,4.14442083226975e-05,3.79055100824858e-05,NA,6.5e-06,"Herbivore","Eutherian","5219526"
"133","Chiropotes satanas",2171,1,1,"Mammal","Primate",2986,5.62938775399963e-05,6.13851520719947e-05,5.62938775399963e-05,NA,9.3e-06,"Herbivore","Eutherian","5219527"
"134","Choloepus didactylus",2649,1,1,"Mammal","Xenarthra",4150,0.000241380614920008,0.000481987697431019,0.000241380614920008,NA,5.75e-05,"Herbivore","Eutherian","5219519"
"135","Choloepus hoffmanni",96,1,1,"Mammal","Xenarthra",6250,0.00062975835,0.00182636168088134,0.000890988256283873,0.00062975835,0.00016185,"Herbivore","Eutherian","5219520"
"136","Citellus fulvus",2422,1,1,"Mammal","Rodentia",1020,0.000745356926700522,0.000841305466625549,0.000745356926700522,NA,0.000278,"Herbivore","Eutherian","5786608"
"137","Citellus pygmaeus",2423,1,1,"Mammal","Rodentia",222,0.00120281654220097,0.00125033809316159,0.00120281654220097,NA,0.00125,"Herbivore","Eutherian","5786604"
"138","Civecttictis civetta",1462,1,9,"Mammal","Carnivora",12375,5.70360545985417e-05,3.2176688451138e-05,5.70360545985417e-05,NA,2.8e-06,"Omnivore","Eutherian","2434634"
"139","Clethrionomys glareolus",97,1,1,"Mammal","Rodentia",25,0.000293881159406472,0.000271509803124036,0.000293881159406472,NA,0.001325,"Herbivore","Eutherian","2439140"
"140","Clethrionomys occidentalis",2427,1,1,"Mammal","Rodentia",31,0.000142498413861012,0.000133189065437313,0.000142498413861012,NA,0.000556,"Herbivore","Eutherian","2439134"
"141","Clethrionomys rufocanus",2428,1,1,"Mammal","Rodentia",38,0.000631819778980503,0.000597071774704296,0.000631819778980503,NA,0.00215,"Herbivore","Eutherian","2439138"
"142","Clethrionomys rutilus",98,1,1,"Mammal","Rodentia",25,0.000526915980651554,0.000486805123739624,0.000526915980651554,NA,0.00237566666666667,"Herbivore","Eutherian","2439139"
"143","Coendou bicolor",2432,1,1,"Mammal","Rodentia",5000,4.91573624653661e-05,6.04585828180496e-05,4.91573624653661e-05,NA,6.3e-06,"Herbivore","Eutherian","2437599"
"144","Coendou prehensilis",2433,1,1,"Mammal","Rodentia",3360,0.000222816666657,0.000312807215687561,0.000259854015183772,0.000222816666657,4.35e-05,"Herbivore","Eutherian","2437600"
"145","Coendu prehensalis",2434,1,1,"Mammal","Rodentia",4000,0.000270663404825448,0.00032890145150141,0.000270663404825448,NA,4.03e-05,"Herbivore","Eutherian","2437600"
"146","Colobus badius",99,1,1,"Mammal","Primate",8104.5,0.00255256382966035,0.0026320561096866,0.00255256382966035,NA,0.00019315,"Herbivore","Eutherian","9162010"
"147","Colobus guereza",100,1,1,"Mammal","Primate",9213.5,0.0023994270838125,0.00215003402286828,0.00210012870600998,0.0023994270838125,0.00014375,"Herbivore","Eutherian","5963045"
"148","Colobus polykomos",2176,1,1,"Mammal","Primate",7777,0.000501601836194095,0.000518418917782022,0.000501601836194095,NA,3.92e-05,"Herbivore","Eutherian","5963044"
"149","Colobus satanas",101,1,1,"Mammal","Primate",11000,0.000422890189113541,0.000428663810769785,0.000422890189113541,NA,2.52e-05,"Herbivore","Eutherian","5963046"
"150","Conepatus semistriatus",57,1,2,"Mammal","Carnivora",1750,5.65441271931246e-05,5.35383111602226e-05,5.65441271931246e-05,NA,1.2275e-05,"Carnivore","Eutherian","2434883"
"151","Connochaetes taurinus",504,1,1,"Mammal","Artiodactyla",203000,0.001185389333502,0.00107188721204537,0.00149865820034892,0.001185389333502,7.59e-06,"Herbivore","Eutherian","2441105"
"152","Connochaetus taurinus",102,1,1,"Mammal","Artiodactyla",163000,0.00111798325731126,0.000803662842197366,0.00111798325731126,NA,6.673605e-06,"Herbivore","Eutherian","2441105"
"153","Cricetomys emini",2435,1,9,"Mammal","Rodentia",1140,0.000387155148398882,0.000333124829275401,0.000387155148398882,NA,0.000134,"Omnivore","Eutherian","2438551"
"154","Cricetulus migratorius",2436,1,1,"Mammal","Rodentia",30.5,6.1111111e-05,5.91843500030074e-05,6.33767086460718e-05,6.1111111e-05,0.00025,"Herbivore","Eutherian","2438772"
"155","Crocidura bicolor",1980,1,2,"Mammal","Eulipotyphla",3.8,1.60448535992775e-05,7.18107656801305e-06,1.60448535992775e-05,NA,0.000153,"Carnivore","Eutherian","9228233"
"156","Crocidura crossei",1981,1,2,"Mammal","Eulipotyphla",7,2.013408371536e-05,1.02760988677007e-05,2.013408371536e-05,NA,0.0001394,"Carnivore","Eutherian","2435671"
"157","Crocidura hildegardeae",1982,1,2,"Mammal","Eulipotyphla",10.6,5.6622222048e-05,3.92667674256373e-05,7.03694349434857e-05,5.6622222048e-05,0.000392,"Carnivore","Eutherian","2435725"
"158","Crocidura occidentalis",1983,1,2,"Mammal","Eulipotyphla",33.4,0.000458573450831267,0.000327502578274386,0.000458573450831267,NA,0.0014,"Carnivore","Eutherian","2435528"
"159","Crocidura poensis",1984,1,2,"Mammal","Eulipotyphla",17,5.74e-06,4.65815188650097e-06,7.54165743970604e-06,5.74e-06,3.28e-05,"Carnivore","Eutherian","2435577"
"160","Crocidura sp.",1985,1,2,"Mammal","Eulipotyphla",17,3.13622583773142e-05,1.93710950402053e-05,3.13622583773142e-05,NA,0.0001364,"Carnivore","Eutherian","2435528"
"161","Crocuta crocuta",58,1,2,"Mammal","Carnivora",49079.0697674419,1.90393925294354e-05,1.68083555667678e-05,1.90393925294354e-05,NA,3.28030930232558e-07,"Carnivore","Eutherian","5218781"
"162","Cryptomys hottentotus",2437,1,1,"Mammal","Rodentia",68.7,0.00025935,0.000316310777265562,0.000324185298206418,0.00025935,0.000741,"Herbivore","Eutherian","2437213"
"163","Cryptoprocta ferox",1508,1,2,"Mammal","Carnivora",9500,1.66619960421994e-05,1.52256482743469e-05,1.66619960421994e-05,NA,1e-06,"Carnivore","Eutherian","2433516"
"164","Ctenomys opimus",2438,1,1,"Mammal","Rodentia",241,0.000191425,0.000262244577193957,0.000251161221361407,0.000191425,0.000247,"Herbivore","Eutherian","2439640"
"165","Ctenomys peruanus",2439,1,1,"Mammal","Rodentia",400,0.0051683333352,0.00644184149202467,0.00600307521721135,0.0051683333352,0.0042,"Herbivore","Eutherian","2439642"
