"","Species","X","Plot","Plot2","Major_taxa","Order","Mass_g","CombAll","CombPlot2","CombOrder","CombSpecies","Density_Nm2","Trophic","Group","GBIF_ID"
"316","Marmosa cinera",1954,1,9,"Mammal","Didelphimorphia",127,1.30499673139302e-05,1.51897731644179e-05,1.30499673139302e-05,NA,2.5e-05,"Omnivore","Marsupial","7940869"
"317","Marmosa cinerea",1955,1,9,"Mammal","Didelphimorphia",80,1.88497863471076e-05,2.30315538233185e-05,1.88497863471076e-05,NA,5.1e-05,"Omnivore","Marsupial","7940869"
"318","Marmosa fuscata",1956,1,9,"Mammal","Didelphimorphia",60,3.36887939164529e-05,4.24249009564991e-05,3.36887939164529e-05,NA,0.000113,"Omnivore","Marsupial","8996431"
"319","Marmosa murina",201,1,9,"Mammal","Didelphimorphia",45,1.27454053766645e-05,1.65427457238571e-05,1.27454053766645e-05,NA,5.3e-05,"Omnivore","Marsupial","2439873"
"320","Marmosa noctivaga",1959,1,9,"Mammal","Didelphimorphia",60,4.47196379421941e-06,5.63162402077422e-06,4.47196379421941e-06,NA,1.5e-05,"Omnivore","Marsupial","9091251"
"321","Marmosa robinsoni",202,1,9,"Mammal","Didelphimorphia",44.5,8.2619444377e-05,4.70267664381691e-05,3.61894234004955e-05,8.2619444377e-05,0.00015175,"Omnivore","Marsupial","2439862"
"322","Marmota flaviventris",2499,1,1,"Mammal","Rodentia",3400,0.002553,0.00214689396456931,0.00178232017753707,0.002553,0.000296,"Herbivore","Eutherian","2437369"
"323","Marmota marmota",2500,1,1,"Mammal","Rodentia",3950,0.00410236351315008,0.00498167503106058,0.00410236351315008,NA,0.000616,"Herbivore","Eutherian","2437377"
"324","Martes americana",1614,1,2,"Mammal","Carnivora",883,4.2948e-06,3.15707031478696e-06,3.28676359307023e-06,4.2948e-06,1.2e-06,"Carnivore","Eutherian","5218864"
"325","Mazama americana",125,1,1,"Mammal","Artiodactyla",23050,0.000396744283443694,0.000298323970542896,0.000396744283443694,NA,1.025e-05,"Herbivore","Eutherian","5220123"
"326","Mazama gouazoubira",798,1,1,"Mammal","Artiodactyla",17350,0.000325398041942921,0.000246280457343597,0.000325398041942921,NA,1.04e-05,"Herbivore","Eutherian","7261375"
"327","Meles meles",2501,1,2,"Mammal","Rodentia",10900,4.69295000094e-05,4.75275403235955e-05,3.71483813655725e-05,4.69295000094e-05,2.82e-06,"Carnivore","Eutherian","2433875"
"328","Melomys cervinipes",2502,1,1,"Mammal","Rodentia",65,0.00028115369144769,0.000273505535891898,0.00028115369144769,NA,0.000667,"Herbivore","Eutherian","2439000"
"329","Melursus ursinus",2503,1,2,"Mammal","Rodentia",105000,1.36469166657e-05,2.6067233283874e-05,1.75056155838788e-05,1.36469166657e-05,2.9e-07,"Carnivore","Eutherian","2433395"
"330","Mephitis mephitis",2504,1,2,"Mammal","Rodentia",2404,7.14708333305e-05,4.68778346470561e-05,4.05459112575834e-05,7.14708333305e-05,8.5e-06,"Carnivore","Eutherian","5219380"
"331","Meriones persicus",2505,1,1,"Mammal","Rodentia",116,9.33140863635489e-05,9.36597403563358e-05,9.33140863635489e-05,NA,0.00015,"Herbivore","Eutherian","5219719"
"332","Metachirus nudicaudata",1962,1,9,"Mammal","Didelphimorphia",400,1.02081006056735e-05,1.0533432041922e-05,1.02081006056735e-05,NA,8.3e-06,"Omnivore","Marsupial","9686324"
"333","Microcavia australis",2506,1,1,"Mammal","Rodentia",250,0.00249088551539668,0.00260595875341087,0.00249088551539668,NA,0.00239,"Herbivore","Eutherian","2437626"
"334","Microcebus coquereli",2230,1,1,"Mammal","Primate",385,0.000147595681283286,0.000180507416398292,0.000147595681283286,NA,0.000121,"Herbivore","Eutherian","2436449"
"335","Microcebus murinus",2231,1,1,"Mammal","Primate",725,0.000430210266639253,0.000507819113443868,0.000430210266639253,NA,0.000215,"Herbivore","Eutherian","2436447"
"336","Microtus agrestis",126,1,1,"Mammal","Rodentia",44,0.0003923200004904,0.000340835492359996,0.000357827207051141,0.0003923200004904,0.0011034,"Herbivore","Eutherian","2438616"
"337","Microtus arvalis",2509,1,1,"Mammal","Rodentia",27,0.00126713888847,0.000816914553637509,0.000880558026547559,0.00126713888847,0.00377,"Herbivore","Eutherian","2438606"
"338","Microtus californicus",2510,1,1,"Mammal","Rodentia",71,0.0075730555644,0.0087002519166734,0.00890100135569058,0.0075730555644,0.0199,"Herbivore","Eutherian","2438603"
"339","Microtus longicaudatus",2511,1,1,"Mammal","Rodentia",47,0.00254244287863255,0.00243035378697334,0.00254244287863255,NA,0.0075,"Herbivore","Eutherian","2438621"
"340","Microtus mexicanus",2512,1,1,"Mammal","Rodentia",35,0.000783333333,0.000784837679747984,0.000834209556975725,0.000783333333,0.003,"Herbivore","Eutherian","2438651"
"341","Microtus montanus",2513,1,1,"Mammal","Rodentia",43,0.003375,0.00205053441125961,0.00215543413023638,0.003375,0.00675,"Herbivore","Eutherian","2438609"
"342","Microtus ochrogaster",2514,1,1,"Mammal","Rodentia",35,0.00492,0.00313935071899194,0.0033368382279029,0.00492,0.012,"Herbivore","Eutherian","2438671"
"343","Microtus oeconomus",127,1,1,"Mammal","Rodentia",43,0.000973340740548,0.000526962028454075,0.000553919961172845,0.000973340740548,0.00173466666666667,"Herbivore","Eutherian","2438635"
"344","Microtus pennsylvanicus",2518,1,1,"Mammal","Rodentia",49,0.00169455555376,0.00134936334797156,0.00140842365735669,0.00169455555376,0.00404,"Herbivore","Eutherian","2438655"
"345","Miopithecus talapoin",128,1,1,"Mammal","Primate",1250,0.000155787488746534,0.000178366305538552,0.000155787488746534,NA,5.085e-05,"Herbivore","Eutherian","2436591"
"346","Monodelphis brevicaudata",1963,1,9,"Mammal","Didelphimorphia",80,2.3058e-05,2.84507429582169e-05,2.32850301934859e-05,2.3058e-05,6.3e-05,"Omnivore","Marsupial","2439971"
"347","Moschiola meminna",1291,1,1,"Mammal","Artiodactyla",5000,1.32141587999304e-05,1.02915814534034e-05,1.32141587999304e-05,NA,1.0724195e-06,"Herbivore","Eutherian","2441235"
"348","Moschus moschiferus",801,1,1,"Mammal","Artiodactyla",15000,2.46900125846155e-05,1.87495183811847e-05,2.46900125846155e-05,NA,8.8e-07,"Herbivore","Eutherian","2440988"
"349","Mungos mungo",2519,1,2,"Mammal","Rodentia",1430,6.08982163116996e-05,6.80001632360779e-05,6.08982163116996e-05,NA,1.81e-05,"Carnivore","Eutherian","5219080"
"350","Mungotictis decemlineata",1616,1,2,"Mammal","Carnivora",670,1.82090710040198e-05,1.75922415823492e-05,1.82090710040198e-05,NA,8.2e-06,"Carnivore","Eutherian","2433518"
"351","Muntiacus muntjak",130,1,1,"Mammal","Artiodactyla",16562.5,2.76712638455981e-05,2.09656341950364e-05,2.76712638455981e-05,NA,9.157088609375e-07,"Herbivore","Eutherian","2440943"
"352","Mus bufo",2520,1,9,"Mammal","Rodentia",8.6,4.11440213134376e-05,4.09921684939533e-05,4.11440213134376e-05,NA,0.00038,"Omnivore","Eutherian","2438788"
"353","Mus minutoides",2521,1,9,"Mammal","Rodentia",6.4,0.000106088888696,7.74562664631381e-05,7.70571332803259e-05,0.000106088888696,0.000868,"Omnivore","Eutherian","2438796"
"354","Mus musculoides",2522,1,9,"Mammal","Rodentia",8.5,7.50908247310463e-05,7.4839937635558e-05,7.50908247310463e-05,NA,0.000699,"Omnivore","Eutherian","2438786"
"355","Mus spp.",2523,1,9,"Mammal","Rodentia",9,0.000313408601645192,0.000311826303791133,0.000313408601645192,NA,0.0028075,"Omnivore","Eutherian","1"
"356","Mus triton",2524,1,9,"Mammal","Rodentia",11.8,0.000123072323768465,0.000121459936840155,0.000123072323768465,NA,0.000919,"Omnivore","Eutherian","2438784"
