,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Trophic,Group,rmax
3287,5,7,Bird,Passeriformes,Pericrocotus flammeus,23.28091258,15.41700453,,Passerine,0.662216504
3288,5,7,Bird,Passeriformes,Perisoreus canadensis,70.3,41.7,,Passerine,0.593172119
3289,5,7,Bird,Passeriformes,Perisoreus infaustus,84.33347578,29.04022654,,Passerine,0.344349931
3290,5,7,Bird,Passeriformes,Petrochelidon fulva,20.15,19,,Passerine,0.94292804
3291,5,7,Bird,Passeriformes,Petrochelidon pyrrhonota,23.24,16,,Passerine,0.688468158
3292,5,7,Bird,Passeriformes,Petronia petronia,30.1995172,30.13006024,,Passerine,0.997700064
3293,5,7,Bird,Passeriformes,Peucaea aestivalis,19.6,17.8,,Passerine,0.908163265
3294,5,7,Bird,Passeriformes,Phainopepla nitens,22.08004733,14.5881426,,Passerine,0.660693448
5461,5,7,Bird,Passeriformes,Pheucticus ludovicianus,47.325,32.5,,Passerine,0.686740623
3297,5,7,Bird,Passeriformes,Pheucticus melanocephalus,42,25,,Passerine,0.595238095
3298,5,7,Bird,Passeriformes,Phoenicurus auroreus,16.21810097,13.52072563,,Passerine,0.833681185
3299,5,7,Bird,Passeriformes,Phoenicurus ochruros,16.48162392,20.94112456,,Passerine,1.270574105
3300,5,7,Bird,Passeriformes,Phoenicurus phoenicurus,14.5881426,22.43881924,,Passerine,1.538154641
3301,5,7,Bird,Passeriformes,Phylloscopus borealis,10.88930093,7.798301105,,Passerine,0.71614341
3302,5,7,Bird,Passeriformes,Phylloscopus collybita,8.298507675,9.204495718,,Passerine,1.109174815
3303,5,7,Bird,Passeriformes,Phylloscopus sibilatrix,9.204495718,11.72195366,,Passerine,1.273503081
3304,5,7,Bird,Passeriformes,Phylloscopus trochiloides,8.053784412,5.093308711,,Passerine,0.632411851
3305,5,7,Bird,Passeriformes,Phylloscopus trochilus,8.7096359,10.18591388,,Passerine,1.169499391
3306,5,7,Bird,Passeriformes,Pica hudsonia,177,151,,Passerine,0.853107345
3307,5,7,Bird,Passeriformes,Pica nuttalli,159,136,,Passerine,0.855345912
3308,5,7,Bird,Passeriformes,Pica pica,217.2701179,52.36004366,,Passerine,0.240990543
3309,5,7,Bird,Passeriformes,Pinicola enucleator,56.36376558,14.89361078,,Passerine,0.264240876
3310,5,7,Bird,Passeriformes,Pipilo erythrophthalmus,39.99447498,28.31391996,,Passerine,0.707945784
3311,5,7,Bird,Passeriformes,Pipilo fuscus,44.36086439,37.6703799,,Passerine,0.849180475
3312,5,7,Bird,Passeriformes,Piranga ludoviciana,30,20.6,,Passerine,0.686666667
3313,5,7,Bird,Passeriformes,Piranga olivacea,29,19.9,,Passerine,0.686206897
3314,5,7,Bird,Passeriformes,Piranga rubra,40,33.1,,Passerine,0.8275
3315,5,7,Bird,Passeriformes,Pitangus sulphuratus,62.80583588,66.52731562,,Passerine,1.059253725
5631,5,7,Bird,Passeriformes,Plectrophenax nivalis,41.8,31.9,,Passerine,0.763157895
3318,5,7,Bird,Passeriformes,Ploceus megarhynchus,34.35579479,14.45439771,,Passerine,0.420726628
3319,5,7,Bird,Passeriformes,Ploceus philippinus,28.18382931,14.9279441,,Passerine,0.529663444
3320,5,7,Bird,Passeriformes,Podoces panderi,91.20108394,25.06109253,,Passerine,0.274789415
3321,5,7,Bird,Passeriformes,Poecile atricapillus,10.4,12.2,,Passerine,1.173076923
3322,5,7,Bird,Passeriformes,Poecile carolinensis,10.25,8.47,,Passerine,0.826341463
3323,5,7,Bird,Passeriformes,Poecile cinctus,12.5,11.6,,Passerine,0.928
3324,5,7,Bird,Passeriformes,Poecile gambeli,11.5,11.9,,Passerine,1.034782609
3325,5,7,Bird,Passeriformes,Poecile hudsonicus,10,8.25,,Passerine,0.825
3326,5,7,Bird,Passeriformes,Poecile rufescens,9.8,8.38,,Passerine,0.855102041
3327,5,7,Bird,Passeriformes,Poecile sclateri,11,9.17,,Passerine,0.833636364
3328,5,7,Bird,Passeriformes,Polioptila caerulea,6.5,6.43,,Passerine,0.989230769
3329,5,7,Bird,Passeriformes,Polioptila californica,6,5.59,,Passerine,0.931666667
3330,5,7,Bird,Passeriformes,Polioptila melanura,5.199959965,7.58577575,,Passerine,1.45881426
570,5,7,Bird,Passeriformes,Pooecetes gramineus,25.70395783,24.43430553,,Passerine,0.950604794
3333,5,7,Bird,Passeriformes,Prinia subflava,8.649679188,11.32400363,,Passerine,1.309181923
578,5,7,Bird,Passeriformes,Progne subis,45,34.3,,Passerine,0.762222222
3336,5,7,Bird,Passeriformes,Promerops cafer,34.75361614,18.66379691,,Passerine,0.537031796
3337,5,7,Bird,Passeriformes,Protonotaria citrea,14.28893959,15.27566058,,Passerine,1.069054879
3338,5,7,Bird,Passeriformes,Prunella atrogularis,18.49268619,16.21810097,,Passerine,0.877000821
3339,5,7,Bird,Passeriformes,Prunella collaris,38.63669771,23.44228815,,Passerine,0.606736329
3340,5,7,Bird,Passeriformes,Prunella modularis,20.23019179,26.0615355,,Passerine,1.288249551
3341,5,7,Bird,Passeriformes,Prunella montanella,16.98243652,18.19700859,,Passerine,1.071519306
3342,5,7,Bird,Passeriformes,Psaltriparus minimus,5.3,5.78,,Passerine,1.090566038
3343,5,7,Bird,Passeriformes,Pycnonotus cafer,42.85485204,18.66379691,,Passerine,0.435511874
3344,5,7,Bird,Passeriformes,Pycnonotus jocosus,29.44421634,22.23309891,,Passerine,0.755092228
3345,5,7,Bird,Passeriformes,Pycnonotus leucogenys,35.97493352,22.08004733,,Passerine,0.613762005
589,5,7,Bird,Passeriformes,Pyrocephalus rubinus,12.87,9.22,,Passerine,0.716394716
3348,5,7,Bird,Passeriformes,Pyrrhocorax graculus,210.862815,59.84115951,,Passerine,0.283791903
3349,5,7,Bird,Passeriformes,Pyrrhocorax pyrrhocorax,276.6941645,62.80583588,,Passerine,0.226986485
3350,5,7,Bird,Passeriformes,Pyrrhula pyrrhula,24.26610095,16.18080038,,Passerine,0.666806769
3351,5,7,Bird,Passeriformes,Pytilia melba,15.41700453,10.78946722,,Passerine,0.699841996
3352,5,7,Bird,Passeriformes,Quiscalus major,151.3561248,55.4625713,,Passerine,0.366437575
590,5,7,Bird,Passeriformes,Quiscalus mexicanus,168.7,123,,Passerine,0.72910492
3355,5,7,Bird,Passeriformes,Quiscalus quiscula,105.1961874,41.39996748,,Passerine,0.393550075
3356,5,7,Bird,Passeriformes,Ramphocelus carbo,25.94179362,13.12199899,,Passerine,0.505824662
3357,5,7,Bird,Passeriformes,Ramphocelus dimidiatus,27.9898132,13.39676687,,Passerine,0.478630092
3358,5,7,Bird,Passeriformes,Ramphocelus passerinii,31.9889511,14.79108388,,Passerine,0.462381021
3359,5,7,Bird,Passeriformes,Regulus calendula,6.75,6.27,,Passerine,0.928888889
3360,5,7,Bird,Passeriformes,Regulus ignicapillus,5.597576015,7.58577575,,Passerine,1.355189412
3361,5,7,Bird,Passeriformes,Regulus regulus,5.54625713,15.31087462,,Passerine,2.760577857
3362,5,7,Bird,Passeriformes,Regulus satrapa,5.5,6.62,,Passerine,1.203636364
3363,5,7,Bird,Passeriformes,Remiz pendulinus,9.289663868,3.548133892,,Passerine,0.381944271
3364,5,7,Bird,Passeriformes,Rhipidura albicollis,12.91219274,8.649679188,,Passerine,0.669884609
3365,5,7,Bird,Passeriformes,Rhodopechys obsoleta,25.52701303,20.09092813,,Passerine,0.78704579
3366,5,7,Bird,Passeriformes,Riparia riparia,12.67651866,12.1338885,,Passerine,0.957194071
3367,5,7,Bird,Passeriformes,Rupicola rupicola,194.5360082,30.40885026,,Passerine,0.156314764
3368,5,7,Bird,Passeriformes,Sakesphorus canadensis,24.37810818,17.37800829,,Passerine,0.71285303
3369,5,7,Bird,Passeriformes,Salpinctes obsoletus,16.36816521,24.83133105,,Passerine,1.517050368
3370,5,7,Bird,Passeriformes,Saltator maximus,47.64309868,22.02926463,,Passerine,0.462381021
3371,5,7,Bird,Passeriformes,Saxicola caprata,15.2054753,14.55459081,,Passerine,0.957194071
3372,5,7,Bird,Passeriformes,Saxicola rubetra,16.59586907,16.33051948,,Passerine,0.984011106
3373,5,7,Bird,Passeriformes,Saxicola torquata,14.09288798,19.58844674,,Passerine,1.389952632
3374,5,7,Bird,Passeriformes,Sayornis nigricans,18.62087137,10.56817509,,Passerine,0.567544605
3375,5,7,Bird,Passeriformes,Sayornis phoebe,19.6788629,18.92343619,,Passerine,0.961612278
3376,5,7,Bird,Passeriformes,Sayornis saya,20.89296131,20.55890596,,Passerine,0.984011106
3377,5,7,Bird,Passeriformes,Scotocerca inquieta,8.203515443,7.345138682,,Passerine,0.895364766
3378,5,7,Bird,Passeriformes,Seiurus aurocapilla,18.8,12.9,,Passerine,0.686170213
3379,5,7,Bird,Passeriformes,Seiurus aurocapillus,18.79316817,11.58777356,,Passerine,0.616595002
3380,5,7,Bird,Passeriformes,Seiurus motacilla,19.90673339,12.56029964,,Passerine,0.630957345
3381,5,7,Bird,Passeriformes,Seiurus noveboracensis,16.29296033,9.794899854,,Passerine,0.601173737
3382,5,7,Bird,Passeriformes,Serinus canaria,24.32204009,10.69054879,,Passerine,0.439541615
3383,5,7,Bird,Passeriformes,Serinus pusillus,11.53453258,11.06623784,,Passerine,0.959400631
3384,5,7,Bird,Passeriformes,Setophaga americana,7.9,5.41,,Passerine,0.684810127
3385,5,7,Bird,Passeriformes,Setophaga caerulescens,10.2,9.51,,Passerine,0.932352941
3386,5,7,Bird,Passeriformes,Setophaga cerulea,8.625,5.88,,Passerine,0.68173913
3387,5,7,Bird,Passeriformes,Setophaga dominica,9.7,9.04,,Passerine,0.931958763
3388,5,7,Bird,Passeriformes,Setophaga kirtlandii,15.5,11.8,,Passerine,0.761290323
3389,5,7,Bird,Passeriformes,Setophaga magnolia,7.5,5.15,,Passerine,0.686666667
3390,5,7,Bird,Passeriformes,Setophaga pensylvanica,9,6.14,,Passerine,0.682222222
3391,5,7,Bird,Passeriformes,Setophaga petechia,9.8,5.83,,Passerine,0.594897959
3392,5,7,Bird,Passeriformes,Setophaga pinus,11.8,8.1,,Passerine,0.686440678
6251,5,7,Bird,Passeriformes,Setophaga ruticilla,8.5,5.84,,Passerine,0.687058824
3395,5,7,Bird,Passeriformes,Setophaga striata,15,15.3,,Passerine,1.02
3396,5,7,Bird,Passeriformes,Sialia currucoides,29.58012467,43.75221052,,Passerine,1.479108388
6261,5,7,Bird,Passeriformes,Sialia mexicana,26.42408757,29.37649652,,Passerine,1.111731727
6271,5,7,Bird,Passeriformes,Sialia sialis,27.47894153,34.59393778,,Passerine,1.258925412
629,5,7,Bird,Passeriformes,Sitta canadensis,11.2,8.53,,Passerine,0.761607143
630,5,7,Bird,Passeriformes,Sitta carolinensis,20.5,19.1,,Passerine,0.931707317
3405,5,7,Bird,Passeriformes,Sitta europaea,20.37042078,15.27566058,,Passerine,0.749894209
6311,5,7,Bird,Passeriformes,Sitta pusilla,10.8,8.14,,Passerine,0.753703704
6321,5,7,Bird,Passeriformes,Sitta pygmaea,10.7,9.43,,Passerine,0.881308411
642,5,7,Bird,Passeriformes,Spiza americana,33,21.9,,Passerine,0.663636364
3412,5,7,Bird,Passeriformes,Spizella breweri,11,6.46,,Passerine,0.587272727
643,5,7,Bird,Passeriformes,Spizella pallida,11.19437883,8.472274141,,Passerine,0.756832895
644,5,7,Bird,Passeriformes,Spizella passerina,12.2,11.4,,Passerine,0.93442623
3417,5,7,Bird,Passeriformes,Spizella pusilla,12.5025903,18.15515663,,Passerine,1.452111618
3418,5,7,Bird,Passeriformes,Spizelloides arborea,16.6,11.4,,Passerine,0.686746988
3419,5,7,Bird,Passeriformes,Sporophila nigricollis,9.594006315,6.760829754,,Passerine,0.704693069
3420,5,7,Bird,Passeriformes,Sporophila torqueola,8.7096359,7.961593504,,Passerine,0.914113241
3421,5,7,Bird,Passeriformes,Stelgidopteryx ruficollis,16.10645635,8.53100114,,Passerine,0.529663444
3422,5,7,Bird,Passeriformes,Struthidea cinerea,132.1295634,32.73406949,,Passerine,0.247742206
6551,5,7,Bird,Passeriformes,Sturnella magna,94.71,72.2,,Passerine,0.762327104
6561,5,7,Bird,Passeriformes,Sturnella neglecta,85,70.2,,Passerine,0.825882353
3427,5,7,Bird,Passeriformes,Sturnus roseus,72.94575103,27.9898132,,Passerine,0.383707246
6571,5,7,Bird,Passeriformes,Sturnus vulgaris,74,75.3,,Passerine,1.017567568
3430,5,7,Bird,Passeriformes,Sylvia atricapilla,16.71090614,19.58844674,,Passerine,1.172195366
3431,5,7,Bird,Passeriformes,Sylvia borin,18.19700859,14.96235656,,Passerine,0.82224265
3432,5,7,Bird,Passeriformes,Sylvia communis,15.10080154,15.92208727,,Passerine,1.054386896
3433,5,7,Bird,Passeriformes,Sylvia curruca,11.45512941,9.908319449,,Passerine,0.864967919
3434,5,7,Bird,Passeriformes,Sylvia hortensis,21.87761624,14.9279441,,Passerine,0.682338694
3435,5,7,Bird,Passeriformes,Sylvia nisoria,22.49054606,16.74942876,,Passerine,0.744731974
3436,5,7,Bird,Passeriformes,Tachycineta bicolor,19,14.5,,Passerine,0.763157895
3437,5,7,Bird,Passeriformes,Tachycineta thalassina,14.1579378,7.798301105,,Passerine,0.550807696
3438,5,7,Bird,Passeriformes,Tangara gyrola,20.98939884,15.59552503,,Passerine,0.743019138
3439,5,7,Bird,Passeriformes,Tangara icterocephala,21.97859873,13.48962883,,Passerine,0.613762005
3440,5,7,Bird,Passeriformes,Tangara larvata,19.9986187,12.91219274,,Passerine,0.645654229
3441,5,7,Bird,Passeriformes,Tephrodornis pondicerianus,20.18366364,14.09288798,,Passerine,0.698232404
3442,5,7,Bird,Passeriformes,Terpsiphone paradisi,19.23091729,8.317637711,,Passerine,0.432513831
3443,5,7,Bird,Passeriformes,Tersina viridis,28.97343588,12.58925412,,Passerine,0.434510224
3444,5,7,Bird,Passeriformes,Thraupis episcopus,34.9945167,14.19057522,,Passerine,0.405508536
3445,5,7,Bird,Passeriformes,Thraupis palmarum,38.99419867,29.99162519,,Passerine,0.76913044
677,5,7,Bird,Passeriformes,Thryomanes bewickii,9.908319449,19.45360082,,Passerine,1.963360277
6781,5,7,Bird,Passeriformes,Thryothorus ludovicianus,18.96705921,22.28435149,,Passerine,1.174897555
3450,5,7,Bird,Passeriformes,Tiaris olivacea,8.49180475,8.14704284,,Passerine,0.959400632
3451,5,7,Bird,Passeriformes,Tichodroma muraria,17.61976046,10.42317429,,Passerine,0.591561634
3452,5,7,Bird,Passeriformes,Tityra semifasciata,79.25013305,32.06269325,,Passerine,0.404575892
3453,5,7,Bird,Passeriformes,Toxostoma crissale,62.7,53.2,,Passerine,0.848484848
682,5,7,Bird,Passeriformes,Toxostoma curvirostre,80.65,66.7,,Passerine,0.827030378
683,5,7,Bird,Passeriformes,Toxostoma lecontei,61.82,47.2,,Passerine,0.763506956
3458,5,7,Bird,Passeriformes,Toxostoma longirostre,67.60829754,42.85485204,,Passerine,0.633869711
684,5,7,Bird,Passeriformes,Toxostoma redivivum,84.4,84.9,,Passerine,1.005924171
685,5,7,Bird,Passeriformes,Toxostoma rufum,67,96.2,,Passerine,1.435820896
6931,5,7,Bird,Passeriformes,Troglodytes aedon,10.83926914,22.02926463,,Passerine,2.032357011
6941,5,7,Bird,Passeriformes,Troglodytes troglodytes,9.749896377,16.71090614,,Passerine,1.713957307
3467,5,7,Bird,Passeriformes,Turdoides caudatus,39.17418771,21.1348904,,Passerine,0.539510623
696,5,7,Bird,Passeriformes,Turdus albicollis,54.1,724.94,,Passerine,13.4
6971,5,7,Bird,Passeriformes,Turdus fumigatus,71.4,1021.236364,,Passerine,14.30303031
6981,5,7,Bird,Passeriformes,Turdus grayi,73.8,1134.675,,Passerine,15.375
3474,5,7,Bird,Passeriformes,Turdus iliacus,61.23503917,48.08393484,,Passerine,0.785235635
3475,5,7,Bird,Passeriformes,Turdus leucomelas,69.02398038,46.98941086,,Passerine,0.680769359
3476,5,7,Bird,Passeriformes,Turdus merula,102.8016298,111.6863248,,Passerine,1.086425624
6991,5,7,Bird,Passeriformes,Turdus migratorius,77.3,837.4166667,,Passerine,10.83333333
3481,5,7,Bird,Passeriformes,Turdus nudigenis,63.9,526.6909091,,Passerine,8.242424243
3482,5,7,Bird,Passeriformes,Turdus philomelos,67.76415076,50.35006088,,Passerine,0.743019138
3483,5,7,Bird,Passeriformes,Turdus pilaris,105.9253725,55.84701947,,Passerine,0.527229861
3484,5,7,Bird,Passeriformes,Turdus torquatus,108.8930093,66.0693448,,Passerine,0.60673633
3485,5,7,Bird,Passeriformes,Turdus viscivorus,117.4897555,60.53408748,,Passerine,0.515228645
3486,5,7,Bird,Passeriformes,Tyrannus tyrannus,39.9,23.8,,Passerine,0.596491228
3487,5,7,Bird,Passeriformes,Tyrannus verticalis,40.7,27.7,,Passerine,0.680589681
3488,5,7,Bird,Passeriformes,Vermivora celata,9.204495718,6.180164001,,Passerine,0.671428853
7141,5,7,Bird,Passeriformes,Vermivora chrysoptera,8.8,7.12,,Passerine,0.809090909
3491,5,7,Bird,Passeriformes,Vermivora cyanoptera,8.9,6.79,,Passerine,0.762921348
3492,5,7,Bird,Passeriformes,Vermivora peregrina,8.892011179,7.726805851,,Passerine,0.868960429
3493,5,7,Bird,Passeriformes,Vermivora pinus,8.892011179,6.950243176,,Passerine,0.781627805
3494,5,7,Bird,Passeriformes,Vermivora ruficapilla,8.090958992,5.407543229,,Passerine,0.668343917
7151,5,7,Bird,Passeriformes,Vireo bellii,8.49180475,11.29795915,,Passerine,1.330454418
3497,5,7,Bird,Passeriformes,Vireo flavifrons,18,12.3,,Passerine,0.683333333
3498,5,7,Bird,Passeriformes,Vireo gilvus,15,14.4,,Passerine,0.96
716,5,7,Bird,Passeriformes,Vireo griseus,11.40249788,10.51961874,,Passerine,0.922571427
717,5,7,Bird,Passeriformes,Vireo olivaceus,16.06941253,13.00169578,,Passerine,0.809095899
3503,5,7,Bird,Passeriformes,Vireo solitarius,16,11,,Passerine,0.6875
3504,5,7,Bird,Passeriformes,Xanthocephalus xanthocephalus,75.75,57.1,,Passerine,0.75379538
7271,5,7,Bird,Passeriformes,Zonotrichia albicollis,21.1,17.4,,Passerine,0.82464455
3507,5,7,Bird,Passeriformes,Zonotrichia atricapilla,31.55,26.1,,Passerine,0.82725832
728,5,7,Bird,Passeriformes,Zonotrichia leucophrys,25.82,21.4,,Passerine,0.828814872
729,5,7,Bird,Passeriformes,Zonotrichia querula,33.1,22.7,,Passerine,0.685800604
3512,5,7,Bird,Passeriformes,Zosterops japonicus,11.25,9.89,,Passerine,0.879111111
3513,5,7,Bird,Passeriformes,Zosterops lateralis,12.67651866,9.268298234,,Passerine,0.731139083
3514,5,7,Bird,Pelecaniformes,Ardea alba,873.5,538,,Non passerine,0.615912994
59,5,7,Bird,Pelecaniformes,Ardea cinerea,1443,6140.425532,,Non passerine,4.255319149
3517,5,7,Bird,Pelecaniformes,Ardea goliath,4466.835922,326.5878322,,Non passerine,0.073113908
60,5,7,Bird,Pelecaniformes,Ardea herodias,1870,1340,,Non passerine,0.71657754
3520,5,7,Bird,Pelecaniformes,Ardea melanocephala,1059.253725,207.4913517,,Non passerine,0.195884467
3521,5,7,Bird,Pelecaniformes,Ardea purpurea,1064.143018,195.8844674,,Non passerine,0.1840772
3522,5,7,Bird,Pelecaniformes,Ardeola bacchus,304.789499,135.8313447,,Non passerine,0.445656248
3523,5,7,Bird,Pelecaniformes,Ardeola ralloides,287.0780582,59.84115951,,Non passerine,0.208449088
3524,5,7,Bird,Pelecaniformes,Balaeniceps rex,5942.921586,284.4461107,,Non passerine,0.047863009
3525,5,7,Bird,Pelecaniformes,Botaurus lentiginosus,706.3175543,134.8962883,,Non passerine,0.190985326
3526,5,7,Bird,Pelecaniformes,Botaurus stellaris,1318.256739,192.3091729,,Non passerine,0.145881426
3527,5,7,Bird,Pelecaniformes,Bubulcus ibis,390,179,,Non passerine,0.458974359
3528,5,7,Bird,Pelecaniformes,Butorides striatus,201.372425,67.92036326,,Non passerine,0.337287309
3529,5,7,Bird,Pelecaniformes,Butorides virescens,175,91.3,,Non passerine,0.521714286
3530,5,7,Bird,Pelecaniformes,Egretta caerulea,339.5,232,,Non passerine,0.683357879
3531,5,7,Bird,Pelecaniformes,Egretta garzetta,311.8889584,97.05099672,,Non passerine,0.311171634
3532,5,7,Bird,Pelecaniformes,Egretta rufescens,614,204,,Non passerine,0.332247557
241,5,7,Bird,Pelecaniformes,Egretta thula,314,215,,Non passerine,0.684713376
3535,5,7,Bird,Pelecaniformes,Egretta tricolor,309.9,169,,Non passerine,0.545337206
3536,5,7,Bird,Pelecaniformes,Eudocimus albus,940,433,,Non passerine,0.460638298
3537,5,7,Bird,Pelecaniformes,Geronticus eremita,1202.264435,192.3091729,,Non passerine,0.159955803
3538,5,7,Bird,Pelecaniformes,Gorsachius goisagi,527.2298614,187.068214,,Non passerine,0.354813389
3539,5,7,Bird,Pelecaniformes,Ixobrychus exilis,86.29785478,78.52356346,,Non passerine,0.909913273
3540,5,7,Bird,Pelecaniformes,Ixobrychus flavicollis,321.3660539,229.6148648,,Non passerine,0.714496326
3541,5,7,Bird,Pelecaniformes,Ixobrychus minutus,99.54054174,55.20774393,,Non passerine,0.554625713
3542,5,7,Bird,Pelecaniformes,Ixobrychus sinensis,94.40608763,114.8153621,,Non passerine,1.216186
468,5,7,Bird,Pelecaniformes,Nycticorax nycticorax,800,545,,Non passerine,0.68125
3545,5,7,Bird,Pelecaniformes,Pelecanus crispus,9506.047937,369.8281798,,Non passerine,0.038904514
516,5,7,Bird,Pelecaniformes,Pelecanus erythrorhynchos,6129,1950,,Non passerine,0.318159569
517,5,7,Bird,Pelecaniformes,Pelecanus occidentalis,3174,9522,,Non passerine,3
3551,5,7,Bird,Pelecaniformes,Pelecanus onocrotalus,9332.543008,311.8889584,,Non passerine,0.033419504
3552,5,7,Bird,Pelecaniformes,Pelecanus rufescens,5420.008904,207.9696687,,Non passerine,0.038370725
561,5,7,Bird,Pelecaniformes,Platalea ajaja,1036.97,397,,Non passerine,0.382846177
3555,5,7,Bird,Pelecaniformes,Platalea leucorodia,1866.379691,263.0267992,,Non passerine,0.14092888
3556,5,7,Bird,Pelecaniformes,Plegadis chihi,487.5,240,,Non passerine,0.492307692
564,5,7,Bird,Pelecaniformes,Plegadis falcinellus,431.2,165,,Non passerine,0.382653061
3559,5,7,Bird,Pelecaniformes,Threskiornis aethiopicus,1492.79441,151.7050367,,Non passerine,0.101624869
3560,5,7,Bird,Phaethontiformes,Phaethon aethereus,749.8942093,63.53309319,,Non passerine,0.084722741
3561,5,7,Bird,Phaethontiformes,Phaethon lepturus,328.0952931,57.80960474,,Non passerine,0.176197605
537,5,7,Bird,Phaethontiformes,Phaethon rubricauda,593.2,191,,Non passerine,0.321982468
3564,5,7,Bird,Phoenicopteriformes,Phoenicopterus ruber,3033.891184,213.3044913,,Non passerine,0.070307232
3565,5,7,Bird,Piciformes,Colaptes auratus,120,82.6,,Non passerine,0.688333333
3566,5,7,Bird,Piciformes,Dryocopus martius,321.3660539,45.70881896,,Non passerine,0.142232879
3567,5,7,Bird,Piciformes,Dryocopus pileatus,364,251,,Non passerine,0.68956044
3568,5,7,Bird,Piciformes,Jynx ruficollis,46.45152752,20.79696687,,Non passerine,0.447713304
