"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","CombAll","CombPlot2","CombOrder","CombSpecies","Density_Nm2","Trophic","Group"
"4995",5,7,"Bird","Unknown","Unknown",40.34536975,5.40332687417878e-06,5.40332687417878e-06,NA,NA,1.19868e-05,"Herbivore",""
"4996",5,7,"Bird","Unknown","Unknown",39.72993001,6.22781828517788e-06,6.22781828517788e-06,NA,NA,1.39576e-05,"Herbivore",""
"4997",5,7,"Bird","Unknown","Unknown",28.03741694,7.67899860298666e-06,7.67899860298666e-06,NA,NA,2.16918e-05,"Herbivore",""
"4998",5,7,"Bird","Unknown","Unknown",29.33808078,8.0357273379387e-06,8.0357273379387e-06,NA,NA,2.20262e-05,"Herbivore",""
"4999",5,7,"Bird","Unknown","Unknown",21.01417284,1.16523590691948e-05,1.16523590691948e-05,NA,NA,3.98616e-05,"Herbivore",""
"5000",5,7,"Bird","Unknown","Unknown",31.15219122,1.1339756167771e-05,1.1339756167771e-05,NA,NA,2.98687e-05,"Herbivore",""
"5001",5,7,"Bird","Unknown","Unknown",37.35225278,1.26026972249317e-05,1.26026972249317e-05,NA,NA,2.94262e-05,"Herbivore",""
"5002",5,7,"Bird","Unknown","Unknown",49.76297087,2.03712811283548e-05,2.03712811283548e-05,NA,NA,3.93153e-05,"Herbivore",""
"5003",5,7,"Bird","Unknown","Unknown",37.32165552,2.08166417360104e-05,2.08166417360104e-05,NA,NA,4.86315e-05,"Herbivore",""
"5004",5,7,"Bird","Unknown","Unknown",30.72958534,4.57686251814941e-06,4.57686251814941e-06,NA,NA,1.21652e-05,"Herbivore",""
"5005",5,7,"Bird","Unknown","Unknown",27.14739737,2.57941381775029e-05,2.57941381775029e-05,NA,NA,7.44414e-05,"Herbivore",""
"5006",5,7,"Bird","Unknown","Unknown",424.5195547,0.000912322457781203,0.000912322457781203,NA,NA,0.000424144,"Herbivore",""
"5007",5,7,"Bird","Unknown","Unknown",1136.756379,0.000536029427486174,0.000536029427486174,NA,NA,0.000129573,"Herbivore",""
"5008",5,7,"Bird","Unknown","Unknown",406.9806865,0.000126375760925674,0.000126375760925674,NA,NA,6.04221e-05,"Herbivore",""
"5009",5,7,"Bird","Unknown","Unknown",534.7964306,8.76194949852699e-05,8.76194949852699e-05,NA,NA,3.4944e-05,"Herbivore",""
"5010",5,7,"Bird","Unknown","Unknown",446.1589403,6.56881334473664e-05,6.56881334473664e-05,NA,NA,2.95471e-05,"Herbivore",""
"5011",5,7,"Bird","Unknown","Unknown",1304.385613,0.00024292902656388,0.00024292902656388,NA,NA,5.35968e-05,"Herbivore",""
"5012",5,7,"Bird","Unknown","Unknown",805.4031058,5.80026326712726e-05,5.80026326712726e-05,NA,NA,1.76256e-05,"Herbivore",""
"5013",5,7,"Bird","Unknown","Unknown",793.5110886,4.93209024613028e-05,4.93209024613028e-05,NA,NA,1.51362e-05,"Herbivore",""
"5014",5,7,"Bird","Unknown","Unknown",672.0651878,3.792233779891e-05,3.792233779891e-05,NA,NA,1.29952e-05,"Herbivore",""
"5015",5,7,"Bird","Unknown","Unknown",414.8791408,1.03824969652519e-05,1.03824969652519e-05,NA,NA,4.90107e-06,"Herbivore",""
"5016",5,7,"Bird","Unknown","Unknown",673.1176834,1.45483473366836e-05,1.45483473366836e-05,NA,NA,4.98024e-06,"Herbivore",""
"5017",5,7,"Bird","Unknown","Unknown",1142.472618,2.48364996231119e-05,2.48364996231119e-05,NA,NA,5.9837e-06,"Herbivore",""
"5018",5,7,"Bird","Unknown","Unknown",939.3021145,1.33940226074449e-05,1.33940226074449e-05,NA,NA,3.675e-06,"Herbivore",""
"5019",5,7,"Bird","Unknown","Unknown",11.86009588,1.53813311830717e-06,1.53813311830717e-06,NA,NA,7.69287e-06,"Omnivore",""
"5020",5,7,"Bird","Unknown","Unknown",11.65107774,7.7499110504123e-06,7.7499110504123e-06,NA,NA,3.9221e-05,"Omnivore",""
"5021",5,7,"Bird","Unknown","Unknown",11.63922061,1.44570326764523e-05,1.44570326764523e-05,NA,NA,7.32141e-05,"Omnivore",""
"5022",5,7,"Bird","Unknown","Unknown",15.96245184,5.17849845382858e-05,5.17849845382858e-05,NA,NA,0.000212635,"Omnivore",""
"5023",5,7,"Bird","Unknown","Unknown",20.01781171,8.04027389242247e-05,8.04027389242247e-05,NA,NA,0.000284066,"Omnivore",""
"5024",5,7,"Bird","Unknown","Unknown",26.28171491,9.49213530650417e-05,9.49213530650417e-05,NA,NA,0.0002799,"Omnivore",""
"5025",5,7,"Bird","Unknown","Unknown",26.73659515,2.75531313717033e-05,2.75531313717033e-05,NA,NA,8.0327e-05,"Omnivore",""
"5026",5,7,"Bird","Unknown","Unknown",18.60421715,1.77575487309726e-05,1.77575487309726e-05,NA,NA,6.58643e-05,"Omnivore",""
"5027",5,7,"Bird","Unknown","Unknown",17.52604409,1.04846180374551e-05,1.04846180374551e-05,NA,NA,4.04609e-05,"Omnivore",""
"5028",5,7,"Bird","Unknown","Unknown",17.53039896,9.00551459053835e-06,9.00551459053835e-06,NA,NA,3.47472e-05,"Omnivore",""
"5029",5,7,"Bird","Unknown","Unknown",17.80328729,7.464866324907e-06,7.464866324907e-06,NA,NA,2.85088e-05,"Omnivore",""
"5030",5,7,"Bird","Unknown","Unknown",25.21655184,7.96034323336003e-06,7.96034323336003e-06,NA,NA,2.41269e-05,"Omnivore",""
"5031",5,7,"Bird","Unknown","Unknown",20.40782399,6.31095680090008e-06,6.31095680090008e-06,NA,NA,2.2013e-05,"Omnivore",""
"5032",5,7,"Bird","Unknown","Unknown",16.5226689,3.9227435757365e-06,3.9227435757365e-06,NA,NA,1.57425e-05,"Omnivore",""
"5033",5,7,"Bird","Unknown","Unknown",18.64769254,4.25172577464937e-06,4.25172577464937e-06,NA,NA,1.57456e-05,"Omnivore",""
"5034",5,7,"Bird","Unknown","Unknown",17.03726192,3.09070976389157e-06,3.09070976389157e-06,NA,NA,1.21534e-05,"Omnivore",""
"5035",5,7,"Bird","Unknown","Unknown",18.37783297,3.01227780639175e-06,3.01227780639175e-06,NA,NA,1.1264e-05,"Omnivore",""
"5036",5,7,"Bird","Unknown","Unknown",20.73888006,3.52284502113152e-06,3.52284502113152e-06,NA,NA,1.21573e-05,"Omnivore",""
"5037",5,7,"Bird","Unknown","Unknown",29.80291197,5.63498427883843e-06,5.63498427883843e-06,NA,NA,1.52853e-05,"Omnivore",""
"5038",5,7,"Bird","Unknown","Unknown",25.24474569,4.01543417605544e-06,4.01543417605544e-06,NA,NA,1.21613e-05,"Omnivore",""
"5039",5,7,"Bird","Unknown","Unknown",35.21030605,5.01093666139557e-06,5.01093666139557e-06,NA,NA,1.2168e-05,"Omnivore",""
"5040",5,7,"Bird","Unknown","Unknown",31.68192781,3.95061985627677e-06,3.95061985627677e-06,NA,NA,1.029e-05,"Omnivore",""
"5041",5,7,"Bird","Unknown","Unknown",26.02840166,3.36215811365044e-06,3.36215811365044e-06,NA,NA,9.97815e-06,"Omnivore",""
"5042",5,7,"Bird","Unknown","Unknown",26.03292697,3.02264368996767e-06,3.02264368996767e-06,NA,NA,8.96951e-06,"Omnivore",""
"5043",5,7,"Bird","Unknown","Unknown",25.65937655,1.98470059827253e-06,1.98470059827253e-06,NA,NA,5.94627e-06,"Omnivore",""
"5044",5,7,"Bird","Unknown","Unknown",25.29055733,1.32314600020448e-06,1.32314600020448e-06,NA,NA,4.00251e-06,"Omnivore",""
"5045",5,7,"Bird","Unknown","Unknown",17.86928189,7.74390588134237e-07,7.74390588134237e-07,NA,NA,2.95019e-06,"Omnivore",""
"5046",5,7,"Bird","Unknown","Unknown",25.70529546,6.64010224655158e-07,6.64010224655158e-07,NA,NA,1.98705e-06,"Omnivore",""
"5047",5,7,"Bird","Unknown","Unknown",86.13536532,2.24007710220306e-06,2.24007710220306e-06,NA,NA,3.00325e-06,"Omnivore",""
"5048",5,7,"Bird","Unknown","Unknown",79.7967126,3.51842888741497e-06,3.51842888741497e-06,NA,NA,4.96272e-06,"Omnivore",""
"5049",5,7,"Bird","Unknown","Unknown",52.22688215,3.43720643498423e-06,3.43720643498423e-06,NA,NA,6.42411e-06,"Omnivore",""
"5050",5,7,"Bird","Unknown","Unknown",52.98458048,5.39642945977067e-06,5.39642945977067e-06,NA,NA,9.98988e-06,"Omnivore",""
"5051",5,7,"Bird","Unknown","Unknown",90.00816338,5.41037971966845e-06,5.41037971966845e-06,NA,NA,7.04488e-06,"Omnivore",""
"5052",5,7,"Bird","Unknown","Unknown",88.63074503,6.42848978384479e-06,6.42848978384479e-06,NA,NA,8.45672e-06,"Omnivore",""
"5053",5,7,"Bird","Unknown","Unknown",107.8711478,8.02736144762003e-06,8.02736144762003e-06,NA,NA,9.26857e-06,"Omnivore",""
"5054",5,7,"Bird","Unknown","Unknown",632.7870752,3.081453076998e-05,3.081453076998e-05,NA,NA,1.09903e-05,"Omnivore",""
"5055",5,7,"Bird","Unknown","Unknown",642.1108375,4.21907559586571e-05,4.21907559586571e-05,NA,NA,1.49023e-05,"Omnivore",""
"5056",5,7,"Bird","Unknown","Unknown",89.83399219,1.77163286139626e-05,1.77163286139626e-05,NA,NA,2.30982e-05,"Omnivore",""
"5057",5,7,"Bird","Unknown","Unknown",88.46583886,2.0111389855091e-05,2.0111389855091e-05,NA,NA,2.64894e-05,"Omnivore",""
"5058",5,7,"Bird","Unknown","Unknown",51.30390232,1.78532622595494e-05,1.78532622595494e-05,NA,NA,3.3765e-05,"Omnivore",""
"5059",5,7,"Bird","Unknown","Unknown",51.25678945,3.13387977028648e-05,3.13387977028648e-05,NA,NA,5.93057e-05,"Omnivore",""
"5060",5,7,"Bird","Unknown","Unknown",88.25954821,8.39962720203655e-05,8.39962720203655e-05,NA,NA,0.000110806,"Omnivore",""
"5061",5,7,"Bird","Unknown","Unknown",32522.52828,3.1924148668003e-06,3.1924148668003e-06,NA,NA,8.32373e-08,"",""
"5062",5,7,"Bird","Unknown","Unknown",3850.495587,0.000113948361518591,0.000113948361518591,NA,NA,1.22522e-05,"",""
"5063",5,7,"Bird","Unknown","Unknown",959.9980481,2.70419626055982e-05,2.70419626055982e-05,NA,NA,7.31307e-06,"",""
"5064",5,7,"Bird","Unknown","Unknown",910.6044745,3.54547502665283e-05,3.54547502665283e-05,NA,NA,9.93044e-06,"",""
"5065",5,7,"Bird","Unknown","Unknown",779.0061028,4.5656757589719e-05,4.5656757589719e-05,NA,NA,1.41844e-05,"",""
"5066",5,7,"Bird","Unknown","Unknown",776.819799,8.84663642324956e-05,8.84663642324956e-05,NA,NA,2.75356e-05,"",""
"5067",5,7,"Bird","Unknown","Unknown",630.2268474,0.000157160764129917,0.000157160764129917,NA,NA,5.6204e-05,"",""
"5068",5,7,"Bird","Unknown","Unknown",539.7310958,0.000156922537882461,0.000156922537882461,NA,NA,6.22026e-05,"",""
"5069",5,7,"Bird","Unknown","Unknown",850.5953222,0.00172291734491986,0.00172291734491986,NA,NA,0.000504914,"",""
"5070",5,7,"Bird","Unknown","Unknown",280.9292113,1.89529898866554e-06,1.89529898866554e-06,NA,NA,1.15904e-06,"",""
"5071",5,7,"Bird","Unknown","Unknown",56.13961113,1.38057036608369e-05,1.38057036608369e-05,NA,NA,2.45942e-05,"",""
"5072",5,7,"Bird","Unknown","Unknown",109.241949,5.67920996103637e-05,5.67920996103637e-05,NA,NA,6.50259e-05,"",""
"5073",5,7,"Bird","Unknown","Unknown",76.04866594,6.37255498310709e-05,6.37255498310709e-05,NA,NA,9.28021e-05,"",""
"5074",5,7,"Bird","Unknown","Unknown",47.48956593,0.000250600649200457,0.000250600649200457,NA,NA,0.000498896,"",""
"5075",5,7,"Bird","Unknown","Unknown",22.9946604,0.000386744918219156,0.000386744918219156,NA,NA,0.001246216,"",""
"5076",5,7,"Bird","Unknown","Unknown",13.02909048,0.000359373553004641,0.000359373553004641,NA,NA,0.001688621,"",""
"5077",5,7,"Bird","Unknown","Unknown",8.217497867,0.000136053537191805,0.000136053537191805,NA,NA,0.000868184,"",""
"5078",5,7,"Bird","Unknown","Unknown",10.12672695,8.05827766760555e-05,8.05827766760555e-05,NA,NA,0.00044761,"",""
"5079",5,7,"Bird","Unknown","Unknown",9.626475281,6.35182880257491e-05,6.35182880257491e-05,NA,NA,0.000364893,"",""
"5080",5,7,"Bird","Unknown","Unknown",9.148965713,5.26809361406783e-05,5.26809361406783e-05,NA,NA,0.000313034,"",""
"5081",5,7,"Bird","Unknown","Unknown",8.710187421,2.90820325016631e-05,2.90820325016631e-05,NA,NA,0.00017854,"",""
"5082",5,7,"Bird","Unknown","Unknown",6.09513038,9.62277414898805e-06,9.62277414898805e-06,NA,NA,7.48791e-05,"",""
"5083",5,7,"Bird","Unknown","Unknown",10.31231095,1.12206034085441e-06,1.12206034085441e-06,NA,NA,6.15796e-06,"",""
"5084",5,7,"Bird","Unknown","Unknown",8.35724242,2.57081336153035e-06,2.57081336153035e-06,NA,NA,1.62222e-05,"",""
"5085",5,7,"Bird","Unknown","Unknown",10.23236209,7.00715563642368e-06,7.00715563642368e-06,NA,NA,3.86551e-05,"",""
"5086",5,7,"Bird","Unknown","Unknown",19.96716929,1.48764069251998e-05,1.48764069251998e-05,NA,NA,5.26474e-05,"",""
"5087",5,7,"Bird","Unknown","Unknown",16.22020729,1.94749248761608e-05,1.94749248761608e-05,NA,NA,7.91202e-05,"",""
"5088",5,7,"Bird","Unknown","Unknown",13.1735432,2.68257248165986e-05,2.68257248165986e-05,NA,NA,0.000125129,"",""
"5089",5,7,"Bird","Unknown","Unknown",15.33915373,5.20575808543115e-05,5.20575808543115e-05,NA,NA,0.000219483,"",""
"5090",5,7,"Bird","Unknown","Unknown",17.01889661,4.54982436797741e-05,4.54982436797741e-05,NA,NA,0.000179038,"",""
"5091",5,7,"Bird","Unknown","Unknown",18.88667034,3.77927211494602e-05,3.77927211494602e-05,NA,NA,0.000138781,"",""
"5092",5,7,"Bird","Unknown","Unknown",8.254890181,4.67361896826419e-05,4.67361896826419e-05,NA,NA,0.000297335,"",""
"5093",5,7,"Bird","Unknown","Unknown",9.630641132,5.73723834379736e-05,5.73723834379736e-05,NA,NA,0.000329492,"",""
"5094",5,7,"Bird","Unknown","Unknown",18.8825829,3.97654042134861e-05,3.97654042134861e-05,NA,NA,0.000146046,"",""
"5095",5,7,"Bird","Unknown","Unknown",821.4390032,3.3095699252577e-05,3.3095699252577e-05,NA,NA,9.92619e-06,"",""
"5096",5,7,"Bird","Unknown","Unknown",9.638971585,4.68071260950768e-05,4.68071260950768e-05,NA,NA,0.000268661,"",""
"5097",5,7,"Bird","Unknown","Unknown",8.687617671,5.3554999087561e-05,5.3554999087561e-05,NA,NA,0.000329351,"",""
"5098",5,7,"Bird","Unknown","Unknown",17.02257671,4.32409492137636e-05,4.32409492137636e-05,NA,NA,0.000170131,"",""
"5099",5,7,"Bird","Unknown","Unknown",820.906416,3.85535152807204e-05,3.85535152807204e-05,NA,NA,1.15681e-05,"",""
"5100",5,7,"Bird","Unknown","Unknown",5.946124524,1.36572354696547e-06,1.36572354696547e-06,NA,NA,1.08034e-05,"",""
"5101",5,7,"Bird","Unknown","Unknown",8.310290394,1.46383055682688e-06,1.46383055682688e-06,NA,NA,9.2716e-06,"",""
"5102",5,7,"Bird","Unknown","Unknown",8.306513974,2.57529349062957e-06,2.57529349062957e-06,NA,NA,1.63163e-05,"",""
"5103",5,7,"Bird","Unknown","Unknown",10.80853666,1.93348454596602e-06,1.93348454596602e-06,NA,NA,1.02851e-05,"",""
"5104",5,7,"Bird","Unknown","Unknown",13.40269393,2.23216024538761e-06,2.23216024538761e-06,NA,NA,1.02934e-05,"",""
"5105",5,7,"Bird","Unknown","Unknown",14.40679578,1.20109140840051e-06,1.20109140840051e-06,NA,NA,5.2793e-06,"",""
"5106",5,7,"Bird","Unknown","Unknown",12.7860471,9.03039548693249e-07,9.03039548693249e-07,NA,NA,4.29658e-06,"",""
"5107",5,7,"Bird","Unknown","Unknown",15.11723276,8.22267519551266e-07,8.22267519551266e-07,NA,NA,3.50052e-06,"",""
"5108",5,7,"Bird","Unknown","Unknown",17.04475252,4.80874456885995e-07,4.80874456885995e-07,NA,NA,1.89036e-06,"",""
"5109",5,7,"Bird","Unknown","Unknown",22.70783867,5.5322876833436e-07,5.5322876833436e-07,NA,NA,1.7976e-06,"",""
"5110",5,7,"Bird","Unknown","Unknown",33.28352382,7.91428969837059e-07,7.91428969837059e-07,NA,NA,1.99499e-06,"",""
"5111",5,7,"Bird","Unknown","Unknown",38.41765039,8.27362958754241e-07,8.27362958754241e-07,NA,NA,1.89608e-06,"",""
"5112",5,7,"Bird","Unknown","Unknown",35.76817651,5.79541017663854e-07,5.79541017663854e-07,NA,NA,1.39268e-06,"",""
"5113",5,7,"Bird","Unknown","Unknown",14.74066241,4.18584960318407e-06,4.18584960318407e-06,NA,NA,1.81208e-05,"",""
"5114",5,7,"Bird","Unknown","Unknown",14.73883307,4.88308107943037e-06,4.88308107943037e-06,NA,NA,2.11409e-05,"",""
"5115",5,7,"Bird","Unknown","Unknown",14.049666,5.24127661300387e-06,5.24127661300387e-06,NA,NA,2.34248e-05,"",""
"5116",5,7,"Bird","Unknown","Unknown",15.07727652,2.19996870222965e-05,2.19996870222965e-05,NA,NA,9.38208e-05,"",""
"5117",5,7,"Bird","Unknown","Unknown",17.83431775,1.13864437894904e-05,1.13864437894904e-05,NA,NA,4.34353e-05,"",""
"5118",5,7,"Bird","Unknown","Unknown",20.57257243,2.57170213445861e-05,2.57170213445861e-05,NA,NA,8.92249e-05,"",""
"5119",5,7,"Bird","Unknown","Unknown",23.19567419,1.50397132675381e-05,1.50397132675381e-05,NA,NA,4.81835e-05,"",""
"5120",5,7,"Bird","Unknown","Unknown",19.63253589,6.8988855210181e-06,6.8988855210181e-06,NA,NA,2.46906e-05,"",""
"5121",5,7,"Bird","Unknown","Unknown",20.1141044,4.64819253850173e-06,4.64819253850173e-06,NA,NA,1.637e-05,"",""
"5122",5,7,"Bird","Unknown","Unknown",23.78725345,3.11008344537922e-06,3.11008344537922e-06,NA,NA,9.7987e-06,"",""
"5123",5,7,"Bird","Unknown","Unknown",28.13584093,1.69452305529235e-06,1.69452305529235e-06,NA,NA,4.7756e-06,"",""
"5124",5,7,"Bird","Unknown","Unknown",28.8092996,2.34313581201259e-06,2.34313581201259e-06,NA,NA,6.50065e-06,"",""
"5125",5,7,"Bird","Unknown","Unknown",28.12420792,2.83190660130476e-06,2.83190660130476e-06,NA,NA,7.98323e-06,"",""
"5126",5,7,"Bird","Unknown","Unknown",30.94587023,3.01858720318619e-06,3.01858720318619e-06,NA,NA,7.98606e-06,"",""
"5127",5,7,"Bird","Unknown","Unknown",35.7341783,1.88824135826613e-06,1.88824135826613e-06,NA,NA,4.54045e-06,"",""
"5128",5,7,"Bird","Unknown","Unknown",45.38263414,2.21498057696599e-06,2.21498057696599e-06,NA,NA,4.54448e-06,"",""
"5129",5,7,"Bird","Unknown","Unknown",37.46686884,3.4296889036422e-06,3.4296889036422e-06,NA,NA,7.99175e-06,"",""
"5130",5,7,"Bird","Unknown","Unknown",30.93563251,4.55228470647053e-06,4.55228470647053e-06,NA,NA,1.20463e-05,"",""
"5131",5,7,"Bird","Unknown","Unknown",24.35159431,5.55953451367556e-06,5.55953451367556e-06,NA,NA,1.72454e-05,"",""
"5132",5,7,"Bird","Unknown","Unknown",26.15648611,7.53961063295924e-06,7.53961063295924e-06,NA,NA,2.23031e-05,"",""
"5133",5,7,"Bird","Unknown","Unknown",33.22165011,7.98094802223127e-06,7.98094802223127e-06,NA,NA,2.01428e-05,"",""
"5134",5,7,"Bird","Unknown","Unknown",34.81667552,2.55027689119789e-05,2.55027689119789e-05,NA,NA,6.23921e-05,"",""
"5135",5,7,"Bird","Unknown","Unknown",37.41577971,1.86749464211568e-05,1.86749464211568e-05,NA,NA,4.35552e-05,"",""
"5136",5,7,"Bird","Unknown","Unknown",46.34225899,9.08093628877196e-05,9.08093628877196e-05,NA,NA,0.000183743,"",""
"5137",5,7,"Bird","Unknown","Unknown",43.21054063,1.00138827364054e-05,1.00138827364054e-05,NA,NA,2.12256e-05,"",""
"5138",5,7,"Bird","Unknown","Unknown",46.45162379,4.86238129548834e-06,4.86238129548834e-06,NA,NA,9.82312e-06,"",""
"5139",5,7,"Bird","Unknown","Unknown",54.86860264,1.44254511514392e-05,1.44254511514392e-05,NA,NA,2.6092e-05,"",""
"5140",5,7,"Bird","Unknown","Unknown",60.38596348,1.1894252670316e-05,1.1894252670316e-05,NA,NA,2.01876e-05,"",""
"5141",5,7,"Bird","Unknown","Unknown",61.92603872,2.45963900822685e-06,2.45963900822685e-06,NA,NA,4.10541e-06,"",""
"5142",5,7,"Bird","Unknown","Unknown",74.95667268,3.80312427640384e-06,3.80312427640384e-06,NA,NA,5.59185e-06,"",""
"5143",5,7,"Bird","Unknown","Unknown",74.92568118,6.35583148638407e-06,6.35583148638407e-06,NA,NA,9.34774e-06,"",""
"5144",5,7,"Bird","Unknown","Unknown",84.44765611,5.9009181298767e-06,5.9009181298767e-06,NA,NA,8.01594e-06,"",""
"5145",5,7,"Bird","Unknown","Unknown",80.43245043,1.76899304086968e-05,1.76899304086968e-05,NA,NA,2.48204e-05,"",""
"5146",5,7,"Bird","Unknown","Unknown",82.34063274,3.1622211903063e-05,3.1622211903063e-05,NA,NA,4.36831e-05,"",""
"5147",5,7,"Bird","Unknown","Unknown",99.61751411,9.05527694665226e-05,9.05527694665226e-05,NA,NA,0.000110229,"",""
"5148",5,7,"Bird","Unknown","Unknown",180.9968181,0.000225535509182239,0.000225535509182239,NA,NA,0.000184676,"",""
"5149",5,7,"Bird","Unknown","Unknown",199.3867066,5.70757959270541e-05,5.70757959270541e-05,NA,NA,4.38271e-05,"",""
"5150",5,7,"Bird","Unknown","Unknown",136.1844622,9.97145838595958e-06,9.97145838595958e-06,NA,NA,9.8625e-06,"",""
"5151",5,7,"Bird","Unknown","Unknown",90.78180218,2.86527058316135e-06,2.86527058316135e-06,NA,NA,3.70974e-06,"",""
"5152",5,7,"Bird","Unknown","Unknown",84.54197709,1.47480213273914e-06,1.47480213273914e-06,NA,NA,2.00192e-06,"",""
"5153",5,7,"Bird","Unknown","Unknown",133.1385124,1.99722951636099e-06,1.99722951636099e-06,NA,NA,2.0053e-06,"",""
"5154",5,7,"Bird","Unknown","Unknown",177.3514935,2.6804685278897e-06,2.6804685278897e-06,NA,NA,2.22471e-06,"",""
"5155",5,7,"Bird","Unknown","Unknown",330.793068,3.82365876402937e-07,3.82365876402937e-07,NA,NA,2.09789e-07,"",""
"5156",5,7,"Bird","Unknown","Unknown",398.9943997,4.65069616115137e-05,4.65069616115137e-05,NA,NA,2.25302e-05,"",""
"5157",5,7,"Bird","Unknown","Unknown",570.7687275,0.000109427612964486,0.000109427612964486,NA,NA,4.17952e-05,"",""
"5158",5,7,"Bird","Unknown","Unknown",449.7938054,3.34002490804698e-05,3.34002490804698e-05,NA,NA,1.4943e-05,"",""
"5159",5,7,"Bird","Unknown","Unknown",571.7609491,1.26588328354535e-05,1.26588328354535e-05,NA,NA,4.82939e-06,"",""
"5160",5,7,"Bird","Unknown","Unknown",4177.906823,1.00302720005117e-07,1.00302720005117e-07,NA,NA,1.02161e-08,"",""
"5161",6,8,"Prokaryote","Unknown","Unknown1",1.53963e-11,0.0293579709980544,0.0293579709980544,NA,NA,5.92924e+11,"","Primarily Synechococcus cyanobacteria"
"5162",6,8,"Prokaryote","Unknown","Unknown10",1.47633e-11,0.00271732506792053,0.00271732506792053,NA,NA,57522196078,"","Primarily Synechococcus cyanobacteria"
"204",6,8,"Prokaryote","Unknown","Unknown100",6.95606666666667e-12,0.00269911268774398,0.00269911268774398,NA,NA,132725067257.667,"","Primarily Synechococcus cyanobacteria"
"205",6,8,"Prokaryote","Unknown","Unknown101",1.86043428571429e-12,0.00368121968950416,0.00368121968950416,NA,NA,792871857142.857,"","Primarily Synechococcus cyanobacteria"
"206",6,8,"Prokaryote","Unknown","Unknown102",1.655618e-12,0.00290899920167468,0.00290899920167468,NA,NA,713982500000,"","Primarily Synechococcus cyanobacteria"
"5175",6,8,"Prokaryote","Unknown","Unknown103",1.26146e-12,0.00144757320776476,0.00144757320776476,NA,NA,4.81772e+11,"","Primarily Synechococcus cyanobacteria"
"207",6,8,"Prokaryote","Unknown","Unknown104",4.340965e-13,0.0023415450562375,0.0023415450562375,NA,NA,2573861666666.67,"","Primarily Synechococcus cyanobacteria"
"208",6,8,"Prokaryote","Unknown","Unknown105",3.19365166666667e-13,0.000839204730501598,0.000839204730501598,NA,NA,1300903833333.33,"","Primarily Synechococcus cyanobacteria"
"5188",6,8,"Prokaryote","Unknown","Unknown106",2.47123e-13,0.000506574597919188,0.000506574597919188,NA,NA,1.04655e+12,"","Primarily Synechococcus cyanobacteria"
"209",6,8,"Prokaryote","Unknown","Unknown107",1.240665375e-13,0.000985117385375983,0.000985117385375983,NA,NA,4403257500000,"","Primarily Synechococcus cyanobacteria"
"210",6,8,"Prokaryote","Unknown","Unknown108",2.132206e-13,0.000869651437001623,0.000869651437001623,NA,NA,2.119512e+12,"","Primarily Synechococcus cyanobacteria"
"211",6,8,"Prokaryote","Unknown","Unknown109",4.30111666666667e-13,0.00107824858399116,0.00107824858399116,NA,NA,1197532333333.33,"","Primarily Synechococcus cyanobacteria"
"5205",6,8,"Prokaryote","Unknown","Unknown11",1.50853e-11,0.0129305330288048,0.0129305330288048,NA,NA,2.67187e+11,"","Primarily Synechococcus cyanobacteria"
"212",6,8,"Prokaryote","Unknown","Unknown110",2.94244428571429e-13,0.000784953163545576,0.000784953163545576,NA,NA,1333735857142.86,"","Primarily Synechococcus cyanobacteria"
"5213",6,8,"Prokaryote","Unknown","Unknown111",1.35036e-13,0.00113588137009405,0.00113588137009405,NA,NA,4.61752e+12,"","Primarily Synechococcus cyanobacteria"
"5214",6,8,"Prokaryote","Unknown","Unknown112",2.07336e-13,0.00147568331221276,0.00147568331221276,NA,NA,3.71105e+12,"","Primarily Synechococcus cyanobacteria"
"213",6,8,"Prokaryote","Unknown","Unknown113",1.25414685714286e-13,0.00110728764419897,0.00110728764419897,NA,NA,4889782857142.86,"","Primarily Synechococcus cyanobacteria"
"214",6,8,"Prokaryote","Unknown","Unknown114",1.44314875e-13,0.000872345089742785,0.000872345089742785,NA,NA,3291843750000,"","Primarily Synechococcus cyanobacteria"
"215",6,8,"Prokaryote","Unknown","Unknown115",2.19308333333333e-13,0.00111668356899119,0.00111668356899119,NA,NA,2637106666666.67,"","Primarily Synechococcus cyanobacteria"
"5233",6,8,"Prokaryote","Unknown","Unknown116",2.00256e-11,0.0177610521895871,0.0177610521895871,NA,NA,2.67222e+11,"","Primarily Synechococcus cyanobacteria"
"216",6,8,"Prokaryote","Unknown","Unknown117",1.41923e-12,0.00227889288517231,0.00227889288517231,NA,NA,6.64667e+11,"","Primarily Synechococcus cyanobacteria"
"217",6,8,"Prokaryote","Unknown","Unknown118",5.13704047058824e-12,0.00426640748237127,0.00426640748237127,NA,NA,294607031400.765,"","Primarily Synechococcus cyanobacteria"
"218",6,8,"Prokaryote","Unknown","Unknown119",1.034425e-11,0.00859355227343699,0.00859355227343699,NA,NA,2.7095e+11,"","Primarily Synechococcus cyanobacteria"
"219",6,8,"Prokaryote","Unknown","Unknown12",8.031715e-13,0.0017656230782538,0.0017656230782538,NA,NA,974298500000,"","Primarily Synechococcus cyanobacteria"
"220",6,8,"Prokaryote","Unknown","Unknown120",9.22196e-12,0.00655716747628669,0.00655716747628669,NA,NA,235122166666.667,"","Primarily Synechococcus cyanobacteria"
