"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr"
"16710",1,1,"Mammal","Primate","Miopithecus talapoin",1317.25,0.090126354,"Herbivore","Eutherian",11.0955337214684
"1145",1,9,"Mammal","Primate","Mirza coquereli",311.2,0.143678161,"Omnivore","Eutherian",6.9599999961024
"1146",1,9,"Mammal","Primate","Nasalis larvatus",14617.5,0.099601594,"Omnivore","Eutherian",10.0399999622496
"1147",1,9,"Mammal","Primate","Nomascus concolor",6852.5,0.054229935,"Omnivore","Eutherian",18.439999974184
"1148",1,9,"Mammal","Primate","Nomascus leucogenys",6000,0.056689342,"Omnivore","Eutherian",17.6400001255968
"1149",1,9,"Mammal","Primate","Nycticebus coucang",890.5,0.096899225,"Omnivore","Eutherian",10.31999997936
"1150",1,9,"Mammal","Primate","Nycticebus pygmaeus",419,0.129533679,"Omnivore","Eutherian",7.7199999854864
"1151",1,9,"Mammal","Primate","Otolemur crassicaudatus",1094.5,0.110132159,"Omnivore","Eutherian",9.0799999662224
"1152",1,9,"Mammal","Primate","Otolemur garnettii",1300,0.125,"Omnivore","Eutherian",8
"229",1,9,"Mammal","Primate","Pan paniscus",36962.5,0.0862272725,"Omnivore","Eutherian",11.5972588602985
"230",1,9,"Mammal","Primate","Pan troglodytes",43997.25,0.0490145903333333,"Omnivore","Eutherian",20.4020883006326
"231",1,9,"Mammal","Primate","Papio hamadryas",19650,0.0673333335,"Omnivore","Eutherian",14.8514851117537
"1163",1,1,"Mammal","Primate","Perodicticus potto",919.9,0.077160494,"Herbivore","Eutherian",12.9599999709696
"1164",1,1,"Mammal","Primate","Phaner furcifer",400,0.1,"Herbivore","Eutherian",10
"1165",1,9,"Mammal","Primate","Pithecia monachus",1780,0.1,"Omnivore","Eutherian",10
"232",1,9,"Mammal","Primate","Pithecia pithecia",1430,0.125722222,"Omnivore","Eutherian",7.95404331940617
"1168",1,9,"Mammal","Primate","Plecturocebus cupreus",1120,0.09469697,"Omnivore","Eutherian",10.559999966208
"1169",1,9,"Mammal","Primate","Plecturocebus donacophilus",795,0.1,"Omnivore","Eutherian",10
"1170",1,9,"Mammal","Primate","Plecturocebus moloch",804,0.095419847,"Omnivore","Eutherian",10.4800000360512
"18110",1,1,"Mammal","Primate","Pongo pygmaeus",54825,0.052457627,"Herbivore","Eutherian",19.0630048896417
"1174",1,9,"Mammal","Primate","Presbytis melalophos",6540,0.125,"Omnivore","Eutherian",8
"1175",1,9,"Mammal","Primate","Prolemur simus",1737.5,0.142045455,"Omnivore","Eutherian",7.039999977472
"1176",1,9,"Mammal","Primate","Propithecus diadema",5550,0.047619048,"Omnivore","Eutherian",20.999999832
"1177",1,9,"Mammal","Primate","Propithecus tattersalli",3545,0.125,"Omnivore","Eutherian",8
"1178",1,9,"Mammal","Primate","Propithecus verreauxi",5000,0.032258065,"Omnivore","Eutherian",30.999999535
"1179",1,9,"Mammal","Primate","Pygathrix nemaeus",9720,0.096153846,"Omnivore","Eutherian",10.40000001664
"1180",1,9,"Mammal","Primate","Rhinopithecus roxellana",14750,0.084745763,"Omnivore","Eutherian",11.79999995988
"1181",1,9,"Mammal","Primate","Saguinus bicolor",495.8,0.131578947,"Omnivore","Eutherian",7.60000002128
"23410",1,9,"Mammal","Primate","Saguinus caffer",469000,0.0493333333333333,"Omnivore","Eutherian",20.2702702702703
"1185",1,9,"Mammal","Primate","Saguinus geoffroyi",499.3,0.12195122,"Omnivore","Eutherian",8.1999999672
"1186",1,9,"Mammal","Primate","Saguinus imperator",518.5,0.105485232,"Omnivore","Eutherian",9.4800000060672
"1187",1,9,"Mammal","Primate","Saguinus labiatus",501.3,0.12195122,"Omnivore","Eutherian",8.1999999672
"1188",1,9,"Mammal","Primate","Saguinus leucopus",490,0.164473684,"Omnivore","Eutherian",6.0800000077824
"1189",1,9,"Mammal","Primate","Saguinus midas",553.8,0.119047619,"Omnivore","Eutherian",8.40000000336
"1190",1,9,"Mammal","Primate","Saguinus mystax",543.5,0.125,"Omnivore","Eutherian",8
"1191",1,9,"Mammal","Primate","Saguinus nigricollis",462,0.256,"Omnivore","Eutherian",3.90625
"1192",1,9,"Mammal","Primate","Saguinus oedipus",445.5,0.095419847,"Omnivore","Eutherian",10.4800000360512
"1193",1,9,"Mammal","Primate","Saimiri boliviensis",615,0.082508251,"Omnivore","Eutherian",12.1199999743056
"23510",1,9,"Mammal","Primate","Saimiri sciureus",834,0.1013907285,"Omnivore","Eutherian",9.86283474627564
"1196",1,9,"Mammal","Primate","Sapajus apella",2642.5,0.054347826,"Omnivore","Eutherian",18.40000002944
"1197",1,9,"Mammal","Primate","Semnopithecus entellus",13516.5,0.086206897,"Omnivore","Eutherian",11.59999993968
"1198",1,9,"Mammal","Primate","Semnopithecus johnii",12000,0.073529412,"Omnivore","Eutherian",13.59999995648
"1199",1,9,"Mammal","Primate","Semnopithecus vetulus",7081.8,0.095785441,"Omnivore","Eutherian",10.4399999578224
"1200",1,1,"Mammal","Primate","Symphalangus syndactylus",10900,0.058139535,"Herbivore","Eutherian",17.1999999656
"1201",1,2,"Mammal","Primate","Tarsius bancanus",120,0.323,"Carnivore","Eutherian",3.09597523219814
"198",1,1,"Mammal","Primate","Theropithecus gelada",16600,0.098222222,"Herbivore","Eutherian",10.180995498147
"1204",1,9,"Mammal","Primate","Trachypithecus auratus",9720,0.080385852,"Omnivore","Eutherian",12.4400000139328
"1205",1,9,"Mammal","Primate","Trachypithecus cristatus",6185,0.088339223,"Omnivore","Eutherian",11.3199999506448
"1206",1,9,"Mammal","Primate","Trachypithecus francoisi",7325,0.095057034,"Omnivore","Eutherian",10.5200000244064
"1207",1,9,"Mammal","Primate","Trachypithecus obscurus",7080,0.073746313,"Omnivore","Eutherian",13.5599999419632
"1208",1,9,"Mammal","Primate","Trachypithecus phayrei",8400,0.088339223,"Omnivore","Eutherian",11.3199999506448
"1209",1,9,"Mammal","Primate","Trachypithecus pileatus",11450,0.099206349,"Omnivore","Eutherian",10.0800000209664
"1210",1,9,"Mammal","Primate","Varecia rubra",3601.3,0.066666667,"Omnivore","Eutherian",14.999999925
"1211",1,9,"Mammal","Primate","Varecia variegata",3482.3,0.063451777,"Omnivore","Eutherian",15.7599999130048
"138",1,1,"Mammal","Proboscidea","Elephas maximus",4635600,0.0422335878,"Herbivore","Eutherian",23.677836814044
"163",1,1,"Mammal","Proboscidea","Loxodonta africana",4822500,0.0391153845,"Herbivore","Eutherian",25.5653884726609
"1221",1,1,"Mammal","Rodentia","Abrocoma bennettii",265.5,1.086956522,"Herbivore","Eutherian",0.9199999997792
"1222",1,9,"Mammal","Rodentia","Acomys cahirinus",45.2,0.423728814,"Omnivore","Eutherian",2.3599999975456
"1223",1,9,"Mammal","Rodentia","Acomys wilsoni",20,0.446428571,"Omnivore","Eutherian",2.2400000021504
"1224",1,1,"Mammal","Rodentia","Allactaga elater",58.7,0.480769231,"Herbivore","Eutherian",2.0799999990016
"1225",1,1,"Mammal","Rodentia","Allactaga euphratica",232,0.595238095,"Herbivore","Eutherian",1.680000000672
"1226",1,1,"Mammal","Rodentia","Allactaga major",350,0.357142857,"Herbivore","Eutherian",2.80000000112
"1227",1,1,"Mammal","Rodentia","Allactaga sibirica",117.5,0.555555556,"Herbivore","Eutherian",1.79999999856
"1228",1,9,"Mammal","Rodentia","Ammospermophilus harrisii",126,0.235849057,"Omnivore","Eutherian",4.2399999928768
"1229",1,9,"Mammal","Rodentia","Ammospermophilus leucurus",105,0.223214286,"Omnivore","Eutherian",4.4799999942656
"109",1,1,"Mammal","Rodentia","Aplodontia rufa",1000,0.3455,"Herbivore","Eutherian",2.89435600578871
"1232",1,9,"Mammal","Rodentia","Apodemus flavicollis",29.4,0.555555556,"Omnivore","Eutherian",1.79999999856
"1233",1,9,"Mammal","Rodentia","Apodemus peninsulae",32.9,0.568181818,"Omnivore","Eutherian",1.7600000005632
"1234",1,9,"Mammal","Rodentia","Apodemus speciosus",44,0.471698113,"Omnivore","Eutherian",2.1200000009328
"20610",1,9,"Mammal","Rodentia","Apodemus sylvaticus",24.2,1.8649126985,"Omnivore","Eutherian",0.536218130105676
"1237",1,1,"Mammal","Rodentia","Arvicanthis niloticus",110,0.373134328,"Herbivore","Eutherian",2.6800000025728
"1238",1,9,"Mammal","Rodentia","Arvicola amphibius",120,1,"Omnivore","Eutherian",1
"1239",1,9,"Mammal","Rodentia","Arvicola terrestris",200,1.111,"Omnivore","Eutherian",0.9000900090009
"1240",1,9,"Mammal","Rodentia","Atherurus africanus",2750,0.109170306,"Omnivore","Eutherian",9.1599999728864
"1241",1,1,"Mammal","Rodentia","Baiomys taylori",8,0.757575758,"Herbivore","Eutherian",1.3199999992608
"1242",1,1,"Mammal","Rodentia","Callosciurus caniceps",257,0.182481752,"Herbivore","Eutherian",5.4799999947392
"1243",1,1,"Mammal","Rodentia","Callosciurus erythraeus",272,0.147058824,"Herbivore","Eutherian",6.79999997824
"1244",1,1,"Mammal","Rodentia","Callosciurus notatus",190,0.168918919,"Herbivore","Eutherian",5.9199999971584
"1245",1,1,"Mammal","Rodentia","Callosciurus prevostii",400,0.118483412,"Herbivore","Eutherian",8.4400000229568
"1246",1,1,"Mammal","Rodentia","Callospermophilus lateralis",157.6,0.240384615,"Herbivore","Eutherian",4.160000006656
"1247",1,1,"Mammal","Rodentia","Calomyscus bailwardi",20.4,0.265957447,"Herbivore","Eutherian",3.7599999972928
"1248",1,1,"Mammal","Rodentia","Cannomys badius",650,0.520833333,"Herbivore","Eutherian",1.9200000012288
"1249",1,1,"Mammal","Rodentia","Capromys pilorides",4683.3,0.18115942,"Herbivore","Eutherian",5.520000008832
"1194",1,1,"Mammal","Rodentia","Castor canadensis",17325,0.1379188035,"Herbivore","Eutherian",7.25064294804443
"1252",1,1,"Mammal","Rodentia","Castor fiber",25000,0.149,"Herbivore","Eutherian",6.71140939597315
"1253",1,1,"Mammal","Rodentia","Cavia aperea",341,0.416666667,"Herbivore","Eutherian",2.39999999808
"1202",1,1,"Mammal","Rodentia","Cavia porcellus",728,0.1901666665,"Herbivore","Eutherian",5.25854514045447
"1256",1,1,"Mammal","Rodentia","Cavia tschudii",637.5,0.396825397,"Herbivore","Eutherian",2.5199999988912
"1257",1,9,"Mammal","Rodentia","Chaetodipus fallax",18.7,0.301204819,"Omnivore","Eutherian",3.3200000030544
"1258",1,9,"Mammal","Rodentia","Chaetodipus formosus",19,0.352112676,"Omnivore","Eutherian",2.8400000004544
"124",1,1,"Mammal","Rodentia","Chinchilla lanigera",537.5,0.209116279,"Herbivore","Eutherian",4.78202847134632
"1262",1,1,"Mammal","Rodentia","Chiropodomys gliroides",29,0.694444444,"Herbivore","Eutherian",1.4400000009216
"127",1,1,"Mammal","Rodentia","Coendou prehensilis",4150,0.121492481,"Herbivore","Eutherian",8.23096204612037
"1265",1,1,"Mammal","Rodentia","Conilurus penicillatus",144,0.555555556,"Herbivore","Eutherian",1.79999999856
"1266",1,1,"Mammal","Rodentia","Cricetomys emini",1300,0.337837838,"Herbivore","Eutherian",2.9599999985792
"1267",1,1,"Mammal","Rodentia","Cricetomys gambianus",1500,0.297619048,"Herbivore","Eutherian",3.3599999956992
"129",1,1,"Mammal","Rodentia","Cricetus cricetus",503.35,0.680722222,"Herbivore","Eutherian",1.4690279936241
"1270",1,1,"Mammal","Rodentia","Cryptomys anselli",90,0.121359223,"Herbivore","Eutherian",8.2400000204352
"1271",1,1,"Mammal","Rodentia","Cryptomys damarensis",180,0.161290323,"Herbivore","Eutherian",6.19999998388
"1272",1,1,"Mammal","Rodentia","Cryptomys hottentotus",132.5,0.227272727,"Herbivore","Eutherian",4.40000000528
"1273",1,1,"Mammal","Rodentia","Cryptomys mechowi",250,0.15625,"Herbivore","Eutherian",6.4
"1274",1,1,"Mammal","Rodentia","Ctenodactylus gundi",288.8,0.431034483,"Herbivore","Eutherian",2.3199999987008
"1275",1,1,"Mammal","Rodentia","Ctenomys talarum",132,0.909,"Herbivore","Eutherian",1.1001100110011
"1276",1,1,"Mammal","Rodentia","Cuniculus paca",9000,0.153374233,"Herbivore","Eutherian",6.5200000054768
"1277",1,1,"Mammal","Rodentia","Cuniculus taczanowskii",8999.9,0.132275132,"Herbivore","Eutherian",7.5600000157248
"1278",1,1,"Mammal","Rodentia","Cynomys ludovicianus",1125,0.227272727,"Herbivore","Eutherian",4.40000000528
"1279",1,1,"Mammal","Rodentia","Dasyprocta azarae",2650,0.211864407,"Herbivore","Eutherian",4.7199999950912
"1280",1,1,"Mammal","Rodentia","Dasyprocta cristata",2650,0.178571429,"Herbivore","Eutherian",5.59999998656
"1281",1,1,"Mammal","Rodentia","Dasyprocta fuliginosa",3500,0.138888889,"Herbivore","Eutherian",7.19999999424
"1282",1,1,"Mammal","Rodentia","Dasyprocta leporina",3265,0.140449438,"Herbivore","Eutherian",7.1200000102528
"1283",1,1,"Mammal","Rodentia","Dasyprocta mexicana",2700,0.190839695,"Herbivore","Eutherian",5.239999990568
"1284",1,1,"Mammal","Rodentia","Dasyprocta prymnolopha",2900,0.153374233,"Herbivore","Eutherian",6.5200000054768
"132",1,1,"Mammal","Rodentia","Dasyprocta punctata",2496.66666666667,0.23105314,"Herbivore","Eutherian",4.32800869964373
"1288",1,1,"Mammal","Rodentia","Delanymys brooksi",5,1.429,"Herbivore","Eutherian",0.699790062981106
"1289",1,1,"Mammal","Rodentia","Dendromus melanotis",7.4,0.595238095,"Herbivore","Eutherian",1.680000000672
"1290",1,1,"Mammal","Rodentia","Dendromus mesomelas",13,0.757575758,"Herbivore","Eutherian",1.3199999992608
"1291",1,1,"Mammal","Rodentia","Desmodillus auricularis",54.5,0.409836066,"Herbivore","Eutherian",2.4399999974624
"1292",1,1,"Mammal","Rodentia","Dicrostonyx groenlandicus",66,0.303030303,"Herbivore","Eutherian",3.30000000033
"1293",1,1,"Mammal","Rodentia","Dinomys branickii",12250,0.1953125,"Herbivore","Eutherian",5.12
"1294",1,1,"Mammal","Rodentia","Dipodillus campestris",28.4,0.342465753,"Herbivore","Eutherian",2.9200000036208
"1295",1,1,"Mammal","Rodentia","Dipodomys deserti",116,0.290697674,"Herbivore","Eutherian",3.4400000049536
"1296",1,1,"Mammal","Rodentia","Dipodomys heermanni",65,0.301204819,"Herbivore","Eutherian",3.3200000030544
"1297",1,1,"Mammal","Rodentia","Dipodomys merriami",42,0.257731959,"Herbivore","Eutherian",3.8799999964304
"1298",1,1,"Mammal","Rodentia","Dipodomys ordii",57,0.252525253,"Herbivore","Eutherian",3.9599999925552
"1299",1,1,"Mammal","Rodentia","Dipodomys spectabilis",145,0.196850394,"Herbivore","Eutherian",5.0799999922784
"1300",1,1,"Mammal","Rodentia","Dolichotis patagonum",12500,0.173611111,"Herbivore","Eutherian",5.7600000036864
"1301",1,1,"Mammal","Rodentia","Dryomys nitedula",26,0.609756098,"Herbivore","Eutherian",1.6399999988192
"1302",1,1,"Mammal","Rodentia","Eliomys melanurus",122.5,0.403225806,"Herbivore","Eutherian",2.4800000027776
"1303",1,1,"Mammal","Rodentia","Eliomys quercinus",82.5,0.454545455,"Herbivore","Eutherian",2.1999999978
"1304",1,1,"Mammal","Rodentia","Ellobius talpinus",40,0.5,"Herbivore","Eutherian",2
"14410",1,1,"Mammal","Rodentia","Erethizon dorsatum",7080,0.145,"Herbivore","Eutherian",6.89655172413793
"1307",1,1,"Mammal","Rodentia","Erethizon dorsatus",8600,0.106837607,"Herbivore","Eutherian",9.3599999857728
"1308",1,1,"Mammal","Rodentia","Funisciurus anerythrus",218,0.25,"Herbivore","Eutherian",4
"1309",1,1,"Mammal","Rodentia","Funisciurus pyrropus",271.7,0.263157895,"Herbivore","Eutherian",3.7999999962
"1455",1,1,"Mammal","Rodentia","Galea musteloides",408.95,1.547642857,"Herbivore","Eutherian",0.64614390553802
"1312",1,1,"Mammal","Rodentia","Galea spixii",450,0.543478261,"Herbivore","Eutherian",1.8399999995584
"1313",1,1,"Mammal","Rodentia","Geocapromys brownii",1500,0.185185185,"Herbivore","Eutherian",5.4000000054
"1314",1,1,"Mammal","Rodentia","Geomys bursarius",176.7,0.208333333,"Herbivore","Eutherian",4.80000000768
"1482",1,1,"Mammal","Rodentia","Georychus capensis",181,0.566107143,"Herbivore","Eutherian",1.76645006579611
"1317",1,1,"Mammal","Rodentia","Gerbilliscus afra",74.8,0.438596491,"Herbivore","Eutherian",2.2800000011856
"1318",1,1,"Mammal","Rodentia","Gerbilliscus validus",113,0.5,"Herbivore","Eutherian",2
"1319",1,1,"Mammal","Rodentia","Gerbillus gerbillus",30,0.423728814,"Herbivore","Eutherian",2.3599999975456
"1320",1,1,"Mammal","Rodentia","Gerbillus nanus",18.5,0.555555556,"Herbivore","Eutherian",1.79999999856
"1321",1,1,"Mammal","Rodentia","Gerbillus perpallidus",50,0.454545455,"Herbivore","Eutherian",2.1999999978
"1499",1,1,"Mammal","Rodentia","Gerbillus pyramidum",38.95,0.3139390245,"Herbivore","Eutherian",3.1853319337813
"1324",1,9,"Mammal","Rodentia","Glaucomys sabrinus",149,0.176056338,"Omnivore","Eutherian",5.6800000009088
"1325",1,9,"Mammal","Rodentia","Glaucomys volans",65.4,0.131578947,"Omnivore","Eutherian",7.60000002128
"1326",1,1,"Mammal","Rodentia","Glirulus japonicus",27,0.357142857,"Herbivore","Eutherian",2.80000000112
"1327",1,1,"Mammal","Rodentia","Glis glis",125,0.287356322,"Herbivore","Eutherian",3.4799999980512
"1328",1,1,"Mammal","Rodentia","Grammomys dolichurus",60,0.568181818,"Herbivore","Eutherian",1.7600000005632
"1329",1,9,"Mammal","Rodentia","Graphiurus murinus",24,0.362318841,"Omnivore","Eutherian",2.7599999967984
"1330",1,9,"Mammal","Rodentia","Graphiurus platyops",46.1,0.342465753,"Omnivore","Eutherian",2.9200000036208
"1331",1,9,"Mammal","Rodentia","Heliosciurus rufobrachium",326.5,0.287356322,"Omnivore","Eutherian",3.4799999980512
"1332",1,1,"Mammal","Rodentia","Heterocephalus glaber",35,0.080645161,"Herbivore","Eutherian",12.40000004464
"1333",1,1,"Mammal","Rodentia","Hoplomys gymnurus",504,0.357142857,"Herbivore","Eutherian",2.80000000112
"1334",1,1,"Mammal","Rodentia","Hydrochoerus hydrochaeris",55000,0.165562914,"Herbivore","Eutherian",6.0399999966176
"1335",1,2,"Mammal","Rodentia","Hydromys chrysogaster",850,0.342465753,"Carnivore","Eutherian",2.9200000036208
"1336",1,1,"Mammal","Rodentia","Hypogeomys antimena",1250,0.198412698,"Herbivore","Eutherian",5.0400000104832
"1337",1,1,"Mammal","Rodentia","Hystrix africaeaustralis",24000,0.108225108,"Herbivore","Eutherian",9.2400000192192
"1338",1,1,"Mammal","Rodentia","Hystrix brachyura",8000,0.091575092,"Herbivore","Eutherian",10.9199999493312
"1339",1,1,"Mammal","Rodentia","Hystrix cristata",20000,0.089285714,"Herbivore","Eutherian",11.20000003584
"1340",1,1,"Mammal","Rodentia","Hystrix indica",20000,0.092250923,"Herbivore","Eutherian",10.8399999423312
"1341",1,1,"Mammal","Rodentia","Ictidomys tridecemlineatus",172.7,0.316455696,"Herbivore","Eutherian",3.1600000020224
"1342",1,9,"Mammal","Rodentia","Jaculus jaculus",55,0.342465753,"Omnivore","Eutherian",2.9200000036208
"1343",1,9,"Mammal","Rodentia","Jaculus orientalis",134,0.454545455,"Omnivore","Eutherian",2.1999999978
"1344",1,1,"Mammal","Rodentia","Kerodon rupestris",950,0.19379845,"Herbivore","Eutherian",5.15999998968
"1345",1,1,"Mammal","Rodentia","Lagidium viscacia",1540,0.128205128,"Herbivore","Eutherian",7.80000001248
"1346",1,1,"Mammal","Rodentia","Lagostomus maximus",6000,0.231481481,"Herbivore","Eutherian",4.3200000089856
"1347",1,1,"Mammal","Rodentia","Lagurus lagurus",20.3,0.657894737,"Herbivore","Eutherian",1.5199999996352
"1348",1,1,"Mammal","Rodentia","Lasiopodomys brandtii",40,0.609756098,"Herbivore","Eutherian",1.6399999988192
"1349",1,1,"Mammal","Rodentia","Lemmus lemmus",70,0.757575758,"Herbivore","Eutherian",1.3199999992608
"1350",1,1,"Mammal","Rodentia","Lemniscomys barbarus",26.2,0.568181818,"Herbivore","Eutherian",1.7600000005632
"1351",1,1,"Mammal","Rodentia","Lemniscomys striatus",42.3,0.520833333,"Herbivore","Eutherian",1.9200000012288
"1352",1,1,"Mammal","Rodentia","Leporillus conditor",332.5,0.471698113,"Herbivore","Eutherian",2.1200000009328
"1353",1,1,"Mammal","Rodentia","Liomys adspersus",65,2,"Herbivore","Eutherian",0.5
"1354",1,1,"Mammal","Rodentia","Lophiomys imhausi",755,0.333333333,"Herbivore","Eutherian",3.000000003
"1355",1,1,"Mammal","Rodentia","Marmota caligata",4300,0.20661157,"Herbivore","Eutherian",4.840000005808
"1356",1,1,"Mammal","Rodentia","Marmota flaviventris",3500,0.117924528,"Herbivore","Eutherian",8.4800000217088
"164",1,1,"Mammal","Rodentia","Marmota marmota",4375,0.1563390805,"Herbivore","Eutherian",6.3963533417353
"1359",1,1,"Mammal","Rodentia","Marmota monax",4000,0.178571429,"Herbivore","Eutherian",5.59999998656
"1360",1,1,"Mammal","Rodentia","Marmota vancouverensis",4750,0.20661157,"Herbivore","Eutherian",4.840000005808
"1361",1,1,"Mammal","Rodentia","Meriones crassus",35,0.446428571,"Herbivore","Eutherian",2.2400000021504
"1362",1,1,"Mammal","Rodentia","Meriones libycus",100,0.480769231,"Herbivore","Eutherian",2.0799999990016
"1363",1,1,"Mammal","Rodentia","Meriones meridianus",53,0.367647059,"Herbivore","Eutherian",2.7199999986944
"1364",1,1,"Mammal","Rodentia","Meriones persicus",100,0.416666667,"Herbivore","Eutherian",2.39999999808
"1365",1,1,"Mammal","Rodentia","Meriones unguiculatus",53.2,0.396825397,"Herbivore","Eutherian",2.5199999988912
"1366",1,1,"Mammal","Rodentia","Meriones vinogradovi",150,0.373134328,"Herbivore","Eutherian",2.6800000025728
"1367",1,1,"Mammal","Rodentia","Mesembriomys gouldii",900,0.320512821,"Herbivore","Eutherian",3.1199999952576
"1368",1,1,"Mammal","Rodentia","Mesembriomys macrurus",268.5,0.352112676,"Herbivore","Eutherian",2.8400000004544
"226",1,9,"Mammal","Rodentia","Mesocricetus auratus",105,0.602008547,"Omnivore","Eutherian",1.66110598426437
"1372",1,9,"Mammal","Rodentia","Mesocricetus brandti",174,0.227272727,"Omnivore","Eutherian",4.40000000528
"1373",1,9,"Mammal","Rodentia","Micaelamys namaquensis",47.6,0.531914894,"Omnivore","Eutherian",1.8799999986464
"22710",1,9,"Mammal","Rodentia","Micromys minutus",6,1.3289473685,"Omnivore","Eutherian",0.752475247480051
"16610",1,1,"Mammal","Rodentia","Microtus agrestis",43,1.1864166665,"Herbivore","Eutherian",0.842874201143903
"1378",1,1,"Mammal","Rodentia","Microtus arvalis",27.5,0.520833333,"Herbivore","Eutherian",1.9200000012288
"1379",1,1,"Mammal","Rodentia","Microtus guentheri",51.6,0.641025641,"Herbivore","Eutherian",1.5600000000624
"1380",1,1,"Mammal","Rodentia","Microtus ochrogaster",40,0.471698113,"Herbivore","Eutherian",2.1200000009328
"1381",1,1,"Mammal","Rodentia","Microtus oeconomus",32.2,2.174,"Herbivore","Eutherian",0.459981600735971
"1382",1,1,"Mammal","Rodentia","Microtus pinetorum",25.5,0.657894737,"Herbivore","Eutherian",1.5199999996352
"1383",1,1,"Mammal","Rodentia","Millardia gleadowi",70,0.625,"Herbivore","Eutherian",1.6
"1384",1,9,"Mammal","Rodentia","Mus minutoides",7.2,0.581395349,"Omnivore","Eutherian",1.7199999995184
"22810",1,9,"Mammal","Rodentia","Mus musculus",19.5,0.498333333333333,"Omnivore","Eutherian",2.0066889632107
"16810",1,1,"Mammal","Rodentia","Muscardinus avellanarius",28.65,0.5693490565,"Herbivore","Eutherian",1.75639177510431
"16910",1,1,"Mammal","Rodentia","Myocastor coypus",7395,0.3645588235,"Herbivore","Eutherian",2.743041549233
"1392",1,1,"Mammal","Rodentia","Myodes glareolus",20.8,0.510204082,"Herbivore","Eutherian",1.9599999985888
"1393",1,1,"Mammal","Rodentia","Myoprocta acouchy",775,0.168918919,"Herbivore","Eutherian",5.9199999971584
"1394",1,1,"Mammal","Rodentia","Myopus schisticolor",25,3.333,"Herbivore","Eutherian",0.3000300030003
"1395",1,9,"Mammal","Rodentia","Mystromys albicaudatus",106,0.396825397,"Omnivore","Eutherian",2.5199999988912
"1396",1,9,"Mammal","Rodentia","Napaeozapus insignis",22.3,0.667,"Omnivore","Eutherian",1.49925037481259
"1397",1,1,"Mammal","Rodentia","Neotoma albigula",209,0.263157895,"Herbivore","Eutherian",3.7999999962
"170",1,1,"Mammal","Rodentia","Neotoma floridana",268,0.599848837,"Herbivore","Eutherian",1.66708666970375
"1400",1,1,"Mammal","Rodentia","Neotoma lepida",236,0.238095238,"Herbivore","Eutherian",4.20000000168
"1401",1,9,"Mammal","Rodentia","Notomys alexis",35,0.390625,"Omnivore","Eutherian",2.56
"1402",1,9,"Mammal","Rodentia","Notomys mitchellii",52,0.471698113,"Omnivore","Eutherian",2.1200000009328
"1403",1,1,"Mammal","Rodentia","Nyctomys sumichrasti",50,0.438596491,"Herbivore","Eutherian",2.2800000011856
"1404",1,1,"Mammal","Rodentia","Ochrotomys nuttalli",22,0.297619048,"Herbivore","Eutherian",3.3599999956992
"1405",1,1,"Mammal","Rodentia","Octodon degus",235,0.178571429,"Herbivore","Eutherian",5.59999998656
"173",1,1,"Mammal","Rodentia","Ondatra zibethicus",982,0.788,"Herbivore","Eutherian",1.26903553299492
"1408",1,9,"Mammal","Rodentia","Onychomys leucogaster",32.5,0.446428571,"Omnivore","Eutherian",2.2400000021504
"1409",1,9,"Mammal","Rodentia","Onychomys torridus",22,0.543478261,"Omnivore","Eutherian",1.8399999995584
"1410",1,1,"Mammal","Rodentia","Otospermophilus variegatus",663,0.255102041,"Herbivore","Eutherian",3.9199999971776
"1411",1,1,"Mammal","Rodentia","Pachyuromys duprasi",40,0.301204819,"Herbivore","Eutherian",3.3200000030544
"1412",1,1,"Mammal","Rodentia","Pedetes capensis",3500,0.125,"Herbivore","Eutherian",8
"1413",1,1,"Mammal","Rodentia","Perognathus amplus",11.7,0.423728814,"Herbivore","Eutherian",2.3599999975456
"1414",1,1,"Mammal","Rodentia","Perognathus longimembris",8,0.301204819,"Herbivore","Eutherian",3.3200000030544
"1415",1,1,"Mammal","Rodentia","Perognathus parvus",20.1,0.431034483,"Herbivore","Eutherian",2.3199999987008
"1416",1,9,"Mammal","Rodentia","Peromyscus californicus",42,0.454545455,"Omnivore","Eutherian",2.1999999978
"1417",1,9,"Mammal","Rodentia","Peromyscus crinitus",16.5,0.324675325,"Omnivore","Eutherian",3.07999999692
"1418",1,9,"Mammal","Rodentia","Peromyscus eremicus",25,0.337837838,"Omnivore","Eutherian",2.9599999985792
"1419",1,9,"Mammal","Rodentia","Peromyscus guatemalensis",40,0.438596491,"Omnivore","Eutherian",2.2800000011856
"1420",1,9,"Mammal","Rodentia","Peromyscus leucopus",23,0.316455696,"Omnivore","Eutherian",3.1600000020224
"1421",1,9,"Mammal","Rodentia","Peromyscus maniculatus",20.5,0.301204819,"Omnivore","Eutherian",3.3200000030544
"1422",1,9,"Mammal","Rodentia","Peromyscus polionotus",14,0.454545455,"Omnivore","Eutherian",2.1999999978
"1423",1,9,"Mammal","Rodentia","Peromyscus truei",25,0.462962963,"Omnivore","Eutherian",2.1599999998272
"1424",1,1,"Mammal","Rodentia","Petaurista alborufus",1700,0.11682243,"Herbivore","Eutherian",8.559999993152
"1425",1,1,"Mammal","Rodentia","Petaurista leucogenys",1650,0.130208333,"Herbivore","Eutherian",7.6800000196608
