"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr"
"4066",5,7,"Bird","Passeriformes","Locustella naevia",13.3,0.169491525,"","Passerine",5.90000001475
"4067",5,7,"Bird","Passeriformes","Lonchura striata",12.3,0.1,"","Passerine",10
"4068",5,7,"Bird","Passeriformes","Lophophanes cristatus",11.1,0.086206897,"","Passerine",11.59999993968
"608",5,7,"Bird","Passeriformes","Loxia curvirostra",40.05,0.3475559005,"","Passerine",2.87723499604346
"4071",5,7,"Bird","Passeriformes","Loxia leucoptera",28.9,0.625,"","Passerine",1.6
"4072",5,7,"Bird","Passeriformes","Loxigilla portoricensis",32.1,0.064102564,"","Passerine",15.60000002496
"4073",5,7,"Bird","Passeriformes","Loxioides bailleui",37.85,0.076923077,"","Passerine",12.999999987
"4074",5,7,"Bird","Passeriformes","Loxops coccineus",10.4,0.1,"","Passerine",10
"4075",5,7,"Bird","Passeriformes","Lullula arborea",26.9,0.166666667,"","Passerine",5.999999988
"4076",5,7,"Bird","Passeriformes","Luscinia luscinia",23.8,0.112359551,"","Passerine",8.89999996529
"4077",5,7,"Bird","Passeriformes","Luscinia megarhynchos",19.7,0.091743119,"","Passerine",10.90000003161
"4078",5,7,"Bird","Passeriformes","Luscinia svecica",17.3,0.087719298,"","Passerine",11.40000003192
"4079",5,7,"Bird","Passeriformes","Magumma parva",10,0.105263158,"","Passerine",9.4999999905
"4080",5,7,"Bird","Passeriformes","Malurus cyaneus",10.4,0.096153846,"","Passerine",10.40000001664
"4081",5,7,"Bird","Passeriformes","Margarops fuscatus",98.6,0.094339623,"","Passerine",10.59999995972
"4082",5,7,"Bird","Passeriformes","Melamprosops phaeosoma",25.5,0.108695652,"","Passerine",9.20000001472
"609",5,7,"Bird","Passeriformes","Melospiza georgiana",16.55,0.338602564,"","Passerine",2.95331490756225
"610",5,7,"Bird","Passeriformes","Melospiza lincolnii",17.375,0.2357894735,"","Passerine",4.24107143188477
"611",5,7,"Bird","Passeriformes","Melospiza melodia",21.75,0.1572477875,"","Passerine",6.35938995326087
"4089",5,7,"Bird","Passeriformes","Melozone aberti",46,0.11627907,"","Passerine",8.5999999828
"4090",5,7,"Bird","Passeriformes","Melozone crissalis",47,0.078125,"","Passerine",12.8
"4091",5,7,"Bird","Passeriformes","Melozone fusca",44.4,0.078125,"","Passerine",12.8
"612",5,7,"Bird","Passeriformes","Mimus polyglottos",50.75,0.0885,"","Passerine",11.2994350282486
"613",5,7,"Bird","Passeriformes","Mniotilta varia",10.75,0.1539836065,"","Passerine",6.49419780929732
"4096",5,7,"Bird","Passeriformes","Molothrus aeneus",66.7,0.746,"","Passerine",1.34048257372654
"6141",5,7,"Bird","Passeriformes","Molothrus ater",43.6666666666667,0.123390532666667,"","Passerine",8.10434948604566
"4100",5,7,"Bird","Passeriformes","Motacilla alba",24.1,0.072992701,"","Passerine",13.69999994931
"4101",5,7,"Bird","Passeriformes","Motacilla cinerea",17.2,0.125,"","Passerine",8
"4102",5,7,"Bird","Passeriformes","Motacilla flava",17.7,0.113636364,"","Passerine",8.79999997184
"4103",5,7,"Bird","Passeriformes","Muscicapa striata",15.9,0.211864407,"","Passerine",4.7199999950912
"4104",5,7,"Bird","Passeriformes","Myiarchus antillarum",23.4,0.073529412,"","Passerine",13.59999995648
"6151",5,7,"Bird","Passeriformes","Myiarchus cinerascens",27.6333333333333,0.302677871,"","Passerine",3.30384245368238
"616",5,7,"Bird","Passeriformes","Myiarchus crinitus",32.8,0.125057047,"","Passerine",7.99635065747235
"617",5,7,"Bird","Passeriformes","Myiarchus tyrannulus",40.8666666666667,0.224303030333333,"","Passerine",4.45825452520153
"618",5,7,"Bird","Passeriformes","Myioborus pictus",8.51666666666667,0.387505050666667,"","Passerine",2.58061152565519
"4116",5,7,"Bird","Passeriformes","Nesospingus speculiferus",35.2,0.25,"","Passerine",4
"4117",5,7,"Bird","Passeriformes","Nucifraga caryocatactes",183,0.061728395,"","Passerine",16.2000000162
"619",5,7,"Bird","Passeriformes","Nucifraga columbiana",132.5,0.101735632,"","Passerine",9.82939782592593
"4120",5,7,"Bird","Passeriformes","Oenanthe hispanica",15.1,0.204081633,"","Passerine",4.89999999167
"4121",5,7,"Bird","Passeriformes","Oenanthe oenanthe",25,0.099009901,"","Passerine",10.09999999899
"4122",5,7,"Bird","Passeriformes","Oporornis agilis",15.2,0.617,"","Passerine",1.62074554294976
"4123",5,7,"Bird","Passeriformes","Oporornis formosus",14.3,0.435,"","Passerine",2.29885057471264
"4124",5,7,"Bird","Passeriformes","Oporornis philadelphia",13,0.327,"","Passerine",3.05810397553517
"620",5,7,"Bird","Passeriformes","Oporornis tolmiei",10.4,0.649,"","Passerine",1.54083204930663
"4127",5,7,"Bird","Passeriformes","Oriolus oriolus",79,0.067567568,"","Passerine",14.79999990528
"4128",5,7,"Bird","Passeriformes","Oriolus xanthornus",56.3,0.161290323,"","Passerine",6.19999998388
"4129",5,7,"Bird","Passeriformes","Palmeria dolei",26.2,0.108695652,"","Passerine",9.20000001472
"4130",5,7,"Bird","Passeriformes","Panurus biarmicus",13.8,0.14084507,"","Passerine",7.1000000213
"4131",5,7,"Bird","Passeriformes","Paradisaea apoda",172,0.20661157,"","Passerine",4.840000005808
"4132",5,7,"Bird","Passeriformes","Parkesia motacilla",22.5,0.084033613,"","Passerine",11.90000006307
"4133",5,7,"Bird","Passeriformes","Parkesia noveboracensis",16.3,0.112359551,"","Passerine",8.89999996529
"4134",5,7,"Bird","Passeriformes","Parula americana",8.6,0.538,"","Passerine",1.85873605947955
"621",5,7,"Bird","Passeriformes","Parus atricapillus",10.9,0.2835,"","Passerine",3.52733686067019
"6221",5,7,"Bird","Passeriformes","Parus bicolor ssp.",21.6,0.3705,"","Passerine",2.69905533063428
"4139",5,7,"Bird","Passeriformes","Parus carolinensis",10.2,0.235,"","Passerine",4.25531914893617
"4140",5,7,"Bird","Passeriformes","Parus cinctus",12.4,0.37,"","Passerine",2.7027027027027
"4141",5,7,"Bird","Passeriformes","Parus gambeli",11.5,0.254,"","Passerine",3.93700787401575
"4142",5,7,"Bird","Passeriformes","Parus hudsonicus",9.8,0.562,"","Passerine",1.77935943060498
"4143",5,7,"Bird","Passeriformes","Parus inornatus",17.5,0.323,"","Passerine",3.09597523219814
"623",5,7,"Bird","Passeriformes","Parus major",18.6333333333333,0.603311688333333,"","Passerine",1.65751802813987
"4147",5,7,"Bird","Passeriformes","Parus rufescens",9.7,0.331,"","Passerine",3.02114803625378
"4148",5,7,"Bird","Passeriformes","Parus sclateri",11,0.526,"","Passerine",1.90114068441065
"4149",5,7,"Bird","Passeriformes","Parus wollweberi",10.4,0.394,"","Passerine",2.53807106598985
"624",5,7,"Bird","Passeriformes","Passer domesticus",26.5,0.1177391305,"","Passerine",8.4933530233604
"4152",5,7,"Bird","Passeriformes","Passer hispaniolensis",24.2,0.089285714,"","Passerine",11.20000003584
"625",5,7,"Bird","Passeriformes","Passer montanus",21.25,0.371667939,"","Passerine",2.69057374895067
"626",5,7,"Bird","Passeriformes","Passerculus sandwichensis",18.65,0.2829444445,"","Passerine",3.53426271283443
"6271",5,7,"Bird","Passeriformes","Passerella iliaca",33.9,0.1810436895,"","Passerine",5.52352861765999
"6281",5,7,"Bird","Passeriformes","Passerina amoena",15.55,0.309336700333333,"","Passerine",3.23272343347047
"4162",5,7,"Bird","Passeriformes","Passerina caerulea",28.4,0.098039216,"","Passerine",10.19999996736
"6291",5,7,"Bird","Passeriformes","Passerina ciris",14.875,0.1636666665,"","Passerine",6.1099796396232
"6301",5,7,"Bird","Passeriformes","Passerina cyanea",14.8,0.2879818182,"","Passerine",3.47244144179099
"4170",5,7,"Bird","Passeriformes","Periparus ater",9.2,0.105263158,"","Passerine",9.4999999905
"6311",5,7,"Bird","Passeriformes","Perisoreus canadensis",72.325,0.13127083325,"","Passerine",7.61783844317908
"4175",5,7,"Bird","Passeriformes","Perisoreus infaustus",84.4,0.055865922,"","Passerine",17.89999993198
"4176",5,7,"Bird","Passeriformes","Petrochelidon fulva",20.15,0.081967213,"","Passerine",12.20000001708
"4177",5,7,"Bird","Passeriformes","Petrochelidon pyrrhonota",23.24,0.084745763,"","Passerine",11.79999995988
"4178",5,7,"Bird","Passeriformes","Petronia petronia",30.2,0.142857143,"","Passerine",6.999999993
"4179",5,7,"Bird","Passeriformes","Peucaea aestivalis",19.6,0.256410256,"","Passerine",3.90000000624
"6321",5,7,"Bird","Passeriformes","Pheucticus ludovicianus",46.4625,0.1983333335,"","Passerine",5.0420168024857
"6331",5,7,"Bird","Passeriformes","Pheucticus melanocephalus",41.9,0.191,"","Passerine",5.23560209424084
"4184",5,7,"Bird","Passeriformes","Phoenicurus ochruros",16.5,0.098039216,"","Passerine",10.19999996736
"4185",5,7,"Bird","Passeriformes","Phoenicurus phoenicurus",14.6,0.098039216,"","Passerine",10.19999996736
"4186",5,7,"Bird","Passeriformes","Phylloscopus borealis",10.6,0.877,"","Passerine",1.14025085518814
"4187",5,7,"Bird","Passeriformes","Phylloscopus collybita",8.3,0.125,"","Passerine",8
"4188",5,7,"Bird","Passeriformes","Phylloscopus sibillatrix",9.2,0.098039216,"","Passerine",10.19999996736
"4189",5,7,"Bird","Passeriformes","Phylloscopus trochilus",8.7,0.084745763,"","Passerine",11.79999995988
"4190",5,7,"Bird","Passeriformes","Pica hudsonia",177,0.125,"","Passerine",8
"6341",5,7,"Bird","Passeriformes","Pica nuttalli",154,0.205,"","Passerine",4.8780487804878
"6351",5,7,"Bird","Passeriformes","Pica pica",178,0.338027649666667,"","Passerine",2.95833787853187
"6361",5,7,"Bird","Passeriformes","Pinicola enucleator",60.85,0.183520408,"","Passerine",5.44898527034661
"4199",5,7,"Bird","Passeriformes","Pipilo aberti",46,0.299,"","Passerine",3.34448160535117
"6371",5,7,"Bird","Passeriformes","Pipilo chlorurus",29.14,0.232935065,"","Passerine",4.29304192565426
"6381",5,7,"Bird","Passeriformes","Pipilo erythrophthalmus",40.55,0.1441504065,"","Passerine",6.93719861275591
"4204",5,7,"Bird","Passeriformes","Pipilo erythrophthalmus ssp.",41.7,0.239,"","Passerine",4.18410041841004
"4205",5,7,"Bird","Passeriformes","Pipilo fuscus",44.4,0.199,"","Passerine",5.0251256281407
"4206",5,7,"Bird","Passeriformes","Pipilo maculatus",40.4,0.090909091,"","Passerine",10.999999989
"6391",5,7,"Bird","Passeriformes","Piranga ludoviciana",29.05,0.1961797385,"","Passerine",5.09736636232696
"4209",5,7,"Bird","Passeriformes","Piranga olivacea",29,0.084033613,"","Passerine",11.90000006307
"4210",5,7,"Bird","Passeriformes","Piranga olivicea",28.6,0.254,"","Passerine",3.93700787401575
"6401",5,7,"Bird","Passeriformes","Piranga rubra",32.1333333333333,0.305527426,"","Passerine",3.27302858892936
"6411",5,7,"Bird","Passeriformes","Plectrophenax hyperboreus",48.25,0.3786666665,"","Passerine",2.64084507158488
"6421",5,7,"Bird","Passeriformes","Plectrophenax nivalis",42,0.1980833335,"","Passerine",5.0483803070691
"4218",5,7,"Bird","Passeriformes","Ploceus cucullatus",36.2,0.104166667,"","Passerine",9.59999996928
"4219",5,7,"Bird","Passeriformes","Poecile atricapillus",10.4,0.080645161,"","Passerine",12.40000004464
"4220",5,7,"Bird","Passeriformes","Poecile carolinensis",10.25,0.091743119,"","Passerine",10.90000003161
"4221",5,7,"Bird","Passeriformes","Poecile cinctus",12.5,0.111111111,"","Passerine",9.000000009
"4222",5,7,"Bird","Passeriformes","Poecile gambeli",11.5,0.099009901,"","Passerine",10.09999999899
"4223",5,7,"Bird","Passeriformes","Poecile hudsonicus",10,0.142857143,"","Passerine",6.999999993
"4224",5,7,"Bird","Passeriformes","Poecile montanus",11.1,0.088495575,"","Passerine",11.30000002825
"4225",5,7,"Bird","Passeriformes","Poecile palustris",11.2,0.084033613,"","Passerine",11.90000006307
"4226",5,7,"Bird","Passeriformes","Poecile rufescens",9.8,0.105263158,"","Passerine",9.4999999905
"4227",5,7,"Bird","Passeriformes","Poecile sclateri",11,0.099009901,"","Passerine",10.09999999899
"6431",5,7,"Bird","Passeriformes","Polioptila caerulea",6.25,0.435547619,"","Passerine",2.2959602036075
"4230",5,7,"Bird","Passeriformes","Polioptila californica",6,0.125,"","Passerine",8
"6441",5,7,"Bird","Passeriformes","Pooecetes gramineus",25.7,0.276527426,"","Passerine",3.61627782988874
"6451",5,7,"Bird","Passeriformes","Progne subis",47.2,0.128731884,"","Passerine",7.76808331337713
"6461",5,7,"Bird","Passeriformes","Protonotaria citrea",14.65,0.330728395,"","Passerine",3.02362910206122
"4238",5,7,"Bird","Passeriformes","Prunella modularis",20.2,0.048076923,"","Passerine",20.80000003328
"4239",5,7,"Bird","Passeriformes","Psaltriparus minimus",5.3,0.10989011,"","Passerine",9.0999999909
"4240",5,7,"Bird","Passeriformes","Pycnonotus jocosus",27.7,0.09009009,"","Passerine",11.1000000111
"4241",5,7,"Bird","Passeriformes","Pycnonotus jocusus",27.4,0.667,"","Passerine",1.49925037481259
"4242",5,7,"Bird","Passeriformes","Pycnonotus xanthopygos",38.1,0.113636364,"","Passerine",8.79999997184
"6471",5,7,"Bird","Passeriformes","Pyrocephalus rubinus",13.635,0.328909091,"","Passerine",3.0403537857821
"4245",5,7,"Bird","Passeriformes","Pyrrhocorax graculus",211.5,0.040983607,"","Passerine",24.39999973648
"4246",5,7,"Bird","Passeriformes","Pyrrhocorax pyrrhocorax",277.8,0.123152709,"","Passerine",8.1200000237104
"4247",5,7,"Bird","Passeriformes","Pyrrhula pyrrhula",24.4,0.057142857,"","Passerine",17.50000004375
"4248",5,7,"Bird","Passeriformes","Quelea quelea",17.5,0.1,"","Passerine",10
"6481",5,7,"Bird","Passeriformes","Quiscalus major",159.8,0.143471223,"","Passerine",6.97003886277599
"6491",5,7,"Bird","Passeriformes","Quiscalus mexicanus",179.85,0.142,"","Passerine",7.04225352112676
"6501",5,7,"Bird","Passeriformes","Quiscalus quiscula",119,0.0821450215,"","Passerine",12.1735922852001
"6511",5,7,"Bird","Passeriformes","Regulus calendula",6.7,0.3227857145,"","Passerine",3.09803053567292
"4257",5,7,"Bird","Passeriformes","Regulus regulus",5.6,0.142857143,"","Passerine",6.999999993
"6521",5,7,"Bird","Passeriformes","Regulus satrapa",5.9,0.3268650795,"","Passerine",3.05936627286611
"4260",5,7,"Bird","Passeriformes","Remiz pendulinus",9.3,0.142857143,"","Passerine",6.999999993
"6531",5,7,"Bird","Passeriformes","Riparia riparia",13.65,0.2115,"","Passerine",4.72813238770686
"4263",5,7,"Bird","Passeriformes","Rupicola rupicola",195,0.357142857,"","Passerine",2.80000000112
"4264",5,7,"Bird","Passeriformes","Saxicola rubetra",16.6,0.144927536,"","Passerine",6.90000001104
"4265",5,7,"Bird","Passeriformes","Saxicola torquatus",10.3,0.113636364,"","Passerine",8.79999997184
"6541",5,7,"Bird","Passeriformes","Sayornis nigricans",18.55,0.452333333333333,"","Passerine",2.21075902726603
"6551",5,7,"Bird","Passeriformes","Sayornis phoebe",19.75,0.1895436895,"","Passerine",5.27582850496323
"4271",5,7,"Bird","Passeriformes","Seiurus aurocapilla",18.8,0.090909091,"","Passerine",10.999999989
"4272",5,7,"Bird","Passeriformes","Seiurus aurocapillus",19.4,0.286,"","Passerine",3.4965034965035
"4273",5,7,"Bird","Passeriformes","Seiurus motacilla",20.3,0.323,"","Passerine",3.09597523219814
"4274",5,7,"Bird","Passeriformes","Seiurus novaeboracensis",17.8,0.289,"","Passerine",3.46020761245675
"4275",5,7,"Bird","Passeriformes","Sericornis frontalis",13.4,0.056818182,"","Passerine",17.59999994368
"4276",5,7,"Bird","Passeriformes","Serinus canaria",24.3,0.104166667,"","Passerine",9.59999996928
"4277",5,7,"Bird","Passeriformes","Setophaga adelaidae",7,0.094339623,"","Passerine",10.59999995972
"4278",5,7,"Bird","Passeriformes","Setophaga americana",7.9,0.142857143,"","Passerine",6.999999993
"4279",5,7,"Bird","Passeriformes","Setophaga caerulescens",10.2,0.1,"","Passerine",10
"4280",5,7,"Bird","Passeriformes","Setophaga castanea",11.5,0.204081633,"","Passerine",4.89999999167
"4281",5,7,"Bird","Passeriformes","Setophaga cerulea",8.625,0.166666667,"","Passerine",5.999999988
"4282",5,7,"Bird","Passeriformes","Setophaga chrysoparia",10.2,0.090909091,"","Passerine",10.999999989
"4283",5,7,"Bird","Passeriformes","Setophaga citrina",10.6,0.12195122,"","Passerine",8.1999999672
"4284",5,7,"Bird","Passeriformes","Setophaga coronata",12,0.1,"","Passerine",10
"4285",5,7,"Bird","Passeriformes","Setophaga discolor",7,0.097087379,"","Passerine",10.29999996189
"4286",5,7,"Bird","Passeriformes","Setophaga dominica",9.7,0.163934426,"","Passerine",6.10000000854
"4287",5,7,"Bird","Passeriformes","Setophaga fusca",9,0.12195122,"","Passerine",8.1999999672
"4288",5,7,"Bird","Passeriformes","Setophaga kirtlandii",15.5,0.111111111,"","Passerine",9.000000009
"4289",5,7,"Bird","Passeriformes","Setophaga magnolia",7.5,0.125,"","Passerine",8
"4290",5,7,"Bird","Passeriformes","Setophaga occidentalis",10,0.10989011,"","Passerine",9.0999999909
"4291",5,7,"Bird","Passeriformes","Setophaga palmarum",10.3,0.151515152,"","Passerine",6.59999997888
"4292",5,7,"Bird","Passeriformes","Setophaga pensylvanica",9,0.144927536,"","Passerine",6.90000001104
"4293",5,7,"Bird","Passeriformes","Setophaga petechia",9.8,0.090909091,"","Passerine",10.999999989
"4294",5,7,"Bird","Passeriformes","Setophaga pinus",11.8,0.098039216,"","Passerine",10.19999996736
"6561",5,7,"Bird","Passeriformes","Setophaga ruticilla",8.5,0.1775049505,"","Passerine",5.63364569372954
"4297",5,7,"Bird","Passeriformes","Setophaga striata",15,0.12345679,"","Passerine",8.1000000081
"4298",5,7,"Bird","Passeriformes","Setophaga townsendi",8.85,0.093457944,"","Passerine",10.69999999144
"4299",5,7,"Bird","Passeriformes","Setophaga virens",9,0.166666667,"","Passerine",5.999999988
"6571",5,7,"Bird","Passeriformes","Sialia currucoides",29.6,0.3300555555,"","Passerine",3.02979296465743
"4302",5,7,"Bird","Passeriformes","Sialia mexicana",26.5,0.114942529,"","Passerine",8.69999997999
"4303",5,7,"Bird","Passeriformes","Sialia mexicanus",29,0.617,"","Passerine",1.62074554294976
"6581",5,7,"Bird","Passeriformes","Sialia sialis",31.05,0.2091190475,"","Passerine",4.7819651626904
"6591",5,7,"Bird","Passeriformes","Sitta canadensis",10.5,0.2391666665,"","Passerine",4.18118467190326
"6601",5,7,"Bird","Passeriformes","Sitta carolinensis",20.8,0.182020408,"","Passerine",5.49388945441766
"4310",5,7,"Bird","Passeriformes","Sitta europaea",20.4,0.07751938,"","Passerine",12.8999999742
"6611",5,7,"Bird","Passeriformes","Sitta pusilla",10.5,0.3112068965,"","Passerine",3.21329639942603
"6621",5,7,"Bird","Passeriformes","Sitta pygmaea",10.65,0.21797561,"","Passerine",4.58766923510387
"4315",5,7,"Bird","Passeriformes","Sphecotheres viridis",121.5,0.138888889,"","Passerine",7.19999999424
"4316",5,7,"Bird","Passeriformes","Spinus pinus",12.7,0.090909091,"","Passerine",10.999999989
"4317",5,7,"Bird","Passeriformes","Spinus psaltria",9.23,0.175438596,"","Passerine",5.70000001596
"4318",5,7,"Bird","Passeriformes","Spinus spinus",13.2,0.074074074,"","Passerine",13.5000000135
"4319",5,7,"Bird","Passeriformes","Spinus tristis",12.8,0.076923077,"","Passerine",12.999999987
"6631",5,7,"Bird","Passeriformes","Spiza americana",31.15,0.4376666665,"","Passerine",2.28484386987237
"4322",5,7,"Bird","Passeriformes","Spizella arborea",20.1,0.254,"","Passerine",3.93700787401575
"6641",5,7,"Bird","Passeriformes","Spizella breweri",10.95,0.3331451615,"","Passerine",3.00169450307325
"6651",5,7,"Bird","Passeriformes","Spizella pallida",11.725,0.329963768,"","Passerine",3.03063577574372
"6661",5,7,"Bird","Passeriformes","Spizella passerina",12.25,0.1733728815,"","Passerine",5.76791474738222
"6671",5,7,"Bird","Passeriformes","Spizella pusilla",12.5,0.240029126333333,"","Passerine",4.16616106251739
"4332",5,7,"Bird","Passeriformes","Spizelloides arborea",16.6,0.092592593,"","Passerine",10.79999995248
"6681",5,7,"Bird","Passeriformes","Sporophila torqueola",8.7,0.1517350425,"","Passerine",6.59043542957455
"6691",5,7,"Bird","Passeriformes","Stelgidopteryx ruficollis",15.6,0.3057457625,"","Passerine",3.27069128227084
"4337",5,7,"Bird","Passeriformes","Stelgidopteryx serripennis",15.7,0.169491525,"","Passerine",5.90000001475
"4338",5,7,"Bird","Passeriformes","Struthidea cinerea",132,0.1,"","Passerine",10
"6701",5,7,"Bird","Passeriformes","Sturnella magna",91.855,0.1826825395,"","Passerine",5.47397689312284
"4341",5,7,"Bird","Passeriformes","Sturnella neglecta",85,0.25,"","Passerine",4
"6711",5,7,"Bird","Passeriformes","Sturnus vulgaris",78.15,0.081334061,"","Passerine",12.2949719675254
"4344",5,7,"Bird","Passeriformes","Sylvia atricapilla",16.7,0.072463768,"","Passerine",13.80000002208
"4345",5,7,"Bird","Passeriformes","Sylvia borin",24.6,0.104166667,"","Passerine",9.59999996928
"4346",5,7,"Bird","Passeriformes","Sylvia communis",17.7,0.112359551,"","Passerine",8.89999996529
"4347",5,7,"Bird","Passeriformes","Sylvia curruca",11.4,0.111111111,"","Passerine",9.000000009
"4348",5,7,"Bird","Passeriformes","Sylvia melanocephala",11.7,0.120481928,"","Passerine",8.29999998008
"4349",5,7,"Bird","Passeriformes","Sylvia nisoria",22.5,0.084033613,"","Passerine",11.90000006307
"6721",5,7,"Bird","Passeriformes","Tachycineta bicolor",19.7333333333333,0.201548209333333,"","Passerine",4.96159208413574
"6731",5,7,"Bird","Passeriformes","Tachycineta thalassina",14.3,0.245945055,"","Passerine",4.06594879494528
"4355",5,7,"Bird","Passeriformes","Taeniopygia guttata",12,0.083333333,"","Passerine",12.000000048
"6741",5,7,"Bird","Passeriformes","Telespiza cantans",33.05,0.3216666665,"","Passerine",3.10880829176622
"4358",5,7,"Bird","Passeriformes","Telespiza ultima",24.5,0.083333333,"","Passerine",12.000000048
"4359",5,7,"Bird","Passeriformes","Thraupis episcopus",35,0.105263158,"","Passerine",9.4999999905
"6751",5,7,"Bird","Passeriformes","Thryomanes bewickii",9.86666666666667,0.262666666666667,"","Passerine",3.80710659898477
"6761",5,7,"Bird","Passeriformes","Thryothorus ludovicianus",18.1,0.267847826,"","Passerine",3.73346319413472
"6771",5,7,"Bird","Passeriformes","Toxostoma bendirei",62.2,0.369131579,"","Passerine",2.70906109607057
"4367",5,7,"Bird","Passeriformes","Toxostoma crissale",62.7,0.208333333,"","Passerine",4.80000000768
"6781",5,7,"Bird","Passeriformes","Toxostoma curvirostre",80.025,0.1647962965,"","Passerine",6.06809753154859
"6791",5,7,"Bird","Passeriformes","Toxostoma lecontei",61.86,0.317219298,"","Passerine",3.15239333264018
"6801",5,7,"Bird","Passeriformes","Toxostoma longirostre",68.775,0.241602564,"","Passerine",4.13902892189505
"6811",5,7,"Bird","Passeriformes","Toxostoma redivivum",84.4,0.260463768,"","Passerine",3.83930558817686
"6821",5,7,"Bird","Passeriformes","Toxostoma rufum",67.9,0.1385625,"","Passerine",7.2169598556608
"6831",5,7,"Bird","Passeriformes","Troglodytes aedon",10.3,0.2380555555,"","Passerine",4.20070011766644
"6841",5,7,"Bird","Passeriformes","Troglodytes troglodytes",9,0.3959285715,"","Passerine",2.52570809985104
"6851",5,7,"Bird","Passeriformes","Turdoides squamiceps",73.8333333333333,0.156024691333333,"","Passerine",6.40924196968021
"4385",5,7,"Bird","Passeriformes","Turdoides striata",66,0.151515152,"","Passerine",6.59999997888
"4386",5,7,"Bird","Passeriformes","Turdus grayi",74,0.104166667,"","Passerine",9.59999996928
"4387",5,7,"Bird","Passeriformes","Turdus iliacus",61.2,0.053191489,"","Passerine",18.80000012784
"4388",5,7,"Bird","Passeriformes","Turdus merula",103.2,0.04587156,"","Passerine",21.7999998256
"6861",5,7,"Bird","Passeriformes","Turdus migratorius",76.4,0.1209117645,"","Passerine",8.27049381121223
"4391",5,7,"Bird","Passeriformes","Turdus philomelos",67.8,0.056497175,"","Passerine",17.70000004425
"4392",5,7,"Bird","Passeriformes","Turdus pilaris",106,0.055248619,"","Passerine",18.09999992941
"4393",5,7,"Bird","Passeriformes","Turdus plumbeus",75.3,0.068493151,"","Passerine",14.59999993284
"4394",5,7,"Bird","Passeriformes","Turdus torquatus",109,0.10989011,"","Passerine",9.0999999909
"4395",5,7,"Bird","Passeriformes","Turdus viscivorus",117.5,0.047169811,"","Passerine",21.20000014416
"6871",5,7,"Bird","Passeriformes","Tyrannus tyrannus",41.75,0.174545045,"","Passerine",5.72918010935229
"6881",5,7,"Bird","Passeriformes","Tyrannus verticalis",40.15,0.260463768,"","Passerine",3.83930558817686
"4400",5,7,"Bird","Passeriformes","Vermivora celata",9,0.382,"","Passerine",2.61780104712042
"6891",5,7,"Bird","Passeriformes","Vermivora chrysoptera",8.75,0.226791139,"","Passerine",4.40934334740477
"4403",5,7,"Bird","Passeriformes","Vermivora cyanoptera",8.9,0.111111111,"","Passerine",9.000000009
"4404",5,7,"Bird","Passeriformes","Vermivora luciae",6.6,0.45,"","Passerine",2.22222222222222
"4405",5,7,"Bird","Passeriformes","Vermivora peregrina",9.8,0.407,"","Passerine",2.45700245700246
"4406",5,7,"Bird","Passeriformes","Vermivora pinus",8.4,0.327,"","Passerine",3.05810397553517
"4407",5,7,"Bird","Passeriformes","Vermivora ruficapilla",8.6,0.355,"","Passerine",2.8169014084507
"6901",5,7,"Bird","Passeriformes","Vermivora virginiae",7.8,0.748,"","Passerine",1.33689839572193
"4410",5,7,"Bird","Passeriformes","Vestiaria coccinea",18.3,0.113636364,"","Passerine",8.79999997184
"4411",5,7,"Bird","Passeriformes","Vireo atricapilla",8.65,0.083333333,"","Passerine",12.000000048
"4412",5,7,"Bird","Passeriformes","Vireo atricapillus",8.5,0.37,"","Passerine",2.7027027027027
"6911",5,7,"Bird","Passeriformes","Vireo bellii",9.25,0.242945055,"","Passerine",4.1161570462918
"6921",5,7,"Bird","Passeriformes","Vireo flavifrons",18,0.295467213,"","Passerine",3.38447027623332
"6931",5,7,"Bird","Passeriformes","Vireo gilvus",14.9,0.135667939,"","Passerine",7.37093824355952
"6941",5,7,"Bird","Passeriformes","Vireo griseus",11.7,0.2233715595,"","Passerine",4.47684567470641
"6951",5,7,"Bird","Passeriformes","Vireo huttoni",11.45,0.237037037,"","Passerine",4.21875000065918
"4423",5,7,"Bird","Passeriformes","Vireo latimeri",12,0.05952381,"","Passerine",16.7999998656
"6961",5,7,"Bird","Passeriformes","Vireo olivaceus",16.85,0.177019608,"","Passerine",5.64909170965964
"6971",5,7,"Bird","Passeriformes","Vireo philadelphicus",12.1,0.197020408,"","Passerine",5.07561632904547
"6981",5,7,"Bird","Passeriformes","Vireo solitarius",16.3,0.2425675675,"","Passerine",4.12256267524305
"6991",5,7,"Bird","Passeriformes","Wilsonia canadensis",10.35,0.325,"","Passerine",3.07692307692308
"4432",5,7,"Bird","Passeriformes","Wilsonia citrina",10.5,0.323,"","Passerine",3.09597523219814
"4433",5,7,"Bird","Passeriformes","Wilsonia pusilla",7.3,0.382,"","Passerine",2.61780104712042
"7001",5,7,"Bird","Passeriformes","Xanthocephalus xanthocephalus",77.725,0.145277778,"","Passerine",6.88336519023577
"7011",5,7,"Bird","Passeriformes","Zonotrichia albicollis",23.5,0.166057047,"","Passerine",6.0220268761012
"7021",5,7,"Bird","Passeriformes","Zonotrichia atricapilla",30.675,0.1696190475,"","Passerine",5.89556429386269
