UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Growth_rate_per_yr,Trophic,Group,Family,Genus,Reference,Notes,Notes_measure,,
1253,1,1,Mammal,Proboscidea,Elephas maximus,3178000,1.66E+05,0.052386879,Herbivore,Eutherian,Elephantidae,Elephas,AnAge Data,HAGRID: 2473; Refs: 2;36;434;436;455;536;568;610;671;680;1006;1097;1136;1143;1192;1193;1194;1222;1238,captivity; large sample size; acceptable quality,,
1254,1,1,Mammal,Proboscidea,Loxodonta africana,3474000,126053.9907,0.036284971,Herbivore,Eutherian,Elephantidae,Loxodonta,Ernest et al. 2003,,,,
1255,1,1,Mammal,Proboscidea,Loxodonta africana,2800000,138204.668,0.04935881,Herbivore,Eutherian,Elephantidae,Loxodonta,Hatton et al 2015; from life history,,,,
1256,1,1,Mammal,Proboscidea,Loxodonta africana,3599150.44,215949.0264,0.06,Herbivore,Eutherian,Elephantidae,Loxodonta,"Caughley and Krebs 1983; after Duncan et al. 2007, method: count",,,,
1257,1,1,Mammal,Proboscidea,Loxodonta africana,3599150.44,107974.5132,0.03,Herbivore,Eutherian,Elephantidae,Loxodonta,"Ambruster and Lande 1993; after Duncan et al. 2007, method: count",,,,
1258,1,1,Mammal,Proboscidea,Loxodonta africana,3599150.44,89978.761,0.025,Herbivore,Eutherian,Elephantidae,Loxodonta,"Cumming 1983; after Duncan et al. 2007, method: count",,,,
1259,1,1,Mammal,Proboscidea,Loxodonta africana,3599150.44,215949.0264,0.06,Herbivore,Eutherian,Elephantidae,Loxodonta,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
1260,1,1,Mammal,Proboscidea,Loxodonta africana,4800000,2.33E+05,0.048545813,Herbivore,Eutherian,Elephantidae,Loxodonta,AnAge Data,HAGRID: 2474; Refs: 243;445;553;661;067;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000,captivity; large sample size; acceptable quality,,
1261,1,9,Mammal,Rodentia,Acomys cahirinus,40.5,111.3959,2.750516049,Omnivore,Eutherian,Muridae,Acomys,Ernest et al. 2003,,,,
1262,1,9,Mammal,Rodentia,Acomys cahirinus,45.2,7.40E+01,1.636597124,Omnivore,Eutherian,Muridae,Acomys,AnAge Data,HAGRID: 2648; Refs: 36;245;246;420;434;400;000;000;000;000;000,captivity; large sample size; high quality,,
1263,1,1,Mammal,Rodentia,Agouti paca,8782.132799,5884.028975,0.67,Herbivore,Eutherian,Agoutidae,Agouti,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",,,,
1264,1,1,Mammal,Rodentia,Agouti paca,8500,6205,0.73,Herbivore,Eutherian,Agoutidae,Agouti,Pereira and Daily 2006,,,,
1265,1,1,Mammal,Rodentia,Allactaga elater,58.7,8.38E+01,1.427542589,Herbivore,Eutherian,Dipodidae,Allactaga,AnAge Data,HAGRID: 2586; Refs: 434;455;671;680,captivity; small sample size; acceptable quality,,
1266,1,9,Mammal,Rodentia,Alticola strelzowi,50,254.1,5.082,Omnivore,Eutherian,Muridae,Alticola,Ernest et al. 2003,,,,
1267,1,9,Mammal,Rodentia,Ammospermophilus harrisii,130,292.5,2.25,Omnivore,Eutherian,Sciuridae,Ammospermophilus,Ernest et al. 2003,,,,
1268,1,9,Mammal,Rodentia,Ammospermophilus harrisii,126,1.14E+02,0.902911111,Omnivore,Eutherian,Sciuridae,Ammospermophilus,AnAge Data,HAGRID: 2746; Refs: 434;455;538;610;671,captivity; medium sample size; acceptable quality,,
1269,1,9,Mammal,Rodentia,Ammospermophilus leucurus,97.5,689.1428571,7.068131868,Omnivore,Eutherian,Sciuridae,Ammospermophilus,Ernest et al. 2003,,,,
1270,1,9,Mammal,Rodentia,Ammospermophilus leucurus,105,1.07E+02,1.02143619,Omnivore,Eutherian,Sciuridae,Ammospermophilus,AnAge Data,HAGRID: 2747; Refs: 36;420;441;455;671;700,captivity; small sample size; acceptable quality,,
1271,1,1,Mammal,Rodentia,Aplodontia rufa,662.9793477,331.4896739,0.5,Herbivore,Eutherian,Aplodontidae,Aplodontia,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
1272,1,1,Mammal,Rodentia,Aplodontia rufa,774,1233.644762,1.593856282,Herbivore,Eutherian,Aplodontidae,Aplodontia,Ernest et al. 2003,,,,
1273,1,9,Mammal,Rodentia,Apodemus flavicollis,26.7,136.88232,5.126678652,Omnivore,Eutherian,Muridae,Apodemus,Ernest et al. 2003,,,,
1274,1,9,Mammal,Rodentia,Apodemus flavicollis,27,9.45,0.35,Omnivore,Eutherian,Muridae,Apodemus,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1275,1,9,Mammal,Rodentia,Apodemus flavicollis,29.4,5.84E+01,1.985153741,Omnivore,Eutherian,Muridae,Apodemus,AnAge Data,HAGRID: 2655; Refs: 36;420;455;610;671;600;000,captivity; small sample size; acceptable quality,,
1276,1,9,Mammal,Rodentia,Apodemus sylvaticus,23,31.97,1.39,Omnivore,Eutherian,Muridae,Apodemus,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1277,1,9,Mammal,Rodentia,Apodemus sylvaticus,23.4,5.04E+01,2.155288889,Omnivore,Eutherian,Muridae,Apodemus,AnAge Data,HAGRID: 2658; Refs: 36;420;455;542;610;600;000,captivity; medium sample size; acceptable quality,,
1278,1,1,Mammal,Rodentia,Arvicanthis niloticus,64.5,386.9666667,5.999483205,Herbivore,Eutherian,Muridae,Arvicanthis,Ernest et al. 2003,,,,
1279,1,1,Mammal,Rodentia,Arvicanthis niloticus,110,2.33E+02,2.120643636,Herbivore,Eutherian,Muridae,Arvicanthis,AnAge Data,HAGRID: 2659; Refs: 455;610;671,captivity; medium sample size; acceptable quality,,
1280,1,9,Mammal,Rodentia,Arvicola amphibius,120,2.46E+02,2.046493333,Omnivore,Eutherian,Cricetidae,Arvicola,AnAge Data,HAGRID: 2507; Refs: 36;420;434;455;610;600;000,captivity; tiny sample size; acceptable quality,,
1281,1,9,Mammal,Rodentia,Arvicola terrestris,120,686.4316561,5.720263801,Omnivore,Eutherian,Muridae,Arvicola,Ernest et al. 2003,,,,
1282,1,1,Mammal,Rodentia,Baiomys musculus,8,23.76,2.97,Herbivore,Eutherian,Muridae,Baiomys,Pereira and Daily 2006,,,,
1283,1,1,Mammal,Rodentia,Baiomys taylori,8,2.09E+01,2.60737,Herbivore,Eutherian,Cricetidae,Baiomys,AnAge Data,HAGRID: 2508; Refs: 36;420;434;441;455;500;000;000;000;000,captivity; small sample size; acceptable quality,,
1284,1,1,Mammal,Rodentia,Bandicota bengalensis,150,1075.34049,7.1689366,Herbivore,Eutherian,Muridae,Bandicota,Ernest et al. 2003,,,,
1285,1,1,Mammal,Rodentia,Callospermophilus lateralis,157.6,9.47E+01,0.600700063,Herbivore,Eutherian,Sciuridae,Callospermophilus,AnAge Data,HAGRID: 2756; Refs: 36;420;455;610;633;600;000;000;000,captivity; small sample size; acceptable quality,,
1286,1,1,Mammal,Rodentia,Castor canadensis,13000,6110,0.47,Herbivore,Eutherian,Castoridae,Castor,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1287,1,1,Mammal,Rodentia,Castor canadensis,20250,9.91E+03,0.489548049,Herbivore,Eutherian,Castoridae,Castor,AnAge Data,HAGRID: 2490; Refs: 4;344;414;555;116;710;000;000;000,captivity; small sample size; acceptable quality,,
1288,1,1,Mammal,Rodentia,Cavia aperea,341,5.71E+02,1.675807625,Herbivore,Eutherian,Caviidae,Cavia,AnAge Data,HAGRID: 2492; Refs: 434;455;610;671;978,captivity; large sample size; high quality,,
1289,1,1,Mammal,Rodentia,Cavia porcellus,728,1.46E+03,2.012056319,Herbivore,Eutherian,Caviidae,Cavia,AnAge Data,HAGRID: 2493; Refs: 362;723;803;814;204;000;000;000;000;000;000;000;000,captivity; large sample size; high quality,,
1290,1,1,Mammal,Rodentia,Cavia tschudii,637.5,9.56E+02,1.498828863,Herbivore,Eutherian,Caviidae,Cavia,AnAge Data,HAGRID: 2494; Refs: 434;610;671;680;978,captivity; small sample size; acceptable quality,,
1291,1,9,Mammal,Rodentia,Chaetodipus fallax,18.7,1.38E+01,0.736617647,Omnivore,Eutherian,Heteromyidae,Chaetodipus,AnAge Data,HAGRID: 2621; Refs: 36;420;434;455;610;600,captivity; small sample size; acceptable quality,,
1292,1,9,Mammal,Rodentia,Chaetodipus formosus,19.45,44.24,2.274550129,Omnivore,Eutherian,Heteromyidae,Chaetodipus,Ernest et al. 2003,,,,
1293,1,9,Mammal,Rodentia,Chaetodipus formosus,19,1.43E+01,0.753056842,Omnivore,Eutherian,Heteromyidae,Chaetodipus,AnAge Data,HAGRID: 2622; Refs: 36;441;455;573;647,captivity; small sample size; acceptable quality,,
1294,1,9,Mammal,Rodentia,Chaetodipus penicillatus,17,19.72,1.16,Omnivore,Eutherian,Heteromyidae,Chaetodipus,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1295,1,1,Mammal,Rodentia,Chinchilla lanigera,552.2045744,678.1072174,1.228,Herbivore,Eutherian,Chinchillidae,Chinchilla,"Jimenez et al. 1992; after Duncan et al. 2007, method: count",,,,
1296,1,1,Mammal,Rodentia,Chinchilla lanigera,642.5,4.54E+02,0.706066459,Herbivore,Eutherian,Chinchillidae,Chinchilla,AnAge Data,HAGRID: 2500; Refs: 3;629;029;129;243;440;000;000;000;000;000;000;000,captivity; large sample size; acceptable quality,,
1297,1,1,Mammal,Rodentia,Clethrionomys gapperi,20.56666667,150.0949682,7.297972521,Herbivore,Eutherian,Muridae,Clethrionomys,Ernest et al. 2003,,,,
1298,1,1,Mammal,Rodentia,Clethrionomys glareolus,19.64264646,134.4735577,6.846,Herbivore,Eutherian,Muridae,Clethrionomys,"Hannson 1987; after Duncan et al. 2007, method: count",,,,
1299,1,1,Mammal,Rodentia,Clethrionomys glareolus,21.15,127.8784063,6.046260345,Herbivore,Eutherian,Muridae,Clethrionomys,Ernest et al. 2003,,,,
1300,1,1,Mammal,Rodentia,Coendou mexicanus,2000,340,0.17,Herbivore,Eutherian,Erethizontidae,Coendou,Pereira and Daily 2006,,,,
1301,1,1,Mammal,Rodentia,Coendou prehensilis,3900,8.66E+02,0.221931282,Herbivore,Eutherian,Erethizontidae,Coendou,AnAge Data,HAGRID: 2603; Refs: 36;420;434;455;610;600;000,captivity; medium sample size; acceptable quality,,
1302,1,1,Mammal,Rodentia,Coendou rothschildi,2000,340,0.17,Herbivore,Eutherian,Erethizontidae,Coendou,Pereira and Daily 2006,,,,
1303,1,1,Mammal,Rodentia,Cricetomys gambianus,1500,2.36E+03,1.573972,Herbivore,Eutherian,Nesomyidae,Cricetomys,AnAge Data,HAGRID: 2733; Refs: 36;420;455;671;731,captivity; small sample size; acceptable quality,,
1304,1,1,Mammal,Rodentia,Cricetus cricetus,510,1624.248083,3.184800163,Herbivore,Eutherian,Muridae,Cricetus,Ernest et al. 2003,,,,
1305,1,1,Mammal,Rodentia,Cricetus cricetus,506.7,9.83E+02,1.940515295,Herbivore,Eutherian,Cricetidae,Cricetus,AnAge Data,HAGRID: 2510; Refs: 36;272;420;434;455;500;000;000,captivity; small sample size; acceptable quality,,
1306,1,1,Mammal,Rodentia,Cryptomys damarensis,180,8.38E+01,0.465494889,Herbivore,Eutherian,Bathyergidae,Cryptomys,AnAge Data,HAGRID: 2478; Refs: 36;420;434;924;966,captivity; medium sample size; acceptable quality,,
1307,1,1,Mammal,Rodentia,Cryptomys hottentotus,132.5,111.6428571,0.842587601,Herbivore,Eutherian,Bathyergidae,Cryptomys,Ernest et al. 2003,,,,
1308,1,1,Mammal,Rodentia,Cryptomys hottentotus,132.5,8.44E+01,0.636849887,Herbivore,Eutherian,Bathyergidae,Cryptomys,AnAge Data,HAGRID: 2479; Refs: 36;420;434;455;671;800,captivity; small sample size; questionable quality,,
1309,1,1,Mammal,Rodentia,Ctenodactylus gundi,288.8,1.23E+02,0.425474723,Herbivore,Eutherian,Ctenodactylidae,Ctenodactylus,AnAge Data,HAGRID: 2570; Refs: 434;455;671;978,captivity; small sample size; acceptable quality,,
1310,1,1,Mammal,Rodentia,Cuniculus paca,9000,3.41E+03,0.378960889,Herbivore,Eutherian,Cuniculidae,Cuniculus,AnAge Data,HAGRID: 2574; Refs: 36;420;434;455;610;600;000,captivity; small sample size; acceptable quality,,
1311,1,1,Mammal,Rodentia,Cynomys ludovicianus,1018.356876,773.9512258,0.76,Herbivore,Eutherian,Sciuridae,Cynomys,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
1312,1,1,Mammal,Rodentia,Cynomys ludovicianus,1200,546.8043333,0.455670278,Herbivore,Eutherian,Sciuridae,Cynomys,Ernest et al. 2003,,,,
1313,1,1,Mammal,Rodentia,Cynomys ludovicianus,1125,5.84E+02,0.519151289,Herbivore,Eutherian,Sciuridae,Cynomys,AnAge Data,HAGRID: 2759; Refs: 36;441;455;507;542;600;000,captivity; large sample size; high quality,,
1314,1,1,Mammal,Rodentia,Dasyprocta leporina,2670.545612,2937.600173,1.1,Herbivore,Eutherian,Dasyproctidae,Dasyprocta,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",,,,
1315,1,1,Mammal,Rodentia,Dasyprocta leporina,3265,1534.55,0.47,Herbivore,Eutherian,Dasyproctidae,Dasyprocta,Fagan et. al. 2009,,,,
1316,1,1,Mammal,Rodentia,Dasyprocta punctata,3500,980,0.28,Herbivore,Eutherian,Dasyproctidae,Dasyprocta,Pereira and Daily 2006,,,,
1317,1,1,Mammal,Rodentia,Dasyprocta punctata,2150,1.48E+03,0.688805581,Herbivore,Eutherian,Dasyproctidae,Dasyprocta,AnAge Data,HAGRID: 2582; Refs: 434;455;610;671,captivity; medium sample size; acceptable quality,,
1318,1,1,Mammal,Rodentia,Dicrostonyx groenlandicus,54.4,187.88125,3.453699449,Herbivore,Eutherian,Muridae,Dicrostonyx,Ernest et al. 2003,,,,
1319,1,1,Mammal,Rodentia,Dicrostonyx groenlandicus,66,1.71E+02,2.584254545,Herbivore,Eutherian,Cricetidae,Dicrostonyx,AnAge Data,HAGRID: 2511; Refs: 36;420;434;455;610;600;000,unknown; medium sample size; acceptable quality,,
1320,1,1,Mammal,Rodentia,Dicrostonyx torquatus,85,207.315,2.439,Herbivore,Eutherian,Muridae,Dicrostonyx,Ernest et al. 2003,,,,
1321,1,1,Mammal,Rodentia,Diplomys labilis,396,182.16,0.46,Herbivore,Eutherian,Echimyidae,Diplomys,Pereira and Daily 2006,,,,
1322,1,1,Mammal,Rodentia,Dipodomys deserti,145,325.052,2.241737931,Herbivore,Eutherian,Heteromyidae,Dipodomys,Ernest et al. 2003,,,,
1323,1,1,Mammal,Rodentia,Dipodomys heermanni,60,178.997,2.983283333,Herbivore,Eutherian,Heteromyidae,Dipodomys,Ernest et al. 2003,,,,
1324,1,1,Mammal,Rodentia,Dipodomys merriami,39,66.60622222,1.707851852,Herbivore,Eutherian,Heteromyidae,Dipodomys,Ernest et al. 2003,,,,
1325,1,1,Mammal,Rodentia,Dipodomys merriami,37,15.54,0.42,Herbivore,Eutherian,Heteromyidae,Dipodomys,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1326,1,1,Mammal,Rodentia,Dipodomys merriami,42,3.77E+01,0.896790714,Herbivore,Eutherian,Heteromyidae,Dipodomys,AnAge Data,HAGRID: 2627; Refs: 36;420;434;455;610;600;000;000;000,captivity; medium sample size; acceptable quality,,
1327,1,1,Mammal,Rodentia,Dipodomys microps,55.16,50.4,0.913705584,Herbivore,Eutherian,Heteromyidae,Dipodomys,Ernest et al. 2003,,,,
1328,1,1,Mammal,Rodentia,Dipodomys ordii,51,30.09,0.59,Herbivore,Eutherian,Heteromyidae,Dipodomys,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1329,1,1,Mammal,Rodentia,Dipodomys ordii,57,7.10E+01,1.24508807,Herbivore,Eutherian,Heteromyidae,Dipodomys,AnAge Data,HAGRID: 2629; Refs: 36;420;434;441;455;600;000;000,captivity; small sample size; acceptable quality,,
1330,1,1,Mammal,Rodentia,Dipodomys spectabilis,119.6,160.59,1.342725753,Herbivore,Eutherian,Heteromyidae,Dipodomys,Ernest et al. 2003,,,,
1331,1,1,Mammal,Rodentia,Dipodomys spectabilis,130,89.7,0.69,Herbivore,Eutherian,Heteromyidae,Dipodomys,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1332,1,1,Mammal,Rodentia,Dolichotis patagonum,12500,1.36E+04,1.0844072,Herbivore,Eutherian,Caviidae,Dolichotis,AnAge Data,HAGRID: 2495; Refs: 434;455;610;671,captivity; large sample size; high quality,,
1333,1,1,Mammal,Rodentia,Eliomys quercinus,82.5,6.72E+01,0.814866303,Herbivore,Eutherian,Gliridae,Eliomys,AnAge Data,HAGRID: 2615; Refs: 434;455;542;570;610;000;000,captivity; small sample size; acceptable quality,,
1334,1,1,Mammal,Rodentia,Erethizon dorsatum,6980.716486,2792.286594,0.4,Herbivore,Eutherian,Erethizontidae,Erethizon,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
1335,1,1,Mammal,Rodentia,Erethizon dorsatum,10750,936.84,0.087147907,Herbivore,Eutherian,Erethizontidae,Erethizon,Ernest et al. 2003,,,,
1336,1,1,Mammal,Rodentia,Erethizon dorsatus,8600,1.81E+03,0.21018093,Herbivore,Eutherian,Erethizontidae,Erethizon,AnAge Data,HAGRID: 2604; Refs: 36;420;434;441;455;400;000;000;000;000;000,captivity; medium sample size; acceptable quality,,
1337,1,1,Mammal,Rodentia,Galea musteloides,337.9,6.84E+02,2.024905297,Herbivore,Eutherian,Caviidae,Galea,AnAge Data,HAGRID: 2496; Refs: 36;420;434;455;610;600;000;000,captivity; small sample size; acceptable quality,,
1338,1,1,Mammal,Rodentia,Galea spixii,450,8.62E+02,1.915404444,Herbivore,Eutherian,Caviidae,Galea,AnAge Data,HAGRID: 2497; Refs: 434;455;671;978,captivity; small sample size; acceptable quality,,
1339,1,1,Mammal,Rodentia,Geocapromys brownii,1500,9.55E+02,0.636579933,Herbivore,Eutherian,Capromyidae,Geocapromys,AnAge Data,HAGRID: 2487; Refs: 36;420;434;455;610;600,captivity; small sample size; acceptable quality,,
1340,1,1,Mammal,Rodentia,Geomys bursarius,164,76.2375,0.464862805,Herbivore,Eutherian,Geomyidae,Geomys,Ernest et al. 2003,,,,
1341,1,1,Mammal,Rodentia,Geomys bursarius,176.7,1.64E+02,0.928024901,Herbivore,Eutherian,Geomyidae,Geomys,AnAge Data,HAGRID: 2608; Refs: 364;344;414;556;106;000;000;000,captivity; small sample size; acceptable quality,,
1342,1,1,Mammal,Rodentia,Georychus capensis,181,428.4,2.366850829,Herbivore,Eutherian,Bathyergidae,Georychus,Ernest et al. 2003,,,,
1343,1,1,Mammal,Rodentia,Georychus capensis,181,1.92E+02,1.059578453,Herbivore,Eutherian,Bathyergidae,Georychus,AnAge Data,HAGRID: 2481; Refs: 36;420;434;455;671,captivity; tiny sample size; questionable quality,,
1344,1,1,Mammal,Rodentia,Gerbilliscus afra,74.8,1.59E+02,2.119581551,Herbivore,Eutherian,Muridae,Gerbilliscus,AnAge Data,HAGRID: 2667; Refs: 36;420;434;455;610;600;000,captivity; small sample size; acceptable quality,,
1345,1,1,Mammal,Rodentia,Gerbilliscus validus,113,1.62E+02,1.432045133,Herbivore,Eutherian,Muridae,Gerbilliscus,AnAge Data,HAGRID: 2668; Refs: 455;610;671;978,captivity; small sample size; acceptable quality,,
1346,1,1,Mammal,Rodentia,Gerbillus pyramidum,37,183.8375,4.968581081,Herbivore,Eutherian,Muridae,Gerbillus,Ernest et al. 2003,,,,
1347,1,1,Mammal,Rodentia,Gerbillus pyramidum,37,7.40E+01,2.000557568,Herbivore,Eutherian,Muridae,Gerbillus,AnAge Data,HAGRID: 2672; Refs: 36;420;434;455;571;600;000;000,captivity; small sample size; acceptable quality,,
1348,1,9,Mammal,Rodentia,Glaucomys sabrinus,139,108.384,0.779741007,Omnivore,Eutherian,Sciuridae,Glaucomys,Ernest et al. 2003,,,,
1349,1,9,Mammal,Rodentia,Glaucomys sabrinus,149,1.02E+02,0.687669128,Omnivore,Eutherian,Sciuridae,Glaucomys,AnAge Data,HAGRID: 2767; Refs: 434;441;455;671;731,captivity; small sample size; acceptable quality,,
1350,1,9,Mammal,Rodentia,Glaucomys volans,65.75,219.373,3.336471483,Omnivore,Eutherian,Sciuridae,Glaucomys,Ernest et al. 2003,,,,
1351,1,9,Mammal,Rodentia,Glaucomys volans,79,111.39,1.41,Omnivore,Eutherian,Sciuridae,Glaucomys,Fagan et. al. 2009,,,,
1352,1,9,Mammal,Rodentia,Glaucomys volans,65.5,180.125,2.75,Omnivore,Eutherian,Sciuridae,Glaucomys,Pereira and Daily 2006,,,,
1353,1,9,Mammal,Rodentia,Glaucomys volans,65.4,6.06E+01,0.926072018,Omnivore,Eutherian,Sciuridae,Glaucomys,AnAge Data,HAGRID: 2768; Refs: 36;420;434;441;455;500;000;000;000,captivity; medium sample size; acceptable quality,,
1354,1,1,Mammal,Rodentia,Glis glis,125,9.67E+01,0.77396344,Herbivore,Eutherian,Gliridae,Glis,AnAge Data,HAGRID: 2617; Refs: 364;204;344;555;425;000;000;000;000;000,captivity; small sample size; acceptable quality,,
1355,1,1,Mammal,Rodentia,Grammomys dolichurus,60,1.49E+02,2.476103333,Herbivore,Eutherian,Muridae,Grammomys,AnAge Data,HAGRID: 2673; Refs: 434;455;610;671;731,captivity; small sample size; acceptable quality,,
1356,1,1,Mammal,Rodentia,Habromys lophorus,27,68.31,2.53,Herbivore,Eutherian,Muridae,Habromys,Pereira and Daily 2006,,,,
1357,1,1,Mammal,Rodentia,Heterocephalus glaber,35,344.575,9.845,Herbivore,Eutherian,Bathyergidae,Heterocephalus,Ernest et al. 2003,,,,
1358,1,1,Mammal,Rodentia,Heterocephalus glaber,35,5.76E+01,1.644720286,Herbivore,Eutherian,Bathyergidae,Heterocephalus,AnAge Data,HAGRID: 2483; Refs: 5;36;50;184;420;434;455;481;603;689;715;731;754;755;756;776;783;786;867;894;913;925;926;947;966;978;981;1114;1136;1144;1176;1177;1178;1179;1180;1181;1182;1217;1220;1247;1248;1250;1277;1281;1282,captivity; large sample size; high quality,,
1359,1,1,Mammal,Rodentia,Heteromys desmarestianus,66.5,216.79,3.26,Herbivore,Eutherian,Heteromyidae,Heteromys,Pereira and Daily 2006,,,,
1360,1,1,Mammal,Rodentia,Heteromys gaumeri,57,92.91,1.63,Herbivore,Eutherian,Heteromyidae,Heteromys,Pereira and Daily 2006,,,,
1361,1,1,Mammal,Rodentia,Heteromys goldmani,79.5,148.665,1.87,Herbivore,Eutherian,Heteromyidae,Heteromys,Pereira and Daily 2006,,,,
1362,1,1,Mammal,Rodentia,Heteromys nelsoni,85,155.55,1.83,Herbivore,Eutherian,Heteromyidae,Heteromys,Pereira and Daily 2006,,,,
1363,1,1,Mammal,Rodentia,Heteromys oresterus,81,150.66,1.86,Herbivore,Eutherian,Heteromyidae,Heteromys,Pereira and Daily 2006,,,,
1364,1,1,Mammal,Rodentia,Hoplomys gymnurus,455,300.3,0.66,Herbivore,Eutherian,Echimyidae,Hoplomys,Pereira and Daily 2006,,,,
1365,1,1,Mammal,Rodentia,Hydrochaeris hydrochaeris,35751.97187,24668.86059,0.69,Herbivore,Eutherian,Hydrochaeridae,Hydrochaeris,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",,,,
1366,1,1,Mammal,Rodentia,Hydrochaeris hydrochaeris,41204,13597.32,0.33,Herbivore,Eutherian,Hydrochaeridae,Hydrochaeris,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
1367,1,1,Mammal,Rodentia,Hydrochaeris hydrochaeris,3500,3115,0.89,Herbivore,Eutherian,Hydrochaeridae,Hydrochaeris,Pereira and Daily 2006,,,,
